drugbank_id	fdasrs_id	name	inchi_key
DB00115	C973T66178	Cyanocobalamin	RMRCNWBMXRMIRW-WZHZPDAFSA-L
DB00115	D6J4H4W8E9	Cyanocobalamin	RMRCNWBMXRMIRW-WZHZPDAFSA-L
DB00117	4QD397987E	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00118	4G5PYL0DR1	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	564ROC9U09	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	6EZ5466ZUX	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	K093C397UL	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	R96GHU97Q3	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00119	2GIJ84D9UB	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	5PW2OK1N4S	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	8558G7RUTR	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	8C0WTU2O92	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	HO43T60JMG	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	X05SSQ7PT1	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00120	032K16VRCU	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	47E5O17Y3R	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	IG69NF7L6D	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	U4NZ734907	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00121	6SO6U10H04	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00122	M4AS4XGD4Q	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00122	N91BDP6H0X	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00122	Y1HDI47S6K	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00123	3HQ6U6424Q	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	K3Z4F929H6	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00125	94ZLA3W45F	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	R54Z304Z7C	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00126	311332OII1	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	C8DQ5M1Y1E	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	PQ6CK8PD0R	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00127	2FZ7Y3VOQX	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	87YX4BD507	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	9CI1570O48	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00128	30KYC7MIAI	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	4SR0Q8YD1X	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00129	2H368YCK0U	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	E524N2IXA3	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00130	0RH81L854J	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	63HB36CA2Y	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	8P723CSS16	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	905V50H511	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00131	106XV160TZ	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	415SHH325A	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00132	0RBV727H71	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	I5OYY436YI	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	PO45E3L8YU	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00133	1K77H2Z9B1	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	452VLY9402	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00134	55YCX1IL8T	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	868496F25R	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	AE28F7PNPL	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	ED857BWP29	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135	42HK56048U	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00136	97SK7L66LH	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	FXC9231JVH	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	I1L29CLX3C	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	IR1PLU81NA	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00137	X72A60C9MT	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00138	48TCX9A1VT	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	KQY8R188E2	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	KX1RHN0Y0B	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00139	AB6MNQ6J6L	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00139	AJ326AG789	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00140	04SRR95RP8	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	STP460337X	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	TLM2976OFR	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	U16E01V13F	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00141	833755V695	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	FPD5WTK4TS	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	V956696549	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	X80PR7P73R	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00142	3KX376GY7L	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	J0V4V954NI	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	Q479989WEA	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00143	GAN16C9B8O	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00145	TE7660XO1C	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00146	378HY809HV	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	P6YZ13C99Q	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	SN331791VY	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	T0WXW8F54E	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00147	1416KF0QBC	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00147	3THM379K8A	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00147	JJQ4DJV03Q	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148	MU72812GK0	Creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	02AA4F4VLP	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	965COD96YA	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	A4NA7IL44T	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	GMW67QNF9C	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	I36PJ2DN56	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	7NS97N9H1G	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	8DUH1N11BX	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	IU8WN3PPI2	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	K848JZ4886	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00152	4ABT0J945J	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00153	VS041H42XC	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00154	DIY57A1X5I	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00154	FC398RK06S	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00155	29VT07BGDA	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	KNS2VUH6P2	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	UVA0OHH18U	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156	0756UWA0SA	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	2ZD004190S	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	HCQ253CKVK	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	SG6FYY47DD	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00157	4J24DQ0916	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00157	8295030YNC	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00158	935E97BOY8	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159	5PXN91KPRO	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00159	AAN7QOV9EA	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00159	CG73ERQ805	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00159	QDG62BO0C2	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160	E3UDS4613U	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	OF5P57N2ZX	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	HG18B9YRS7	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	Y14I1443UR	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	035JKP3HXH	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	G2SH0XKK91	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	J72YRO1DWF	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00163	82190DH9F2	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	N9PR3490H9	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00165	KV2JZ1BI6Z	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166	HK7B1AJA3Q	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	J2Y905FQ57	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	VLL71EBS9Z	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167	04Y7590D77	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	6RNR8XN7S2	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	886W169S1R	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	V87GJA0G54	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00168	83860AQE03	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00168	IFE6C6BS24	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00168	MH4IO18KU0	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00168	Z0H242BBR1	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00169	1C6V77QF41	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00170	723JX6CXY5	Menadione	MJVAVZPDRWSRRC-UHFFFAOYSA-N
DB00171	8L70Q75FXE	ATP	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00172	9DLQ4CIU6V	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	JAC85A2161	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	5Z33R5TKO7	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	T6QV1010K6	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175	3M8608UQ61	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	K4A67XJY6V	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	KXO2KT9N0G	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	R76ZW7E32P	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	T17047131H	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00176	4E72PH61HL	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	5LGN83G74V	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	O4L1XPO44W	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00177	80M03YXJ7I	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	IDC67444MI	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00178	5COV0OAU1T	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	9947X9J31M	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	E7CEJ08B2F	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	L35JN3I7SJ	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	MFY4AI76OW	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00179	7BO8G1BYQU	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00180	78M02AA8KF	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00180	QK4DYS664X	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00181	3OHN4989XM	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	799SU69U5P	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	8703929ITD	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	NYU6UTW25B	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00182	R87US8P740	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	TZ47U051FI	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00183	EF0NX91490	Pentagastrin	NEYNJQRKHLUJRU-DZUOILHNSA-N
DB00184	42XNU684Z1	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	6M3C89ZY6R	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	779W69U6PN	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	T397A2CQJ9	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00186	0VMC8E4D2Y	Lorazepam	DIWRORZWFLOCLC-UHFFFAOYSA-N
DB00186	H6MU343Z6I	Lorazepam	DIWRORZWFLOCLC-UHFFFAOYSA-N
DB00187	47278SZ38U	Esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00187	5PX2ESK7OE	Esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00187	FDX80X52FG	Esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00187	GDM127985B	Esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00188	69G8BD63PP	Bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00189	18M3H5031O	Ethchlorvynol	ZEHYJZXQEQOSON-AATRIKPKSA-N
DB00189	S4YRD0F99V	Ethchlorvynol	ZEHYJZXQEQOSON-AATRIKPKSA-N
DB00190	KR87B45RGH	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00190	MNX7R8C5VO	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00191	0K2I505OTV	Phentermine	DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00191	C045TQL4WP	Phentermine	DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00192	3AZF20DM1T	Indecainide	UCEWGESNIULAGX-UHFFFAOYSA-N
DB00192	M76V0B96L5	Indecainide	UCEWGESNIULAGX-UHFFFAOYSA-N
DB00193	0NG5TTM63P	Tramadol	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00193	26J30IC20Q	Tramadol	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00193	OM3T42Z3HV	Tramadol	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00194	3XQD2MEW34	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	K72T3FS567	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00195	759O83814X	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00195	75O9XHA4TU	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00195	8MR4W4O06J	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00195	WKM694DUG8	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00196	8VZV102JFY	Fluconazole	RFHAOTPXVQNOHP-UHFFFAOYSA-N
DB00198	20O93L6F9H	Oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00198	4A3O49NGEZ	Oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00199	16564TU07G	Erythromycin	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00199	63937KV33D	Erythromycin	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00199	8HPH7ND0LN	Erythromycin	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00200	059QF0KO0R	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00200	285VXT00HH	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00200	63M8RYN44N	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00200	7QV8F8BYNJ	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00200	9159UV381P	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00200	IR00KT3W8T	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00200	J65BV539M3	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00200	Q40X8H422O	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00201	3G6A5W338E	Caffeine	RYYVLZVUVIJVGH-UHFFFAOYSA-N
DB00202	1MBL83KX8J	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00202	8L0S1G435E	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00202	I9L0DDD30I	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00202	J2R869A8YF	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00202	PG6H2852BK	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00203	3M7OB98Y7H	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00203	8B699ZY1CH	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00203	BW9B0ZE037	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00204	R4Z9X1N2ND	Dofetilide	IXTMWRCNAAVVAI-UHFFFAOYSA-N
DB00205	971V2RD6H5	Pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
DB00205	A144HG11TB	Pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
DB00205	A4T1033XZA	Pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
DB00205	QCT0IT9RPV	Pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
DB00205	Z3614QOX8W	Pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
DB00206	8B1QWR724A	Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00207	J2KLZ20U1M	Azithromycin	MQTOSJVFKKJCRP-BICOPXKESA-N
DB00208	A1L4914FMF	Ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00208	OM90ZUW7M1	Ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00209	1E6682427E	Trospium	OYYDSUSKLWTMMQ-JKHIJQBDSA-N
DB00209	T4Y8ORK057	Trospium	OYYDSUSKLWTMMQ-JKHIJQBDSA-N
DB00210	1L4806J2QF	Adapalene	LZCDAPDGXCYOEH-UHFFFAOYSA-N
DB00212	1Y25T426Y9	Remikiren	UXIGZRQVLGFTOU-VQXQMPIVSA-N
DB00212	LC7FBL96A4	Remikiren	UXIGZRQVLGFTOU-VQXQMPIVSA-N
DB00213	SX78SGO2TV	Pantoprazole	IQPSEEYGBUAQFF-UHFFFAOYSA-N
DB00214	W31X2H97FB	Torasemide	NGBFQHCMQULJNZ-UHFFFAOYSA-N
DB00215	1TH2C9NJHL	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	4O4S742ANY	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	5U85DBW7LO	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	LQ4I38573N	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00216	22QOO9B8KI	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00216	4139X692FA	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00216	607KP935Y1	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00216	92AD31CQ59	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00216	AMM8PSU28B	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00216	M41W832TA3	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00216	OL4Q27AUZF	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00217	4PF307C50Z	Bethanidine	NIVZHWNOUVJHKV-UHFFFAOYSA-N
DB00217	J4THI5N7O2	Bethanidine	NIVZHWNOUVJHKV-UHFFFAOYSA-N
DB00217	W8S3YM7AUU	Bethanidine	NIVZHWNOUVJHKV-UHFFFAOYSA-N
DB00218	B8956S8609	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00218	C53598599T	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00218	JU4MC5ZQ7G	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00218	U188XYD42P	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00220	98D603VP8V	Nelfinavir	QAGYKUNXZHXKMR-HKWSIXNMSA-N
DB00220	HO3OGH5D7I	Nelfinavir	QAGYKUNXZHXKMR-HKWSIXNMSA-N
DB00221	37SR0CHR8L	Isoetharine	HUYWAWARQUIQLE-UHFFFAOYSA-N
