drugbank_id	dailymed_id	inchi_key
DB00180	flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00181	baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00182	amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	dextroamphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00183	pentagastrin	NEYNJQRKHLUJRU-DZUOILHNSA-N
DB00184	nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00185	cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00185	cevimeline hydrochloride	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00186	lorazepam	DIWRORZWFLOCLC-UHFFFAOYSA-N
DB00187	esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00187	esmolol hydrochloride	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00188	bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00190	carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00191	phentermine	DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00191	phentermine hydrochloride	DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00193	tramadol	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00194	adenosine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00195	betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00195	betaxolol hydrochloride	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00196	fluconazole	RFHAOTPXVQNOHP-UHFFFAOYSA-N
DB00198	oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00198	oseltamivir phosphate	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00199	erythromycin	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00200	water	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00201	caffeine	RYYVLZVUVIJVGH-UHFFFAOYSA-N
DB00202	succinylcholine chloride	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00203	sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00203	sildenafil citrate	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00204	dofetilide	IXTMWRCNAAVVAI-UHFFFAOYSA-N
DB00205	pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
DB00206	reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00208	ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00208	ticlopidine hydrochloride	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00209	trospium	OYYDSUSKLWTMMQ-JKHIJQBDSA-N
DB00209	trospium chloride	OYYDSUSKLWTMMQ-JKHIJQBDSA-N
DB00210	adapalene	LZCDAPDGXCYOEH-UHFFFAOYSA-N
DB00211	midodrine	PTKSEFOSCHHMPD-UHFFFAOYSA-N
DB00211	midodrine hydrochloride	PTKSEFOSCHHMPD-UHFFFAOYSA-N
DB00213	pantoprazole	IQPSEEYGBUAQFF-UHFFFAOYSA-N
DB00214	torsemide	NGBFQHCMQULJNZ-UHFFFAOYSA-N
DB00215	citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	citalopram hydrobromide	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	escitalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	escitalopram oxalate	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00216	eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00216	eletriptan hydrobromide	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00218	moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00218	moxifloxacin hydrochloride	FABPRXSRWADJSP-MEDUHNTESA-N
DB00220	nelfinavir	QAGYKUNXZHXKMR-HKWSIXNMSA-N
DB00220	nelfinavir mesylate	QAGYKUNXZHXKMR-HKWSIXNMSA-N
DB00222	glimepiride	WIGIZIANZCJQQY-RUCARUNLSA-N
DB00224	indinavir	CBVCZFGXHXORBI-PXQQMZJSSA-N
DB00224	indinavir sulfate	CBVCZFGXHXORBI-PXQQMZJSSA-N
DB00227	lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00230	pregabalin	AYXYPKUFHZROOJ-ZETCQYMHSA-N
DB00231	temazepam	SEQDDYPDSLOBDC-UHFFFAOYSA-N
DB00232	methyclothiazide	CESYKOGBSMNBPD-UHFFFAOYSA-N
DB00233	aminosalicylic acid	WUBBRNOQWQTFEX-UHFFFAOYSA-N
DB00235	milrinone	PZRHRDRVRGEVNW-UHFFFAOYSA-N
DB00235	milrinone lactate	PZRHRDRVRGEVNW-UHFFFAOYSA-N
DB00237	butabarbital	ZRIHAIZYIMGOAB-UHFFFAOYSA-N
DB00237	butabarbital sodium	ZRIHAIZYIMGOAB-UHFFFAOYSA-N
DB00238	nevirapine	NQDJXKOVJZTUJA-UHFFFAOYSA-N
DB00239	oxiconazole	QRJJEGAJXVEBNE-HKOYGPOVSA-N
DB00239	oxiconazole nitrate	QRJJEGAJXVEBNE-HKOYGPOVSA-N
DB00241	butalbital	UZVHFVZFNXBMQJ-UHFFFAOYSA-N
DB00242	cladribine	PTOAARAWEBMLNO-KVQBGUIXSA-N
DB00243	ranolazine	XKLMZUWKNUAPSZ-UHFFFAOYSA-N
DB00244	mesalamine	KBOPZPXVLCULAV-UHFFFAOYSA-N
DB00245	benztropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00245	benztropine mesylate	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00246	ziprasidone	MVWVFYHBGMAFLY-UHFFFAOYSA-N
DB00246	ziprasidone hydrochloride	MVWVFYHBGMAFLY-UHFFFAOYSA-N
DB00246	ziprasidone mesylate	MVWVFYHBGMAFLY-UHFFFAOYSA-N
DB00248	cabergoline	KORNTPPJEAJQIU-KJXAQDMKSA-N
DB00250	dapsone	MQJKPEGWNLWLTK-UHFFFAOYSA-N
DB00251	terconazole	BLSQLHNBWJLIBQ-OZXSUGGESA-N
DB00252	phenytoin	CXOFVDLJLONNDW-UHFFFAOYSA-N
DB00252	phenytoin sodium	CXOFVDLJLONNDW-UHFFFAOYSA-N
DB00253	medrysone	GZENKSODFLBBHQ-ILSZZQPISA-N
DB00254	doxycycline	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00254	doxycycline calcium	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00254	doxycycline hyclate	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00257	clotrimazole	VNFPBHJOKIVQEB-UHFFFAOYSA-N
DB00258	acetic acid	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00258	calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00259	sulfanilamide	FDDDEECHVMSUSB-UHFFFAOYSA-N
DB00260	cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00261	anagrelide	OTBXOEAOVRKTNQ-UHFFFAOYSA-N
DB00261	anagrelide hydrochloride	OTBXOEAOVRKTNQ-UHFFFAOYSA-N
DB00262	carmustine	DLGOEMSEDOSKAD-UHFFFAOYSA-N
DB00263	sulfisoxazole	NHUHCSRWZMLRLA-UHFFFAOYSA-N
DB00264	metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00264	metoprolol succinate	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00264	metoprolol tartrate	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00265	crotamiton	DNTGGZPQPQTDQF-UHFFFAOYSA-N
DB00268	ropinirole	UHSKFQJFRQCDBE-UHFFFAOYSA-N
DB00268	ropinirole hydrochloride	UHSKFQJFRQCDBE-UHFFFAOYSA-N
DB00270	isradipine	HMJIYCCIJYRONP-UHFFFAOYSA-N
DB00271	diatrizoate meglumine	YVPYQUNUQOZFHG-UHFFFAOYSA-N
DB00271	diatrizoate sodium	YVPYQUNUQOZFHG-UHFFFAOYSA-N
DB00273	topiramate	KJADKKWYZYXHBB-XBWDGYHZSA-N
DB00275	olmesartan	VTRAEEWXHOVJFV-UHFFFAOYSA-N
DB00277	theophylline	ZFXYFBGIUFBOJW-UHFFFAOYSA-N
DB00278	argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N
DB00279	liothyronine sodium	AUYYCJSJGJYCDS-LBPRGKRZSA-N
DB00280	disopyramide	UVTNFZQICZKOEM-UHFFFAOYSA-N
DB00280	disopyramide phosphate	UVTNFZQICZKOEM-UHFFFAOYSA-N
DB00281	lidocaine	NNJVILVZKWQKPM-UHFFFAOYSA-N
DB00282	pamidronate disodium	WRUUGTRCQOWXEG-UHFFFAOYSA-N
DB00283	clemastine	YNNUSGIPVFPVBX-NHCUHLMSSA-N
DB00283	clemastine fumarate	YNNUSGIPVFPVBX-NHCUHLMSSA-N
DB00285	venlafaxine	PNVNVHUZROJLTJ-UHFFFAOYSA-N
DB00285	venlafaxine hydrochloride	PNVNVHUZROJLTJ-UHFFFAOYSA-N
DB00287	travoprost	MKPLKVHSHYCHOC-AHTXBMBWSA-N
DB00288	amcinonide	ILKJAFIWWBXGDU-MOGDOJJUSA-N
DB00289	atomoxetine	VHGCDTVCOLNTBX-QGZVFWFLSA-N
DB00289	atomoxetine hydrochloride	VHGCDTVCOLNTBX-QGZVFWFLSA-N
DB00290	bleomycin	OYVAGSVQBOHSSS-WXFSZRTFSA-O
DB00290	bleomycin sulfate	OYVAGSVQBOHSSS-WXFSZRTFSA-O
DB00291	chlorambucil	JCKYGMPEJWAADB-UHFFFAOYSA-N
DB00292	etomidate	NPUKDXXFDDZOKR-LLVKDONJSA-N
DB00294	etonogestrel	GCKFUYQCUCGESZ-BPIQYHPVSA-N
DB00295	morphine	BQJCRHHNABKAKU-KBQPJGBKSA-N
DB00296	ropivacaine	ZKMNUMMKYBVTFN-HNNXBMFYSA-N
DB00296	ropivacaine hydrochloride	ZKMNUMMKYBVTFN-HNNXBMFYSA-N
DB00297	bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00297	bupivacaine hydrochloride	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00299	penciclovir	JNTOCHDNEULJHD-UHFFFAOYSA-N
DB00300	tenofovir disoproxil	JFVZFKDSXNQEJW-CQSZACIVSA-N
DB00300	tenofovir disoproxil fumarate	JFVZFKDSXNQEJW-CQSZACIVSA-N
DB00302	tranexamic acid	GYDJEQRTZSCIOI-LJGSYFOKSA-N
DB00303	ertapenem	JUZNIMUFDBIJCM-ANEDZVCMSA-N
DB00303	ertapenem sodium	JUZNIMUFDBIJCM-ANEDZVCMSA-N
DB00304	desogestrel	RPLCPCMSCLEKRS-BPIQYHPVSA-N
DB00305	mitomycin	NWIBSHFKIJFRCO-WUDYKRTCSA-N
DB00307	bexarotene	NAVMQTYZDKMPEU-UHFFFAOYSA-N
DB00308	ibutilide	ALOBUEHUHMBRLE-UHFFFAOYSA-N
DB00308	ibutilide fumarate	ALOBUEHUHMBRLE-UHFFFAOYSA-N
DB00310	chlorthalidone	JIVPVXMEBJLZRO-UHFFFAOYSA-N
DB00312	pentobarbital	WEXRUCMBJFQVBZ-UHFFFAOYSA-N
DB00313	valproic acid	NIJJYAXOARWZEE-UHFFFAOYSA-N
DB00314	capreomycin sulfate	VCOPTHOUUNAYKQ-WBTCAYNUSA-N
DB00315	zolmitriptan	ULSDMUVEXKOYBU-ZDUSSCGKSA-N
DB00316	acetaminophen	RZVAJINKPMORJF-UHFFFAOYSA-N
DB00317	gefitinib	XGALLCVXEZPNRQ-UHFFFAOYSA-N
DB00318	codeine	OROGSEYTTFOCAN-DNJOTXNNSA-N
DB00319	piperacillin	IVBHGBMCVLDMKU-GXNBUGAJSA-N
DB00319	piperacillin sodium	IVBHGBMCVLDMKU-GXNBUGAJSA-N
DB00320	dihydroergotamine	LUZRJRNZXALNLM-JGRZULCMSA-N
DB00320	dihydroergotamine mesylate	LUZRJRNZXALNLM-JGRZULCMSA-N
DB00321	amitriptyline	KRMDCWKBEZIMAB-UHFFFAOYSA-N
DB00321	amitriptyline hydrochloride	KRMDCWKBEZIMAB-UHFFFAOYSA-N
DB00322	floxuridine	ODKNJVUHOIMIIZ-RRKCRQDMSA-N
DB00323	tolcapone	MIQPIUSUKVNLNT-UHFFFAOYSA-N
DB00324	fluorometholone	FAOZLTXFLGPHNG-KNAQIMQKSA-N
DB00326	calcium gluceptate	FATUQANACHZLRT-KMRXSBRUSA-L
DB00327	hydromorphone	WVLOADHCBXTIJK-YNHQPCIGSA-N
DB00327	hydromorphone hydrochloride	WVLOADHCBXTIJK-YNHQPCIGSA-N
DB00328	indomethacin	CGIGDMFJXJATDK-UHFFFAOYSA-N
DB00330	ethambutol	AEUTYOVWOVBAKS-UWVGGRQHSA-N
DB00331	metformin	XZWYZXLIPXDOLR-UHFFFAOYSA-N
DB00332	ipratropium bromide	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00333	methadone	USSIQXCVUWKGNF-UHFFFAOYSA-N
DB00333	methadone hydrochloride	USSIQXCVUWKGNF-UHFFFAOYSA-N
DB00334	olanzapine	KVWDHTXUZHCGIO-UHFFFAOYSA-N
DB00334	olanzapine pamoate	KVWDHTXUZHCGIO-UHFFFAOYSA-N
DB00335	atenolol	METKIMKYRPQLGS-UHFFFAOYSA-N
DB00337	pimecrolimus	KASDHRXLYQOAKZ-XDSKOBMDSA-N
DB00338	esomeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00338	omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00339	pyrazinamide	IPEHBUMCGVEMRF-UHFFFAOYSA-N
DB00341	cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00341	cetirizine hydrochloride	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00341	levocetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00341	levocetirizine dihydrochloride	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00343	diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00343	diltiazem hydrochloride	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00344	protriptyline	BWPIARFWQZKAIA-UHFFFAOYSA-N
DB00344	protriptyline hydrochloride	BWPIARFWQZKAIA-UHFFFAOYSA-N
DB00346	alfuzosin	WNMJYKCGWZFFKR-UHFFFAOYSA-N
DB00346	alfuzosin hydrochloride	WNMJYKCGWZFFKR-UHFFFAOYSA-N
DB00347	trimethadione	IRYJRGCIQBGHIV-UHFFFAOYSA-N
DB00348	nitisinone	OUBCNLGXQFSTLU-UHFFFAOYSA-N
DB00349	clobazam	CXOXHMZGEKVPMT-UHFFFAOYSA-N
DB00350	minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N
DB00351	megestrol acetate	RQZAXGRLVPAYTJ-GQFGMJRRSA-N
DB00352	thioguanine	WYWHKKSPHMUBEB-UHFFFAOYSA-N
DB00353	methylergonovine	UNBRKDKAWYKMIV-QWQRMKEZSA-N
DB00353	methylergonovine maleate	UNBRKDKAWYKMIV-QWQRMKEZSA-N
DB00355	aztreonam	WZPBZJONDBGPKJ-VEHQQRBSSA-N
DB00356	chlorzoxazone	TZFWDZFKRBELIQ-UHFFFAOYSA-N
DB00358	mefloquine	XEEQGYMUWCZPDN-UHFFFAOYSA-N
DB00358	mefloquine hydrochloride	XEEQGYMUWCZPDN-UHFFFAOYSA-N
DB00359	sulfadiazine	SEEPANYCNGTZFQ-UHFFFAOYSA-N
DB00360	sapropterin	FNKQXYHWGSIFBK-RPDRRWSUSA-N
DB00360	sapropterin dihydrochloride	FNKQXYHWGSIFBK-RPDRRWSUSA-N
DB00361	vinorelbine tartrate	GBABOYUKABKIAF-IELIFDKJSA-N
DB00362	anidulafungin	JHVAMHSQVVQIOT-MFAJLEFUSA-N
DB00363	clozapine	QZUDBNBUXVUHMW-UHFFFAOYSA-N
DB00364	water	IPLJAZDIICJQEL-JTJNLBSYSA-A
DB00366	doxylamine	HCFDWZZGGLSKEP-UHFFFAOYSA-N
DB00366	doxylamine succinate	HCFDWZZGGLSKEP-UHFFFAOYSA-N
DB00367	levonorgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N
DB00367	norgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N
DB00368	norepinephrine	SFLSHLFXELFNJZ-QMMMGPOBSA-N
DB00368	norepinephrine bitartrate	SFLSHLFXELFNJZ-QMMMGPOBSA-N
DB00369	cidofovir	VWFCHDSQECPREK-LURJTMIESA-N
DB00370	mirtazapine	RONZAEMNMFQXRA-UHFFFAOYSA-N
DB00371	meprobamate	NPPQSCRMBWNHMW-UHFFFAOYSA-N
DB00373	timolol	BLJRIMJGRPQVNF-JTQLQIEISA-N
DB00373	timolol maleate	BLJRIMJGRPQVNF-JTQLQIEISA-N
DB00374	treprostinil	PAJMKGZZBBTTOY-ZFORQUDYSA-N
DB00376	trihexyphenidyl	HWHLPVGTWGOCJO-UHFFFAOYSA-N
DB00376	trihexyphenidyl hydrochloride	HWHLPVGTWGOCJO-UHFFFAOYSA-N
DB00377	palonosetron	CPZBLNMUGSZIPR-NVXWUHKLSA-N
DB00377	palonosetron hydrochloride	CPZBLNMUGSZIPR-NVXWUHKLSA-N
DB00379	mexiletine	VLPIATFUUWWMKC-UHFFFAOYSA-N
DB00379	mexiletine hydrochloride	VLPIATFUUWWMKC-UHFFFAOYSA-N
DB00380	dexrazoxane	BMKDZUISNHGIBY-ZETCQYMHSA-N
DB00380	dexrazoxane hydrochloride	BMKDZUISNHGIBY-ZETCQYMHSA-N
DB00381	amlodipine	HTIQEAQVCYTUBX-UHFFFAOYSA-N
DB00384	triamterene	FNYLWPVRPXGIIP-UHFFFAOYSA-N
DB00385	valrubicin	ZOCKGBMQLCSHFP-KQRAQHLDSA-N
DB00388	phenylephrine	SONNWYBIRXJNDC-VIFPVBQESA-N
DB00388	phenylephrine bitartrate	SONNWYBIRXJNDC-VIFPVBQESA-N
DB00388	phenylephrine hydrochloride	SONNWYBIRXJNDC-VIFPVBQESA-N
DB00390	digoxin	LTMHDMANZUZIPE-PUGKRICDSA-N
DB00393	nimodipine	UIAGMCDKSXEBJQ-UHFFFAOYSA-N
DB00394	beclomethasone dipropionate	KUVIULQEHSCUHY-XYWKZLDCSA-N
DB00395	carisoprodol	OFZCIYFFPZCNJE-UHFFFAOYSA-N
DB00396	progesterone	RJKFOVLPORLFTN-LEKSSAKUSA-N
DB00398	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N
DB00399	zoledronic acid	XRASPMIURGNCCH-UHFFFAOYSA-N
DB00400	griseofulvin	DDUHZTYCFQRHIY-RBHXEPJQSA-N
DB00401	nisoldipine	VKQFCGNPDRICFG-UHFFFAOYSA-N
DB00402	eszopiclone	GBBSUAFBMRNDJC-INIZCTEOSA-N
DB00404	alprazolam	VREFGVBLTWBCJP-UHFFFAOYSA-N
DB00405	brompheniramine	ZDIGNSYAACHWNL-HNNXBMFYSA-N
DB00405	brompheniramine maleate	ZDIGNSYAACHWNL-HNNXBMFYSA-N
DB00405	dexbrompheniramine	ZDIGNSYAACHWNL-HNNXBMFYSA-N
DB00405	dexbrompheniramine maleate	ZDIGNSYAACHWNL-HNNXBMFYSA-N
DB00406	gentian violet	LGLFFNDHMLKUMI-UHFFFAOYSA-N
DB00408	loxapine	XJGVXQDUIWGIRW-UHFFFAOYSA-N
DB00408	loxapine succinate	XJGVXQDUIWGIRW-UHFFFAOYSA-N
DB00410	mupirocin	MINDHVHHQZYEEK-HBBNESRFSA-N
DB00410	mupirocin calcium	MINDHVHHQZYEEK-HBBNESRFSA-N
DB00411	carbachol	VPJXQGSRWJZDOB-UHFFFAOYSA-O
DB00412	rosiglitazone	YASAKCUCGLMORW-UHFFFAOYSA-N
DB00412	rosiglitazone maleate	YASAKCUCGLMORW-UHFFFAOYSA-N
DB00413	pramipexole	FASDKYOPVNHBLU-ZETCQYMHSA-N
DB00413	pramipexole dihydrochloride	FASDKYOPVNHBLU-ZETCQYMHSA-N
DB00415	ampicillin	AVKUERGKIZMTKX-NJBDSQKTSA-N
DB00415	ampicillin sodium	AVKUERGKIZMTKX-NJBDSQKTSA-N
DB00417	penicillin v	BPLBGHOLXOTWMN-MBNYWOFBSA-N
DB00417	penicillin v potassium	BPLBGHOLXOTWMN-MBNYWOFBSA-N
DB00418	secobarbital	KQPKPCNLIDLUMF-UHFFFAOYSA-N
DB00418	secobarbital sodium	KQPKPCNLIDLUMF-UHFFFAOYSA-N
DB00419	miglustat	UQRORFVVSGFNRO-UTINFBMNSA-N
DB00421	spironolactone	LXMSZDCAJNLERA-ZHYRCANASA-N
DB00422	dexmethylphenidate	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00422	dexmethylphenidate hydrochloride	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00422	methylphenidate	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00422	methylphenidate hydrochloride	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00423	methocarbamol	GNXFOGHNGIVQEH-UHFFFAOYSA-N
DB00424	atropine	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00424	atropine sulfate	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00424	hyoscyamine	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00424	hyoscyamine hydrobromide	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00424	hyoscyamine sulfate	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00425	zolpidem	ZAFYATHCZYHLPB-UHFFFAOYSA-N
DB00425	zolpidem tartrate	ZAFYATHCZYHLPB-UHFFFAOYSA-N
DB00426	famciclovir	GGXKWVWZWMLJEH-UHFFFAOYSA-N
DB00427	triprolidine	CBEQULMOCCWAQT-WOJGMQOQSA-N
DB00427	triprolidine hydrochloride	CBEQULMOCCWAQT-WOJGMQOQSA-N
DB00428	streptozocin	ZSJLQEPLLKMAKR-GKHCUFPYSA-N
DB00429	carboprost	UMMADZJLZAPZAW-OVXHCKHTSA-N
DB00429	carboprost tromethamine	UMMADZJLZAPZAW-OVXHCKHTSA-N
DB00429	tromethamine	UMMADZJLZAPZAW-OVXHCKHTSA-N
DB00431	lindane	JLYXXMFPNIAWKQ-GNIYUCBRSA-N
DB00432	trifluridine	VSQQQLOSPVPRAZ-RRKCRQDMSA-N
DB00433	prochlorperazine	WIKYUJGCLQQFNW-UHFFFAOYSA-N
DB00433	prochlorperazine edisylate	WIKYUJGCLQQFNW-UHFFFAOYSA-N
DB00433	prochlorperazine maleate	WIKYUJGCLQQFNW-UHFFFAOYSA-N
DB00434	cyproheptadine	JJCFRYNCJDLXIK-UHFFFAOYSA-N
DB00434	cyproheptadine hydrochloride	JJCFRYNCJDLXIK-UHFFFAOYSA-N
DB00435	nitric oxide	MWUXSHHQAYIFBG-UHFFFAOYSA-N
DB00436	bendroflumethiazide	HDWIHXWEUNVBIY-UHFFFAOYSA-N
