drugbank_id	bindingdb_id	name	inchi_key
DB00147	50366979	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148	50357229	Creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	50219348	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	21974	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	50109584	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00152	50373877	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00153	50049515	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00154	50269534	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00155	92903	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00157	50192456	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00158	50237629	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159	50242349	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160	50000099	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	92998	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	92994	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	50092056	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00165	50103505	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00167	18140	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00169	50147583	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00170	24778	Menadione	MJVAVZPDRWSRRC-UHFFFAOYSA-N
DB00171	50192459	ATP	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00172	50000100	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	181146	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00173	33218	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	92995	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175	50006412	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00176	50028091	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	63804	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00177	50049186	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	50282371	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00179	22372	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00179	32020	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00179	50150780	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00181	50032963	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	50032964	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00183	50024321	Pentagastrin	NEYNJQRKHLUJRU-DZUOILHNSA-N
DB00185	50280535	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00188	200228	Bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00191	50246598	Phentermine	DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00193	50176259	Tramadol	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00194	14487	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	50134746	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00195	25752	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00195	50404948	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00196	25817	Fluconazole	RFHAOTPXVQNOHP-UHFFFAOYSA-N
DB00199	50421353	Erythromycin	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00200	83973	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00201	10849	Caffeine	RYYVLZVUVIJVGH-UHFFFAOYSA-N
DB00202	50061568	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00203	14390	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00203	50238854	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00204	50031720	Dofetilide	IXTMWRCNAAVVAI-UHFFFAOYSA-N
DB00205	18512	Pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
DB00208	85509	Ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00210	50048280	Adapalene	LZCDAPDGXCYOEH-UHFFFAOYSA-N
DB00212	50077669	Remikiren	UXIGZRQVLGFTOU-VQXQMPIVSA-N
DB00214	64107	Torasemide	NGBFQHCMQULJNZ-UHFFFAOYSA-N
DB00216	50103594	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00221	52083	Isoetharine	HUYWAWARQUIQLE-UHFFFAOYSA-N
DB00227	34168	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00227	50003235	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00227	50004774	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00227	50011206	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00227	50024628	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00233	48319	Aminosalicylic acid	WUBBRNOQWQTFEX-UHFFFAOYSA-N
DB00235	15296	Milrinone	PZRHRDRVRGEVNW-UHFFFAOYSA-N
DB00238	1434	Nevirapine	NQDJXKOVJZTUJA-UHFFFAOYSA-N
DB00239	50051844	Oxiconazole	QRJJEGAJXVEBNE-HKOYGPOVSA-N
DB00242	38920	Cladribine	PTOAARAWEBMLNO-KVQBGUIXSA-N
DB00244	60918	Mesalazine	KBOPZPXVLCULAV-UHFFFAOYSA-N
DB00246	50048803	Ziprasidone	MVWVFYHBGMAFLY-UHFFFAOYSA-N
DB00247	30708	Methysergide	KPJZHOPZRAFDTN-NQUBZZJWSA-N
DB00249	50375780	Idoxuridine	XQFRJNBWHJMXHO-RRKCRQDMSA-N
DB00250	50029764	Dapsone	MQJKPEGWNLWLTK-UHFFFAOYSA-N
DB00251	50375318	Terconazole	BLSQLHNBWJLIBQ-OZXSUGGESA-N
DB00252	39345	Phenytoin	CXOFVDLJLONNDW-UHFFFAOYSA-N
DB00252	50003655	Phenytoin	CXOFVDLJLONNDW-UHFFFAOYSA-N
DB00252	50101816	Phenytoin	CXOFVDLJLONNDW-UHFFFAOYSA-N
DB00255	20625	Diethylstilbestrol	RGLYKWWBQGJZGM-ISLYRVAYSA-N
DB00257	31774	Clotrimazole	VNFPBHJOKIVQEB-UHFFFAOYSA-N
DB00258	50074329	Calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00258	50159793	Calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00259	10857	Sulfanilamide	FDDDEECHVMSUSB-UHFFFAOYSA-N
DB00261	50000334	Anagrelide	OTBXOEAOVRKTNQ-UHFFFAOYSA-N
DB00262	50015950	Carmustine	DLGOEMSEDOSKAD-UHFFFAOYSA-N
DB00263	50034452	Sulfisoxazole	NHUHCSRWZMLRLA-UHFFFAOYSA-N
DB00265	50240091	Crotamiton	DNTGGZPQPQTDQF-XBXARRHUSA-N
DB00266	35525	Dicoumarol	DOBMPNYZJYQDGZ-UHFFFAOYSA-N
DB00268	50020680	Ropinirole	UHSKFQJFRQCDBE-UHFFFAOYSA-N
DB00270	50240057	Isradipine	HMJIYCCIJYRONP-UHFFFAOYSA-N
DB00271	62875	Diatrizoate	YVPYQUNUQOZFHG-UHFFFAOYSA-N
DB00275	50241364	Olmesartan	VTRAEEWXHOVJFV-UHFFFAOYSA-N
DB00276	87351	Amsacrine	XCPGHVQEEXUHNC-UHFFFAOYSA-N
DB00277	10847	Theophylline	ZFXYFBGIUFBOJW-UHFFFAOYSA-N
DB00277	82053	Theophylline	ZFXYFBGIUFBOJW-UHFFFAOYSA-N
DB00278	50038001	Argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N
DB00278	50091037	Argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N
DB00278	50113825	Argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N
DB00279	50007	Liothyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N
DB00279	50178971	Liothyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N
DB00281	50017662	Lidocaine	NNJVILVZKWQKPM-UHFFFAOYSA-N
DB00282	12581	Pamidronic acid	WRUUGTRCQOWXEG-UHFFFAOYSA-N
DB00283	94606	Clemastine	YNNUSGIPVFPVBX-NHCUHLMSSA-N
DB00285	50400815	Venlafaxine	PNVNVHUZROJLTJ-UHFFFAOYSA-N
DB00285	50400816	Venlafaxine	PNVNVHUZROJLTJ-UHFFFAOYSA-N
DB00287	50150906	Travoprost	MKPLKVHSHYCHOC-AHTXBMBWSA-N
DB00291	50003677	Chlorambucil	JCKYGMPEJWAADB-UHFFFAOYSA-N
DB00293	50012040	Raltitrexed	IVTVGDXNLFLDRM-HNNXBMFYSA-N
DB00294	50423516	Etonogestrel	GCKFUYQCUCGESZ-BPIQYHPVSA-N
DB00295	224017	Morphine	BQJCRHHNABKAKU-KBQPJGBKSA-N
DB00296	50239375	Ropivacaine	ZKMNUMMKYBVTFN-HNNXBMFYSA-N
DB00297	50350789	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00297	50417951	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00299	50210804	Penciclovir	JNTOCHDNEULJHD-UHFFFAOYSA-N
DB00300	77145	Tenofovir disoproxil	JFVZFKDSXNQEJW-CQSZACIVSA-N
DB00301	50370590	Flucloxacillin	UIOFUWFRIANQPC-JKIFEVAISA-N
DB00303	50248009	Ertapenem	JUZNIMUFDBIJCM-ANEDZVCMSA-N
DB00304	50423510	Desogestrel	RPLCPCMSCLEKRS-BPIQYHPVSA-N
DB00307	50032675	Bexarotene	NAVMQTYZDKMPEU-UHFFFAOYSA-N
DB00311	10882	Ethoxzolamide	OUZWUKMCLIBBOG-UHFFFAOYSA-N
DB00313	50003616	Valproic acid	NIJJYAXOARWZEE-UHFFFAOYSA-N
DB00313	50009834	Valproic acid	NIJJYAXOARWZEE-UHFFFAOYSA-N
DB00315	50033383	Zolmitriptan	ULSDMUVEXKOYBU-ZDUSSCGKSA-N
DB00316	26197	Acetaminophen	RZVAJINKPMORJF-UHFFFAOYSA-N
DB00317	5447	Gefitinib	XGALLCVXEZPNRQ-UHFFFAOYSA-N
DB00318	224015	Codeine	OROGSEYTTFOCAN-DNJOTXNNSA-N
DB00318	50105098	Codeine	OROGSEYTTFOCAN-DNJOTXNNSA-N
DB00319	39348	Piperacillin	IVBHGBMCVLDMKU-GXNBUGAJSA-N
DB00320	50280055	Dihydroergotamine	LUZRJRNZXALNLM-JGRZULCMSA-N
DB00321	50020712	Amitriptyline	KRMDCWKBEZIMAB-UHFFFAOYSA-N
DB00323	50108877	Tolcapone	MIQPIUSUKVNLNT-UHFFFAOYSA-N
DB00324	91406	Fluorometholone	FAOZLTXFLGPHNG-KNAQIMQKSA-N
DB00325	50377921	Nitroprusside	ASPOIVQEUUCDQT-UHFFFAOYSA-N
DB00328	17638	Indomethacin	CGIGDMFJXJATDK-UHFFFAOYSA-N
DB00331	50229665	Metformin	XZWYZXLIPXDOLR-UHFFFAOYSA-N
DB00331	57047	Metformin	XZWYZXLIPXDOLR-UHFFFAOYSA-N
DB00332	228865	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00332	50021892	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00333	50223633	Methadone	USSIQXCVUWKGNF-UHFFFAOYSA-N
DB00333	50223640	Methadone	USSIQXCVUWKGNF-UHFFFAOYSA-N
DB00334	35254	Olanzapine	KVWDHTXUZHCGIO-UHFFFAOYSA-N
DB00336	50420350	Nitrofural	IAIWVQXQOWNYOU-FPYGCLRLSA-N
DB00339	228814	Pyrazinamide	IPEHBUMCGVEMRF-UHFFFAOYSA-N
DB00340	79211	Metixene	MJFJKKXQDNNUJF-UHFFFAOYSA-N
DB00342	22879	Terfenadine	GUGOEEXESWIERI-UHFFFAOYSA-N
DB00342	50421337	Terfenadine	GUGOEEXESWIERI-UHFFFAOYSA-N
DB00344	50176062	Protriptyline	BWPIARFWQZKAIA-UHFFFAOYSA-N
DB00345	50240008	Aminohippuric acid	HSMNQINEKMPTIC-UHFFFAOYSA-N
DB00345	50270006	Aminohippuric acid	HSMNQINEKMPTIC-UHFFFAOYSA-N
DB00347	50227239	Trimethadione	IRYJRGCIQBGHIV-UHFFFAOYSA-N
DB00348	50088804	Nitisinone	OUBCNLGXQFSTLU-UHFFFAOYSA-N
DB00349	50247888	Clobazam	CXOXHMZGEKVPMT-UHFFFAOYSA-N
DB00350	50237593	Minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N
DB00352	50200099	Tioguanine	WYWHKKSPHMUBEB-UHFFFAOYSA-N
DB00356	50290811	Chlorzoxazone	TZFWDZFKRBELIQ-UHFFFAOYSA-N
DB00357	50406640	Aminoglutethimide	ROBVIMPUHSLWNV-UHFFFAOYSA-N
DB00358	79170	Mefloquine	XEEQGYMUWCZPDN-UHFFFAOYSA-N
DB00359	50166571	Sulfadiazine	SEEPANYCNGTZFQ-UHFFFAOYSA-N
DB00363	50001884	Clozapine	QZUDBNBUXVUHMW-UHFFFAOYSA-N
DB00372	78436	Thiethylperazine	XCTYLCDETUVOIP-UHFFFAOYSA-N
DB00377	50417287	Palonosetron	CPZBLNMUGSZIPR-NVXWUHKLSA-N
DB00382	8961	Tacrine	YLJREFDVOIBQDA-UHFFFAOYSA-N
DB00384	6644	Triamterene	FNYLWPVRPXGIIP-UHFFFAOYSA-N
DB00388	162128	Phenylephrine	SONNWYBIRXJNDC-VIFPVBQESA-N
DB00388	162129	Phenylephrine	SONNWYBIRXJNDC-VIFPVBQESA-N
DB00388	36024	Phenylephrine	SONNWYBIRXJNDC-VIFPVBQESA-N
DB00389	50275889	Carbimazole	CFOYWRHIYXMDOT-UHFFFAOYSA-N
DB00390	46355	Digoxin	LTMHDMANZUZIPE-PUGKRICDSA-N
DB00397	50367603	Phenylpropanolamine	DLNKOYKMWOXYQA-CBAPKCEASA-N
DB00397	50405613	Phenylpropanolamine	DLNKOYKMWOXYQA-CBAPKCEASA-N
DB00397	50405615	Phenylpropanolamine	DLNKOYKMWOXYQA-CBAPKCEASA-N
DB00398	16673	Sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N
DB00399	12578	Zoledronic acid	XRASPMIURGNCCH-UHFFFAOYSA-N
DB00400	31775	Griseofulvin	DDUHZTYCFQRHIY-RBHXEPJQSA-N
DB00404	50001728	Alprazolam	VREFGVBLTWBCJP-UHFFFAOYSA-N
DB00406	50052802	Gentian violet cation	LGLFFNDHMLKUMI-UHFFFAOYSA-N
DB00408	22871	Loxapine	XJGVXQDUIWGIRW-UHFFFAOYSA-N
DB00409	50026045	Remoxipride	GUJRSXAPGDDABA-NSHDSACASA-N
DB00410	50227798	Mupirocin	MINDHVHHQZYEEK-HBBNESRFSA-N
DB00411	50004656	Carbamoylcholine	VPJXQGSRWJZDOB-UHFFFAOYSA-O
DB00416	26981	Metocurine iodide	DIGFQJFCDPKEPF-OIUSMDOTSA-L
DB00416	50237609	Metocurine iodide	DIGFQJFCDPKEPF-OIUSMDOTSA-L
DB00419	18355	Miglustat	UQRORFVVSGFNRO-UTINFBMNSA-N
DB00420	67545	Promazine	ZGUGWUXLJSTTMA-UHFFFAOYSA-N
DB00421	200299	Spironolactone	LXMSZDCAJNLERA-ZHYRCANASA-N
DB00422	50050098	Methylphenidate	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00422	50062915	Methylphenidate	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00422	50142839	Methylphenidate	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00424	200229	Hyoscyamine	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00424	50239982	Hyoscyamine	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00425	26266	Zolpidem	ZAFYATHCZYHLPB-UHFFFAOYSA-N
DB00426	50248001	Famciclovir	GGXKWVWZWMLJEH-UHFFFAOYSA-N
DB00427	50292411	Triprolidine	CBEQULMOCCWAQT-WOJGMQOQSA-N
DB00427	86174	Triprolidine	CBEQULMOCCWAQT-WOJGMQOQSA-N
DB00433	78434	Prochlorperazine	WIKYUJGCLQQFNW-UHFFFAOYSA-N
DB00434	50017721	Cyproheptadine	JJCFRYNCJDLXIK-UHFFFAOYSA-N
DB00437	181133	Allopurinol	OFCNXPDARWKPPY-UHFFFAOYSA-N
DB00437	35440	Allopurinol	OFCNXPDARWKPPY-UHFFFAOYSA-N
DB00437	50016784	Allopurinol	OFCNXPDARWKPPY-UHFFFAOYSA-N
DB00437	50140241	Allopurinol	OFCNXPDARWKPPY-UHFFFAOYSA-N
DB00440	18069	Trimethoprim	IEDVJHCEMCRBQM-UHFFFAOYSA-N
DB00443	18207	Betamethasone	UREBDLICKHMUKA-DVTGEIKXSA-N
DB00443	73823	Betamethasone	UREBDLICKHMUKA-DVTGEIKXSA-N
DB00444	50248198	Teniposide	NRUKOCRGYNPUPR-QBPJDGROSA-N
DB00444	87330	Teniposide	NRUKOCRGYNPUPR-QBPJDGROSA-N
DB00445	32022	Epirubicin	AOJJSUZBOXZQNB-VTZDEGQISA-N
DB00445	43839	Epirubicin	AOJJSUZBOXZQNB-VTZDEGQISA-N
DB00445	50370552	Epirubicin	AOJJSUZBOXZQNB-VTZDEGQISA-N
DB00446	23447	Chloramphenicol	WIIZWVCIJKGZOK-RKDXNWHRSA-N
DB00450	50017705	Droperidol	RMEDXOLNCUSCGS-UHFFFAOYSA-N
DB00451	50225220	Levothyroxine	XUIIKFGFIJCVMT-LBPRGKRZSA-N
DB00452	50239373	Framycetin	PGBHMTALBVVCIT-VCIWKGPPSA-N
DB00454	50026752	Meperidine	XADCESSVHJOZHK-UHFFFAOYSA-N
DB00455	22876	Loratadine	JCCNYMKQOSZNPW-UHFFFAOYSA-N
DB00456	53513	Cefalotin	XIURVHNZVLADCM-IUODEOHRSA-N
DB00456	82898	Cefalotin	XIURVHNZVLADCM-IUODEOHRSA-N
DB00457	29568	Prazosin	IENZQIKPVFGBNW-UHFFFAOYSA-N
DB00458	50010859	Imipramine	BCGWQEUPMDMJNV-UHFFFAOYSA-N
DB00459	50088429	Acitretin	IHUNBGSDBOWDMA-AQFIFDHZSA-N
DB00461	40128	Nabumetone	BLXXJMDCKKHMKV-UHFFFAOYSA-N
DB00462	214800	Methscopolamine bromide	CXYRUNPLKGGUJF-JIRGPDKYSA-M
DB00462	26980	Methscopolamine bromide	CXYRUNPLKGGUJF-JIRGPDKYSA-M
DB00462	37635	Methscopolamine bromide	CXYRUNPLKGGUJF-JIRGPDKYSA-M
DB00465	50234661	Ketorolac	OZWKMVRBQXNZKK-UHFFFAOYSA-N
DB00467	50296358	Enoxacin	IDYZIJYBMGIQMJ-UHFFFAOYSA-N
DB00468	50017681	Quinine	LOUPRKONTZGTKE-WZBLMQSHSA-N
DB00468	50017704	Quinine	LOUPRKONTZGTKE-WZBLMQSHSA-N
DB00468	50198085	Quinine	LOUPRKONTZGTKE-WZBLMQSHSA-N
DB00468	50367247	Quinine	LOUPRKONTZGTKE-WZBLMQSHSA-N
DB00469	92332	Tenoxicam	LZNWYQJJBLGYLT-UHFFFAOYSA-N
DB00470	50000729	Dronabinol	CYQFCXCEBYINGO-IAGOWNOFSA-N
DB00471	58922	Montelukast	UCHDWCPVSPXUMX-TZIWLTJVSA-N
DB00472	81875	Fluoxetine	RTHCYVBBDHJXIQ-UHFFFAOYSA-N
DB00475	50007664	Chlordiazepoxide	ANTSCNMPPGJYLG-UHFFFAOYSA-N
DB00477	50001888	Chlorpromazine	ZPEIMTDSQAKGNT-UHFFFAOYSA-N
DB00479	50237603	Amikacin	LKCWBDHBTVXHDL-RMDFUYIESA-N
DB00479	91426	Amikacin	LKCWBDHBTVXHDL-RMDFUYIESA-N
DB00480	65454	Lenalidomide	GOTYRUGSSMKFNF-UHFFFAOYSA-N
DB00481	19441	Raloxifene	GZUITABIAKMVPG-UHFFFAOYSA-N
DB00482	11639	Celecoxib	RZEKVGVHFLEQIL-UHFFFAOYSA-N
DB00483	26981	Gallamine triethiodide	REEUVFCVXKWOFE-UHFFFAOYSA-K
DB00483	50149891	Gallamine triethiodide	REEUVFCVXKWOFE-UHFFFAOYSA-K
DB00484	34572	Brimonidine	XYLJNLCSTIOKRM-UHFFFAOYSA-N
DB00486	50287941	Nabilone	GECBBEABIDMGGL-RTBURBONSA-N
DB00487	57936	Pefloxacin	FHFYDNQZQSQIAI-UHFFFAOYSA-N
DB00488	37631	Altretamine	UUVWYPNAQBNQJQ-UHFFFAOYSA-N
DB00490	50001859	Buspirone	QWCRAEMEVRGPNT-UHFFFAOYSA-N
DB00493	96523	Cefotaxime	GPRBEKHLDVQUJE-QSWIMTSFSA-N
DB00494	50108879	Entacapone	JRURYQJSLYLRLN-BJMVGYQFSA-N
DB00496	50109647	Darifenacin	HXGBXQDTNZMWGS-RUZDIDTESA-N
DB00497	50170965	Oxycodone	BRUQQQPBMZOVGD-XFKAJCMBSA-N
DB00497	50370595	Oxycodone	BRUQQQPBMZOVGD-XFKAJCMBSA-N
DB00497	83451	Oxycodone	BRUQQQPBMZOVGD-XFKAJCMBSA-N
DB00498	50280157	Phenindione	NFBAXHOPROOJAW-UHFFFAOYSA-N
DB00499	50131270	Flutamide	MKXKFYHWDHIYRV-UHFFFAOYSA-N
DB00500	50295287	Tolmetin	UPSPUYADGBWSHF-UHFFFAOYSA-N
DB00501	181119	Cimetidine	AQIXAKUUQRKLND-UHFFFAOYSA-N
DB00501	22889	Cimetidine	AQIXAKUUQRKLND-UHFFFAOYSA-N
DB00501	50103595	Cimetidine	AQIXAKUUQRKLND-UHFFFAOYSA-N
DB00501	50403559	Cimetidine	AQIXAKUUQRKLND-UHFFFAOYSA-N
DB00502	21398	Haloperidol	LNEPOXFFQSENCJ-UHFFFAOYSA-N
DB00504	50016846	Levallorphan	OZYUPQUCAUTOBP-QXAKKESOSA-N
DB00507	50075050	Nitazoxanide	YQNQNVDNTFHQSW-UHFFFAOYSA-N
DB00508	67544	Triflupromazine	XSCGXQMFQXDFCW-UHFFFAOYSA-N
DB00509	50225220	Dextrothyroxine	XUIIKFGFIJCVMT-GFCCVEGCSA-N
DB00512	58373	Vancomycin	MYPYJXKWCTUITO-LYRMYLQWSA-N
DB00513	50357211	Aminocaproic acid	SLXKOJJOQWFEFD-UHFFFAOYSA-N
DB00514	213826	Dextromethorphan	MKXZASYAUGDDCJ-NJAFHUGGSA-N
DB00515	26979	Cisplatin	LXZZYRPGZAFOLE-UHFFFAOYSA-L
DB00517	26980	Anisotropine methylbromide	QSFKGMJOKUZAJM-UHFFFAOYSA-M
DB00517	39338	Anisotropine methylbromide	QSFKGMJOKUZAJM-UHFFFAOYSA-M
DB00518	50241293	Albendazole	HXHWSAZORRCQMX-UHFFFAOYSA-N
DB00519	50021782	Trandolapril	VXFJYXUZANRPDJ-WTNASJBWSA-N
DB00519	50369775	Trandolapril	VXFJYXUZANRPDJ-WTNASJBWSA-N
DB00522	50240073	Bentiromide	SPPTWHFVYKCNNK-FQEVSTJZSA-N
DB00523	31883	Alitretinoin	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00523	31892	Alitretinoin	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00523	323588	Alitretinoin	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00523	50031459	Alitretinoin	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00523	50064254	Alitretinoin	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00525	39349	Tolnaftate	FUSNMLFNXJSCDI-UHFFFAOYSA-N
DB00526	14674	Oxaliplatin	ZROHGHOFXNOHSO-BNTLRKBRSA-L
