drugbank_id	iuphar_id	name	inchi_key
DB00128	4698	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	6511	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00129	4682	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	725	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00130	4633	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	4634	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	723	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00131	2455	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00132	1049	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00133	4171	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	726	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00134	4814	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135	4791	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00136	2779	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00138	5413	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00139	3637	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00140	6578	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00142	1369	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	4708	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00143	6737	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00144	3638	Phosphatidyl serine	UNJJBGNPUUVVFQ-ZJUUUORDSA-N
DB00145	4084	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	4635	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	727	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00146	6921	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00148	4496	Creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	3312	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	5798	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	717	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	4537	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	4782	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00152	4628	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00152	4629	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00154	9775	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00155	4683	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	722	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156	4785	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00157	4487	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00158	4562	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	4563	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159	3362	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160	4542	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	4543	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	4678	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	720	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	4794	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	4053	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	6670	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	6672	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00166	4822	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167	3311	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00169	2747	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00171	1713	ATP	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00172	3314	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	4676	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	4788	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	4533	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175	2953	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00176	7189	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00177	3937	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	593	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00178	6339	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00179	4265	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00180	7076	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00181	1064	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	1084	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	3428	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00182	2146	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	2147	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	4804	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00184	2585	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	3978	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00185	9658	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00186	5884	Lorazepam	DIWRORZWFLOCLC-UHFFFAOYSA-N
DB00187	7178	Esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00188	6391	Bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00189	7180	Ethchlorvynol	ZEHYJZXQEQOSON-AATRIKPKSA-N
DB00190	5159	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00191	7269	Phentermine	DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00193	8286	Tramadol	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00194	2844	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	4806	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00195	549	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00195	8035	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00197	2693	Troglitazone	GXPHKUHSUJUWKP-UHFFFAOYSA-N
DB00199	1456	Erythromycin	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00201	407	Caffeine	RYYVLZVUVIJVGH-UHFFFAOYSA-N
DB00202	4004	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00203	4743	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00204	2604	Dofetilide	IXTMWRCNAAVVAI-UHFFFAOYSA-N
DB00205	4800	Pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
DB00206	4823	Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00207	6510	Azithromycin	MQTOSJVFKKJCRP-BICOPXKESA-N
DB00208	7307	Ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00209	7480	Trospium	OYYDSUSKLWTMMQ-JKHIJQBDSA-N
DB00210	5429	Adapalene	LZCDAPDGXCYOEH-UHFFFAOYSA-N
DB00211	7240	Midodrine	PTKSEFOSCHHMPD-UHFFFAOYSA-N
DB00213	7260	Pantoprazole	IQPSEEYGBUAQFF-UHFFFAOYSA-N
DB00214	7312	Torasemide	NGBFQHCMQULJNZ-UHFFFAOYSA-N
DB00215	4621	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	7177	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	7547	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00216	118	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00216	40	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00217	7618	Bethanidine	NIVZHWNOUVJHKV-UHFFFAOYSA-N
DB00219	7257	Oxyphenonium	GFRUPHOKLBPHTQ-UHFFFAOYSA-N
DB00221	7205	Isoetharine	HUYWAWARQUIQLE-UHFFFAOYSA-N
DB00222	6820	Glimepiride	WIGIZIANZCJQQY-RUCARUNLSA-N
DB00226	7193	Guanadrel	HPBNRIOWIXYZFK-UHFFFAOYSA-N
DB00227	2739	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00228	7175	Enflurane	JPGQOUSTVILISH-UHFFFAOYSA-N
DB00230	5484	Pregabalin	AYXYPKUFHZROOJ-ZETCQYMHSA-N
DB00231	7300	Temazepam	SEQDDYPDSLOBDC-UHFFFAOYSA-N
DB00232	7235	Methyclothiazide	CESYKOGBSMNBPD-UHFFFAOYSA-N
DB00234	4808	Reboxetine	CBQGYUDMJHNJBX-RTBURBONSA-N
DB00235	5225	Milrinone	PZRHRDRVRGEVNW-UHFFFAOYSA-N
DB00236	7271	Pipobroman	NJBFOOCLYDNZJN-UHFFFAOYSA-N
DB00237	7137	Butabarbital	ZRIHAIZYIMGOAB-UHFFFAOYSA-N
DB00241	7138	Butalbital	UZVHFVZFNXBMQJ-UHFFFAOYSA-N
DB00242	4799	Cladribine	PTOAARAWEBMLNO-KVQBGUIXSA-N
DB00243	7291	Ranolazine	XKLMZUWKNUAPSZ-UHFFFAOYSA-N
DB00244	2700	Mesalazine	KBOPZPXVLCULAV-UHFFFAOYSA-N
DB00244	4655	Mesalazine	KBOPZPXVLCULAV-UHFFFAOYSA-N
DB00245	7601	Benzatropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00246	59	Ziprasidone	MVWVFYHBGMAFLY-UHFFFAOYSA-N
DB00247	134	Methysergide	KPJZHOPZRAFDTN-NQUBZZJWSA-N
DB00248	37	Cabergoline	KORNTPPJEAJQIU-KJXAQDMKSA-N
DB00252	2624	Phenytoin	CXOFVDLJLONNDW-UHFFFAOYSA-N
DB00253	7086	Medrysone	GZENKSODFLBBHQ-ILSZZQPISA-N
DB00255	2801	Diethylstilbestrol	RGLYKWWBQGJZGM-ISLYRVAYSA-N
DB00257	2330	Clotrimazole	VNFPBHJOKIVQEB-UHFFFAOYSA-N
DB00258	1058	Calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00260	9488	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00260	9489	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00261	7114	Anagrelide	OTBXOEAOVRKTNQ-UHFFFAOYSA-N
DB00262	6800	Carmustine	DLGOEMSEDOSKAD-UHFFFAOYSA-N
DB00264	553	Metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00266	6808	Dicoumarol	DOBMPNYZJYQDGZ-UHFFFAOYSA-N
DB00268	7295	Ropinirole	UHSKFQJFRQCDBE-UHFFFAOYSA-N
DB00269	7146	Chlorotrianisene	BFPSDSIWYFKGBC-UHFFFAOYSA-N
DB00270	2513	Isradipine	HMJIYCCIJYRONP-UHFFFAOYSA-N
DB00270	2733	Isradipine	HMJIYCCIJYRONP-UHFFFAOYSA-N
DB00270	4488	Isradipine	HMJIYCCIJYRONP-UHFFFAOYSA-N
DB00272	7126	Betazole	JXDFEQONERDKSS-UHFFFAOYSA-N
DB00273	6849	Topiramate	KJADKKWYZYXHBB-XBWDGYHZSA-N
DB00277	413	Theophylline	ZFXYFBGIUFBOJW-UHFFFAOYSA-N
DB00278	6385	Argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N
DB00279	2634	Liothyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N
DB00280	7167	Disopyramide	UVTNFZQICZKOEM-UHFFFAOYSA-N
DB00281	2623	Lidocaine	NNJVILVZKWQKPM-UHFFFAOYSA-N
DB00282	7259	Pamidronic acid	WRUUGTRCQOWXEG-UHFFFAOYSA-N
DB00283	6063	Clemastine	YNNUSGIPVFPVBX-NHCUHLMSSA-N
DB00285	7321	Venlafaxine	PNVNVHUZROJLTJ-UHFFFAOYSA-N
DB00287	7102	Travoprost	MKPLKVHSHYCHOC-AHTXBMBWSA-N
DB00288	7060	Amcinonide	ILKJAFIWWBXGDU-MOGDOJJUSA-N
DB00289	7118	Atomoxetine	VHGCDTVCOLNTBX-QGZVFWFLSA-N
DB00291	7143	Chlorambucil	JCKYGMPEJWAADB-UHFFFAOYSA-N
DB00292	5463	Etomidate	NPUKDXXFDDZOKR-LLVKDONJSA-N
DB00293	7403	Raltitrexed	IVTVGDXNLFLDRM-HNNXBMFYSA-N
DB00294	7590	Etonogestrel	GCKFUYQCUCGESZ-BPIQYHPVSA-N
DB00295	1627	Morphine	BQJCRHHNABKAKU-KBQPJGBKSA-N
DB00296	7602	Ropivacaine	ZKMNUMMKYBVTFN-HNNXBMFYSA-N
DB00297	2397	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00297	7211	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00298	7155	Dapiprazole	RFWZESUMWJKKRN-UHFFFAOYSA-N
DB00302	6573	Tranexamic acid	GYDJEQRTZSCIOI-LJGSYFOKSA-N
DB00304	7065	Desogestrel	RPLCPCMSCLEKRS-BPIQYHPVSA-N
DB00305	7089	Mitomycin	NWIBSHFKIJFRCO-WUDYKRTCSA-N
DB00307	2807	Bexarotene	NAVMQTYZDKMPEU-UHFFFAOYSA-N
DB00308	7200	Ibutilide	ALOBUEHUHMBRLE-UHFFFAOYSA-N
DB00310	7147	Chlorthalidone	JIVPVXMEBJLZRO-UHFFFAOYSA-N
DB00311	6814	Ethoxzolamide	OUZWUKMCLIBBOG-UHFFFAOYSA-N
DB00312	5480	Pentobarbital	WEXRUCMBJFQVBZ-UHFFFAOYSA-N
DB00313	7009	Valproic acid	NIJJYAXOARWZEE-UHFFFAOYSA-N
DB00315	60	Zolmitriptan	ULSDMUVEXKOYBU-ZDUSSCGKSA-N
DB00316	5239	Acetaminophen	RZVAJINKPMORJF-UHFFFAOYSA-N
DB00317	4941	Gefitinib	XGALLCVXEZPNRQ-UHFFFAOYSA-N
DB00318	1673	Codeine	OROGSEYTTFOCAN-DNJOTXNNSA-N
DB00320	121	Dihydroergotamine	LUZRJRNZXALNLM-JGRZULCMSA-N
DB00321	200	Amitriptyline	KRMDCWKBEZIMAB-UHFFFAOYSA-N
DB00322	4801	Floxuridine	ODKNJVUHOIMIIZ-RRKCRQDMSA-N
DB00323	6646	Tolcapone	MIQPIUSUKVNLNT-UHFFFAOYSA-N
DB00324	7079	Fluorometholone	FAOZLTXFLGPHNG-KNAQIMQKSA-N
DB00327	7082	Hydromorphone	WVLOADHCBXTIJK-YNHQPCIGSA-N
DB00328	1909	Indomethacin	CGIGDMFJXJATDK-UHFFFAOYSA-N
DB00331	4503	Metformin	XZWYZXLIPXDOLR-UHFFFAOYSA-N
DB00331	4779	Metformin	XZWYZXLIPXDOLR-UHFFFAOYSA-N
DB00332	325	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00333	1605	Methadone	USSIQXCVUWKGNF-UHFFFAOYSA-N
DB00333	5458	Methadone	USSIQXCVUWKGNF-UHFFFAOYSA-N
DB00335	548	Atenolol	METKIMKYRPQLGS-UHFFFAOYSA-N
DB00337	6783	Pimecrolimus	KASDHRXLYQOAKZ-XDSKOBMDSA-N
DB00338	4279	Omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00338	5488	Omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00339	7287	Pyrazinamide	IPEHBUMCGVEMRF-UHFFFAOYSA-N
DB00340	7232	Metixene	MJFJKKXQDNNUJF-UHFFFAOYSA-N
DB00341	1214	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00341	1215	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00341	1222	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00342	2608	Terfenadine	GUGOEEXESWIERI-UHFFFAOYSA-N
DB00343	2298	Diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00343	2349	Diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00343	2512	Diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00344	7285	Protriptyline	BWPIARFWQZKAIA-UHFFFAOYSA-N
DB00345	4810	Aminohippuric acid	HSMNQINEKMPTIC-UHFFFAOYSA-N
DB00346	7109	Alfuzosin	WNMJYKCGWZFFKR-UHFFFAOYSA-N
DB00347	7316	Trimethadione	IRYJRGCIQBGHIV-UHFFFAOYSA-N
DB00348	6834	Nitisinone	OUBCNLGXQFSTLU-UHFFFAOYSA-N
DB00349	7149	Clobazam	CXOXHMZGEKVPMT-UHFFFAOYSA-N
DB00350	4254	Minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N
DB00352	6845	Tioguanine	WYWHKKSPHMUBEB-UHFFFAOYSA-N
DB00353	150	Methylergometrine	UNBRKDKAWYKMIV-QWQRMKEZSA-N
DB00354	7134	Buclizine	MOYGZHXDRJNJEP-UHFFFAOYSA-N
DB00356	2322	Chlorzoxazone	TZFWDZFKRBELIQ-UHFFFAOYSA-N
DB00357	7054	Aminoglutethimide	ROBVIMPUHSLWNV-UHFFFAOYSA-N
DB00358	4252	Mefloquine	XEEQGYMUWCZPDN-UHFFFAOYSA-N
DB00360	5276	Sapropterin	FNKQXYHWGSIFBK-RPDRRWSUSA-N
DB00361	7105	Vinorelbine	GBABOYUKABKIAF-IELIFDKJSA-N
DB00363	38	Clozapine	QZUDBNBUXVUHMW-UHFFFAOYSA-N
DB00366	7171	Doxylamine	HCFDWZZGGLSKEP-UHFFFAOYSA-N
DB00367	2881	Levonorgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N
DB00368	484	Norepinephrine	SFLSHLFXELFNJZ-QMMMGPOBSA-N
DB00368	505	Norepinephrine	SFLSHLFXELFNJZ-QMMMGPOBSA-N
DB00370	7241	Mirtazapine	RONZAEMNMFQXRA-UHFFFAOYSA-N
DB00371	7225	Meprobamate	NPPQSCRMBWNHMW-UHFFFAOYSA-N
DB00372	7306	Thiethylperazine	XCTYLCDETUVOIP-UHFFFAOYSA-N
DB00373	565	Timolol	BLJRIMJGRPQVNF-JTQLQIEISA-N
DB00374	5820	Treprostinil	PAJMKGZZBBTTOY-ZFORQUDYSA-N
DB00376	7315	Trihexyphenidyl	HWHLPVGTWGOCJO-UHFFFAOYSA-N
DB00377	7486	Palonosetron	CPZBLNMUGSZIPR-NVXWUHKLSA-N
DB00378	2878	Dydrogesterone	JGMOKGBVKVMRFX-HQZYFCCVSA-N
DB00379	2629	Mexiletine	VLPIATFUUWWMKC-UHFFFAOYSA-N
DB00380	7330	Dexrazoxane	BMKDZUISNHGIBY-ZETCQYMHSA-N
DB00381	6981	Amlodipine	HTIQEAQVCYTUBX-UHFFFAOYSA-N
DB00382	6687	Tacrine	YLJREFDVOIBQDA-UHFFFAOYSA-N
DB00383	7256	Oxyphencyclimine	DUDKAZCAISNGQN-UHFFFAOYSA-N
DB00384	4329	Triamterene	FNYLWPVRPXGIIP-UHFFFAOYSA-N
DB00387	7280	Procyclidine	WYDUSKDSKCASEF-UHFFFAOYSA-N
DB00388	485	Phenylephrine	SONNWYBIRXJNDC-VIFPVBQESA-N
DB00390	4725	Digoxin	LTMHDMANZUZIPE-PUGKRICDSA-N
DB00390	4726	Digoxin	LTMHDMANZUZIPE-PUGKRICDSA-N
DB00391	5501	Sulpiride	BGRJTUBHPOOWDU-UHFFFAOYSA-N
DB00391	958	Sulpiride	BGRJTUBHPOOWDU-UHFFFAOYSA-N
DB00391	960	Sulpiride	BGRJTUBHPOOWDU-UHFFFAOYSA-N
DB00392	7181	Profenamine	CDOZDBSBBXSXLB-UHFFFAOYSA-N
DB00393	2523	Nimodipine	UIAGMCDKSXEBJQ-UHFFFAOYSA-N
DB00394	5894	Beclomethasone dipropionate	KUVIULQEHSCUHY-XYWKZLDCSA-N
DB00395	7610	Carisoprodol	OFZCIYFFPZCNJE-UHFFFAOYSA-N
DB00396	2377	Progesterone	RJKFOVLPORLFTN-LEKSSAKUSA-N
DB00398	5711	Sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N
DB00399	3177	Zoledronic acid	XRASPMIURGNCCH-UHFFFAOYSA-N
DB00401	2524	Nisoldipine	VKQFCGNPDRICFG-UHFFFAOYSA-N
DB00402	7429	Eszopiclone	GBBSUAFBMRNDJC-INIZCTEOSA-N
DB00402	7430	Eszopiclone	GBBSUAFBMRNDJC-INIZCTEOSA-N
DB00403	7589	Ceruletide	YRALAIOMGQZKOW-HYAOXDFASA-N
DB00404	7111	Alprazolam	VREFGVBLTWBCJP-UHFFFAOYSA-N
DB00405	7133	Dexbrompheniramine	ZDIGNSYAACHWNL-HNNXBMFYSA-N
DB00405	7588	Dexbrompheniramine	ZDIGNSYAACHWNL-HNNXBMFYSA-N
DB00408	205	Loxapine	XJGVXQDUIWGIRW-UHFFFAOYSA-N
DB00411	298	Carbamoylcholine	VPJXQGSRWJZDOB-UHFFFAOYSA-O
DB00412	1056	Rosiglitazone	YASAKCUCGLMORW-UHFFFAOYSA-N
DB00413	953	Pramipexole	FASDKYOPVNHBLU-ZETCQYMHSA-N
DB00414	6793	Acetohexamide	VGZSUPCWNCWDAN-UHFFFAOYSA-N
DB00418	7615	Secobarbital	KQPKPCNLIDLUMF-UHFFFAOYSA-N
DB00419	4841	Miglustat	UQRORFVVSGFNRO-UTINFBMNSA-N
DB00420	7281	Promazine	ZGUGWUXLJSTTMA-UHFFFAOYSA-N
DB00421	2875	Spironolactone	LXMSZDCAJNLERA-ZHYRCANASA-N
DB00422	7236	Methylphenidate	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00422	7554	Methylphenidate	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00423	6829	Methocarbamol	GNXFOGHNGIVQEH-UHFFFAOYSA-N
DB00424	320	Hyoscyamine	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00425	4348	Zolpidem	ZAFYATHCZYHLPB-UHFFFAOYSA-N
DB00425	4362	Zolpidem	ZAFYATHCZYHLPB-UHFFFAOYSA-N
DB00427	1228	Triprolidine	CBEQULMOCCWAQT-WOJGMQOQSA-N
DB00429	7328	Carboprost tromethamine	UMMADZJLZAPZAW-OVXHCKHTSA-N
DB00432	8697	Trifluridine	VSQQQLOSPVPRAZ-RRKCRQDMSA-N
DB00433	7279	Prochlorperazine	WIKYUJGCLQQFNW-UHFFFAOYSA-N
DB00434	277	Cyproheptadine	JJCFRYNCJDLXIK-UHFFFAOYSA-N
DB00436	7122	Bendroflumethiazide	HDWIHXWEUNVBIY-UHFFFAOYSA-N
DB00437	6795	Allopurinol	OFCNXPDARWKPPY-UHFFFAOYSA-N
DB00439	2950	Cerivastatin	SEERZIQQUAZTOL-ANMDKAQQSA-N
DB00441	4793	Gemcitabine	SDUQYLNIPVEERB-QPPQHZFASA-N
DB00443	2768	Betamethasone	UREBDLICKHMUKA-DVTGEIKXSA-N
DB00443	3447	Betamethasone	UREBDLICKHMUKA-DVTGEIKXSA-N
DB00443	7061	Betamethasone	UREBDLICKHMUKA-DVTGEIKXSA-N
DB00444	6843	Teniposide	NRUKOCRGYNPUPR-QBPJDGROSA-N
DB00445	7069	Epirubicin	AOJJSUZBOXZQNB-VTZDEGQISA-N
DB00448	5487	Lansoprazole	MJIHNNLFOKEZEW-UHFFFAOYSA-N
DB00448	7208	Lansoprazole	MJIHNNLFOKEZEW-UHFFFAOYSA-N
DB00449	7166	Dipivefrin	OCUJLLGVOUDECM-UHFFFAOYSA-N
DB00450	7172	Droperidol	RMEDXOLNCUSCGS-UHFFFAOYSA-N
DB00451	2635	Levothyroxine	XUIIKFGFIJCVMT-LBPRGKRZSA-N
DB00451	4627	Levothyroxine	XUIIKFGFIJCVMT-LBPRGKRZSA-N
DB00451	6951	Levothyroxine	XUIIKFGFIJCVMT-LBPRGKRZSA-N
DB00452	709	Framycetin	PGBHMTALBVVCIT-VCIWKGPPSA-N
DB00454	7221	Meperidine	XADCESSVHJOZHK-UHFFFAOYSA-N
