drugbank_id	actor_id	name	inchi_key
DB00115	68-19-9	Cyanocobalamin	RMRCNWBMXRMIRW-WZHZPDAFSA-L
DB00116	29347-89-5	Tetrahydrofolic acid	MSTNYGQPCMXVAQ-KIYNQFGBSA-N
DB00117	150-35-6	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	184709-11-3	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	26062-48-6	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	7006-35-1	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	7230-69-5	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	90081-11-1	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	96185-91-0	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00118	110899-33-7	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	23095-97-8	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	24346-00-7	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	29908-03-0	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	3493-13-8	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	58994-55-1	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	86562-85-8	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00119	127-17-3	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	25713-22-8	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	57-60-3	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00120	10549-09-4	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	10549-11-8	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	150-30-1	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	30394-07-1	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	63-91-2	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	673-06-3	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00121	15720-24-8	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	56846-45-8	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	58-85-5	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00122	139741-81-4	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00122	5413-08-1	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00123	12798-06-0	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	20166-34-1	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	25104-18-1	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	26714-32-9	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	26853-89-4	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	280114-50-3	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	4252-21-5	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	56-87-1	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	70-54-2	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	923-27-3	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00125	134309-35-6	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	142-49-4	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	157-06-2	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	17806-42-7	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	25212-18-4	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	4455-52-1	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	7004-12-8	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	7200-25-1	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	74-79-3	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	90663-77-7	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00126	50-81-7	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	62624-30-0	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	89-65-6	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	89924-69-6	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00127	115-04-8	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	187224-60-8	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	187224-61-9	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	187224-63-1	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	187224-64-2	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	2779-91-1	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	29605-46-7	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	306-67-2	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	71-44-3	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00128	155436-59-2	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	1783-96-6	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	181119-33-5	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	27881-03-4	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	39162-75-9	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	56-84-8	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	617-45-8	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00129	25104-12-5	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	33960-23-5	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	348-66-3	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	410523-46-5	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	616-07-9	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	70-26-8	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00130	26700-71-0	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	32640-56-5	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	56-85-9	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	585-21-7	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	5959-95-5	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	6899-04-3	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00131	13270-66-1	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	162756-82-3	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	24937-83-5	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	29984-33-6	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	31077-38-0	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	34051-12-2	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	3768-35-2	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	55036-25-4	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	61-19-8	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00132	1955-33-5	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	21661-08-5	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	21661-09-6	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	21661-10-9	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	21661-11-0	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	21661-12-1	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	21661-13-2	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	22333-90-0	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	28290-79-1	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	38660-45-6	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	463-40-1	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	69029-30-7	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	85392-75-2	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	85938-44-9	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	94138-91-7	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	94349-25-4	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	94349-27-6	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	94386-60-4	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	95873-60-2	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00133	25821-52-7	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	302-84-1	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	312-84-5	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	56-45-1	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	62595-04-4	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	81201-84-5	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00134	24425-78-3	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	26062-47-5	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	33807-07-7	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	348-67-4	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	35436-68-1	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	3654-96-4	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	58576-49-1	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	59-51-8	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	63-68-3	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	7005-18-7	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	89807-04-5	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135	140-43-2	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	1991-85-1	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	202407-26-9	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	25619-78-7	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	556-02-5	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	556-03-6	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	60-18-4	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	62595-14-6	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	7234-03-9	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00136	125338-24-1	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	32222-06-3	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	32511-63-0	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	66772-14-3	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00137	127-40-2	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00137	38327-39-8	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00138	24645-67-8	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	349-46-2	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	56-89-3	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	923-32-0	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00139	110-15-6	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00139	56-14-4	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00140	130609-39-1	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	13123-37-0	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	35919-91-6	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	482-11-1	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	7681-29-0	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	94020-94-7	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00141	1811-31-0	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	4773-29-9	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	78393-48-3	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00142	10549-13-0	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	11070-68-1	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	19285-83-7	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	24016-48-6	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	24938-00-9	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	56-86-0	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	617-65-2	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	6893-26-1	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00143	70-18-8	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00144	51446-62-9	Phosphatidyl serine	UNJJBGNPUUVVFQ-ZJUUUORDSA-N
DB00145	18875-39-3	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	20110-59-2	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	25718-94-9	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	52955-63-2	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	56-39-3	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	56-40-6	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	7299-33-4	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00146	19356-17-3	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	36149-00-5	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	63283-36-3	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00147	65-22-5	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00147	66-72-8	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00147	76404-01-8	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00147	84206-78-0	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148	57-00-1	Creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	21675-61-6	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	22771-58-0	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	25248-98-0	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	25322-63-8	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	26011-27-8	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	328-38-1	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	328-39-2	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	36724-65-9	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	61-90-5	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	6109-63-3	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	70-45-1	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	71000-80-1	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	74292-94-7	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	81759-47-9	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	27813-82-7	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	50373-34-7	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	6912-86-3	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	7729-18-2	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	3374-22-9	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	345909-32-2	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	4371-52-2	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	52-90-4	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	62488-11-3	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	7242-49-1	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	921-01-7	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00153	115586-24-8	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	120063-23-2	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	31316-19-5	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	50-14-6	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	56391-76-5	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00154	1783-84-2	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00154	7324-41-6	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00155	13594-51-9	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	372-75-8	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	54940-97-5	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	627-77-0	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156	13095-55-1	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	144-98-9	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	24830-94-2	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	28954-12-3	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	31138-27-9	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	515-93-5	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	632-20-2	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	7013-32-3	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	72-19-5	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	80-68-2	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	85166-20-7	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00157	58-68-4	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00157	74927-11-0	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00158	32108-06-8	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	33609-88-0	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	73756-06-6	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159	10417-94-4	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00159	1553-41-9	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00159	73167-03-0	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160	102029-81-2	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	115967-49-2	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	130380-93-7	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	18875-37-1	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	25191-17-7	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	302-72-7	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	338-69-2	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	56-41-7	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	71261-64-8	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	77160-91-9	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	81558-16-9	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	16872-32-5	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	186023-77-8	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	25609-85-2	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	516-06-3	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	640-68-6	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	72-18-4	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	11103-57-4	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	13123-33-6	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	2052-63-3	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	22737-96-8	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	22737-97-9	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	65702-93-4	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	68-26-8	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	85026-82-0	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00163	10191-41-0	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	11105-14-9	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	113085-06-6	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	121854-78-2	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	1406-18-4	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
