drugbank_id	clinicaltrials_id	name	inchi_key
DB00126	ASCORBIC ACID	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	ASCORBICAP	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	E-300	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00128	ASPARTIC ACID	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	L-ASPARTIC ACID	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00129	OCR-002	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	ORNITHINE	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	ORNITHINE OXOGLURATE	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	ORNITHINE PHENYLACETATE	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00130	ENDARI	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	GLUTAMINE	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	L-GLUTAMINE	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	LEVOGLUTAMIDE	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	NUTRESTORE	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00131	5'-ADENYLIC ACID	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	A 5MP	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	A-5MP	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	ADENOSINE PHOSPHATE	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	VIDARABINE PHOSPHATE	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00132	EPANOVA	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	OMEGA-3-CARBOXYLIC ACIDS	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00133	L-SERINE	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	SERINE	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00134	DL-METHIONINE	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	L-METHIONINE	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	METHIONINE	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	RACEMETHIONINE	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135	L-TYROSINE	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	TYROSINE	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00136	CALCIJEX	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CALCITRIOL	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	RO 21-5535	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	RO-21-5535	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	ROCALTROL	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	VECTICAL	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00137	LUTEIN	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00137	XANTHOPHYLL	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00137	XANTOFYL	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00138	CYSTINE	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	L-CYSTINE	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00139	SUCCINIC ACID	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00140	RIBOFLAVIN	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00141	N-ACETYLMANNOSAMINE	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00142	GLUTAMIC ACID	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	L-GLUTAMIC ACID	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	NSC-143503	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00143	GLUTATHIONE	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00143	GLUTHAM	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00143	L-GLUTATHIONE REDUCED	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00145	GLYCINE	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00146	CALCIFEDIOL	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	CALDEROL	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	CTAP101	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	HIDROFEROL	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	RAYALDEE	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00147	PYRIDOXAL	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148	CREATINE	Creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	L-LEUCINE	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	LEUCINE	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	L-TRYPTOPHAN	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	TRYPTOPHAN	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	CYSTEINE	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	CYSTEINE HYDROCHLORIDE	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	L-CYSTEINE	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00152	ANEURINE	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00152	THIAMINE	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00152	THIAMINE HYDROCHLORIDE	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00152	THIAMINE MONONITRATE	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00152	VITAMIN B1	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00153	DELTALIN	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	DRISDOL	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	ERCALCIOL	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	ERGOCALCIFEROL	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	OSTELIN	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	VITAMIN D2	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00154	DIHOMO-GAMMA-LINOLENIC ACID	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00154	DS-107G	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00154	DS107G	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00155	CITRULLINE MALATE	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	STIMOL	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156	L-THREONINE	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	THREONINE	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00158	FOLACIN	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	FOLIC ACID	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	FOLVITE	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159	EICOSAPENTAENOIC ACID	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00159	EPANOVA	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00159	ICOSAPENT	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00159	OMEGA-3-CARBOXYLIC ACIDS	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160	ALANINE	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	L-ALANINE	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	L-VALINE	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	VALINE	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	RETINOL	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	VITAMIN A	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00165	HEXA-BETALIN	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00165	PYRIDOXINE	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00165	PYRIDOXINE HYDROCHLORIDE	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166	ALPHA LIPOIC ACID	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	THIOCACID	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	THIOCTIC ACID	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167	ISOLEUCINE	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	L-ISOLEUCINE	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00168	ASPARTAME	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00168	NUTRASWEET	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00168	SC-18862	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00169	CHOLECALCIFEROL	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	COLECALCIFEROL	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	DELSTEROL	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	VIGANTOL	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	VITAMIN D3	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00170	MENADIONE	Menadione	MJVAVZPDRWSRRC-UHFFFAOYSA-N
DB00171	ADENOSINE TRIPHOSPHATE	ATP	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00172	L-PROLINE	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	PROLINE	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	ADENINE	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	ASPARAGINE	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175	CS-514	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	PRAVACHOL	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	PRAVASTATIN	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	PRAVASTATIN SODIUM	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	SQ-31,000	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	SQ-31000	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00176	DU-23000	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	DU23000	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	FLUVOXAMINE	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	FLUVOXAMINE MALEATE	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	LUVOX	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00177	CGP 48933	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	CGP-48933	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	DIOVAN	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	PREXXARTAN	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	VALSARTAN	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00178	ALTACE	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	CARDACE	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	DELIX	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	HOE 498	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	HOE-498	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	RAMACE	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	RAMIPRIL	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	TRITACE	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	VESDIL	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00179	ACTINEX	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00179	MASOPROCOL	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00179	MESO-NDGA	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00179	NORDIHYDROGUAIARETIC ACID	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00180	AEROBID	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00180	AEROSPAN	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00180	FLUNISOLIDE	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00180	NASALIDE	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00180	NASAREL	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00180	RS-3999	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00181	ARBACLOFEN	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	BACLOFEN	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	GABLOFEN	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	KEMSTRO	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	LIORESAL	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	STX-209	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	STX209	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00182	ADZENYS ER	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	ADZENYS XR-ODT	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	AMFETAMINE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	AMFETAMINE ASPARTATE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	AMFETAMINE SULFATE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	AMPHETAMINE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	AMPHETAMINE ASPARTATE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	AMPHETAMINE SULFATE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	BENZEDRINE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	DEXAMFETAMINE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	DEXAMFETAMINE SACCHARATE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	DEXAMFETAMINE SULFATE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	DEXEDRINE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	DEXTROAMPHETAMINE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	DEXTROAMPHETAMINE SACCHARATE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	DEXTROAMPHETAMINE SULFATE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	DEXTROSTAT	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	DYANAVEL	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	FERNDEX	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
