drugbank_id	chemicalbook_id	name	inchi_key
DB00134	CB6208758	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	CB9208759	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135	CB1269334	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	CB6686592	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	CB8112714	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00136	CB0171027	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CB42543066	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	CB81872987	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00137	CB9396094	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00138	CB1219137	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	CB5242140	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	CB6394079	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00139	CB9852802	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00140	CB4383318	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00141	CB4667317	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	CB52130997	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	CB8764858	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00142	CB0391829	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	CB11178866	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	CB4355560	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	CB5116317	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	CB6195447	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00143	CB6320803	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00145	CB2881360	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	CB5336487	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	CB5347003	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	CB9476608	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00146	CB5727250	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	CB62508058	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	CB8727251	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00147	CB3271476	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148	CB3674978	Creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	CB4365169	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	CB64796923	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	CB6677228	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	CB8742186	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	CB2280905	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	CB3750054	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	CB6107772	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	CB3180857	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	CB4407452	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	CB6363851	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	CB7388480	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00153	CB3731934	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00155	CB01270978	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	CB41022210	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	CB6423883	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	CB6479183	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	CB7478532	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	CB7949429	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156	CB2702647	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	CB3489099	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	CB4255642	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	CB4475055	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	CB5702648	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	CB8119834	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	CB8691943	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00157	CB1709159	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00158	CB5100903	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00160	CB4350297	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	CB7671470	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	CB7783360	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	CB9143191	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	CB3381690	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	CB4875617	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	CB5312867	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	CB7291278	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	CB2436102	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	CB3512063	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	CB8194893	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00163	CB1275359	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	CB5275357	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	CB7132531	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00165	CB0197939	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00165	CB8197940	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166	CB2855536	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	CB3186930	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	CB4512242	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	CB5180699	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	CB7765979	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	CB7855122	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	CB82631400	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167	CB0473220	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	CB1452310	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	CB2678131	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	CB5755462	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	CB6327716	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00168	CB02446888	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00168	CB4345527	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00169	CB01235577	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	CB15477624	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	CB6104867	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	CB6889016	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00170	CB4494726	Menadione	MJVAVZPDRWSRRC-UHFFFAOYSA-N
DB00171	CB0712934	ATP	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00172	CB2754303	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	CB4149769	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	CB6118196	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	CB8500061	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	CB0406220	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00173	CB1323708	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	CB4375647	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	CB4444817	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175	CB2500847	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	CB4100481	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	CB6317122	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	CB92544321	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	CB9317123	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00176	CB2722966	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	CB8468990	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00177	CB14657818	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	CB23133442	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	CB34813436	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	CB3952405	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	CB42695938	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	CB53133443	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	CB6182539	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	CB72715242	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	CB91270294	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00178	CB0249104	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	CB52622645	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	CB72552078	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	CB92622209	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00179	CB5755745	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00180	CB4404835	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00181	CB01270231	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	CB0378534	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	CB8669450	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00183	CB4412263	Pentagastrin	NEYNJQRKHLUJRU-DZUOILHNSA-N
DB00184	CB2459639	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	CB5293753	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00185	CB1490161	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00185	CB41074688	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00185	CB72130375	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00187	CB3454934	Esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00187	CB6454935	Esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00187	CB9449837	Esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00188	CB02677165	Bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00188	CB12661930	Bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00188	CB62661607	Bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00188	CB8721789	Bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00190	CB5738078	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00190	CB7445183	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00191	CB9419722	Phentermine	DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00194	CB1225066	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	CB4697866	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	CB7304660	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00195	CB1134548	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00195	CB3153329	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00195	CB7947399	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00196	CB3740293	Fluconazole	RFHAOTPXVQNOHP-UHFFFAOYSA-N
DB00196	CB4588407	Fluconazole	RFHAOTPXVQNOHP-UHFFFAOYSA-N
DB00197	CB0486895	Troglitazone	GXPHKUHSUJUWKP-UHFFFAOYSA-N
DB00198	CB1472402	Oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00198	CB2119221	Oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00198	CB51011550	Oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00200	CB3736883	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00200	CB6133733	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00200	CB7334306	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00202	CB0330970	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00202	CB7206483	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00203	CB04796996	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00203	CB2747316	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00203	CB31033839	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00203	CB72525050	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00203	CB74796995	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00203	CB82675677	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00203	CB92538694	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00203	CB9407725	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00204	CB3381832	Dofetilide	IXTMWRCNAAVVAI-UHFFFAOYSA-N
DB00205	CB8461315	Pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
DB00206	CB4206679	Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00208	CB0674371	Ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00208	CB7674370	Ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00209	CB6481397	Trospium	OYYDSUSKLWTMMQ-JKHIJQBDSA-N
DB00210	CB6771245	Adapalene	LZCDAPDGXCYOEH-UHFFFAOYSA-N
DB00211	CB4297224	Midodrine	PTKSEFOSCHHMPD-UHFFFAOYSA-N
DB00211	CB6117144	Midodrine	PTKSEFOSCHHMPD-UHFFFAOYSA-N
DB00213	CB42604000	Pantoprazole	IQPSEEYGBUAQFF-UHFFFAOYSA-N
DB00213	CB51025809	Pantoprazole	IQPSEEYGBUAQFF-UHFFFAOYSA-N
DB00213	CB8129842	Pantoprazole	IQPSEEYGBUAQFF-UHFFFAOYSA-N
DB00214	CB1397929	Torasemide	NGBFQHCMQULJNZ-UHFFFAOYSA-N
DB00214	CB91565642	Torasemide	NGBFQHCMQULJNZ-UHFFFAOYSA-N
DB00215	CB01175378	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	CB2712918	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	CB2736240	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	CB5244937	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	CB5712919	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	CB6855226	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00216	CB12551998	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00216	CB1404591	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00216	CB3854925	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00218	CB0191432	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00218	CB3191433	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00218	CB5507362	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00218	CB62534736	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00218	CB72660708	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00218	CB81261004	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00219	CB4689706	Oxyphenonium	GFRUPHOKLBPHTQ-UHFFFAOYSA-N
DB00220	CB5213805	Nelfinavir	QAGYKUNXZHXKMR-HKWSIXNMSA-N
DB00220	CB8213806	Nelfinavir	QAGYKUNXZHXKMR-HKWSIXNMSA-N
DB00222	CB8275358	Glimepiride	WIGIZIANZCJQQY-RUCARUNLSA-N
DB00222	CB8318552	Glimepiride	WIGIZIANZCJQQY-RUCARUNLSA-N
DB00223	CB0320407	Diflorasone	WXURHACBFYSXBI-XHIJKXOTSA-N
DB00223	CB2324823	Diflorasone	WXURHACBFYSXBI-XHIJKXOTSA-N
DB00224	CB6123497	Indinavir	CBVCZFGXHXORBI-PXQQMZJSSA-N
DB00224	CB9123498	Indinavir	CBVCZFGXHXORBI-PXQQMZJSSA-N
DB00225	CB01504200	Gadodiamide	HZHFFEYYPYZMNU-UHFFFAOYSA-K
DB00225	CB1501382	Gadodiamide	HZHFFEYYPYZMNU-UHFFFAOYSA-K
DB00225	CB8547390	Gadodiamide	HZHFFEYYPYZMNU-UHFFFAOYSA-K
DB00226	CB5501416	Guanadrel	HPBNRIOWIXYZFK-UHFFFAOYSA-N
DB00227	CB22545288	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00227	CB62509121	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00228	CB1361418	Enflurane	JPGQOUSTVILISH-UHFFFAOYSA-N
DB00229	CB6386641	Cefotiam	QYQDKDWGWDOFFU-IUODEOHRSA-N
DB00229	CB7367629	Cefotiam	QYQDKDWGWDOFFU-IUODEOHRSA-N
DB00230	CB02519117	Pregabalin	AYXYPKUFHZROOJ-ZETCQYMHSA-N
DB00230	CB2251105	Pregabalin	AYXYPKUFHZROOJ-ZETCQYMHSA-N
DB00230	CB5181898	Pregabalin	AYXYPKUFHZROOJ-ZETCQYMHSA-N
DB00230	CB5500828	Pregabalin	AYXYPKUFHZROOJ-ZETCQYMHSA-N
DB00232	CB6764591	Methyclothiazide	CESYKOGBSMNBPD-UHFFFAOYSA-N
DB00233	CB9679687	Aminosalicylic acid	WUBBRNOQWQTFEX-UHFFFAOYSA-N
DB00234	CB4144618	Reboxetine	CBQGYUDMJHNJBX-RTBURBONSA-N
DB00234	CB7144619	Reboxetine	CBQGYUDMJHNJBX-RTBURBONSA-N
DB00234	CB71478618	Reboxetine	CBQGYUDMJHNJBX-RTBURBONSA-N
DB00235	CB1874730	Milrinone	PZRHRDRVRGEVNW-UHFFFAOYSA-N
DB00238	CB9743074	Nevirapine	NQDJXKOVJZTUJA-UHFFFAOYSA-N
DB00239	CB6394620	Oxiconazole	QRJJEGAJXVEBNE-HKOYGPOVSA-N
DB00242	CB4222723	Cladribine	PTOAARAWEBMLNO-KVQBGUIXSA-N
DB00243	CB21025015	Ranolazine	XKLMZUWKNUAPSZ-UHFFFAOYSA-N
DB00243	CB5195172	Ranolazine	XKLMZUWKNUAPSZ-UHFFFAOYSA-N
DB00243	CB8195173	Ranolazine	XKLMZUWKNUAPSZ-UHFFFAOYSA-N
DB00244	CB1480481	Mesalazine	KBOPZPXVLCULAV-UHFFFAOYSA-N
DB00244	CB9149562	Mesalazine	KBOPZPXVLCULAV-UHFFFAOYSA-N
DB00245	CB2742553	Benzatropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00246	CB0166832	Ziprasidone	MVWVFYHBGMAFLY-UHFFFAOYSA-N
DB00246	CB6167417	Ziprasidone	MVWVFYHBGMAFLY-UHFFFAOYSA-N
