drugbank_id	dailtmed_new_id	name	inchi_key
DB00135	TYROSINE	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00136	CALCITRIOL	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00137	LUTEIN	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00138	CYSTINE	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00139	SUCCINIC ACID	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00140	RIBOFLAVIN	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00142	GLUTAMIC ACID	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00143	GLUTATHIONE	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00145	GLYCINE	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00146	CALCIFEDIOL	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00147	PYRIDOXAL	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148	CREATINE	Creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	LEUCINE	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	TRYPTOPHAN	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	CYSTEINE	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00152	THIAMINE	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00153	ERGOCALCIFEROL	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00156	THREONINE	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00158	FOLIC ACID	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159	ICOSAPENT	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160	ALANINE	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	VALINE	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	RETINOL	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00165	PYRIDOXINE	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166	THIOCTIC ACID	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167	ISOLEUCINE	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00168	ASPARTAME	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00169	CHOLECALCIFEROL	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00170	MENADIONE	Menadione	MJVAVZPDRWSRRC-UHFFFAOYSA-N
DB00171	ADENOSINE TRIPHOSPHATE	ATP	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00172	PROLINE	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	ADENINE	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	ASPARAGINE	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175	PRAVASTATIN	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	PRAVASTATIN SODIUM	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00176	FLUVOXAMINE	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	FLUVOXAMINE MALEATE	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00177	VALSARTAN	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00178	RAMIPRIL	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00180	FLUNISOLIDE	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00181	BACLOFEN	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00182	AMPHETAMINE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	DEXTROAMPHETAMINE	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00183	PENTAGASTRIN	Pentagastrin	NEYNJQRKHLUJRU-DZUOILHNSA-N
DB00184	NICOTINE	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00185	CEVIMELINE	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00185	CEVIMELINE HYDROCHLORIDE	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00186	LORAZEPAM	Lorazepam	DIWRORZWFLOCLC-UHFFFAOYSA-N
DB00187	ESMOLOL	Esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00187	ESMOLOL HYDROCHLORIDE	Esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00188	BORTEZOMIB	Bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00190	CARBIDOPA	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00191	PHENTERMINE	Phentermine	DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00191	PHENTERMINE HYDROCHLORIDE	Phentermine	DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00193	TRAMADOL	Tramadol	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00194	ADENOSINE	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00195	BETAXOLOL	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00195	BETAXOLOL HYDROCHLORIDE	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00196	FLUCONAZOLE	Fluconazole	RFHAOTPXVQNOHP-UHFFFAOYSA-N
DB00198	OSELTAMIVIR	Oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00198	OSELTAMIVIR PHOSPHATE	Oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00199	ERYTHROMYCIN	Erythromycin	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00200	WATER	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00201	CAFFEINE	Caffeine	RYYVLZVUVIJVGH-UHFFFAOYSA-N
DB00202	SUCCINYLCHOLINE CHLORIDE	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00203	SILDENAFIL	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00203	SILDENAFIL CITRATE	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00204	DOFETILIDE	Dofetilide	IXTMWRCNAAVVAI-UHFFFAOYSA-N
DB00205	PYRIMETHAMINE	Pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
DB00206	RESERPINE	Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00207	AZITHROMYCIN	Azithromycin	MQTOSJVFKKJCRP-BICOPXKESA-N
DB00208	TICLOPIDINE	Ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00208	TICLOPIDINE HYDROCHLORIDE	Ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00209	TROSPIUM	Trospium	OYYDSUSKLWTMMQ-JKHIJQBDSA-N
DB00209	TROSPIUM CHLORIDE	Trospium	OYYDSUSKLWTMMQ-JKHIJQBDSA-N
DB00210	ADAPALENE	Adapalene	LZCDAPDGXCYOEH-UHFFFAOYSA-N
DB00211	MIDODRINE	Midodrine	PTKSEFOSCHHMPD-UHFFFAOYSA-N
DB00211	MIDODRINE HYDROCHLORIDE	Midodrine	PTKSEFOSCHHMPD-UHFFFAOYSA-N
DB00213	PANTOPRAZOLE	Pantoprazole	IQPSEEYGBUAQFF-UHFFFAOYSA-N
DB00214	TORSEMIDE	Torasemide	NGBFQHCMQULJNZ-UHFFFAOYSA-N
DB00215	CITALOPRAM	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	CITALOPRAM HYDROBROMIDE	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	ESCITALOPRAM	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	ESCITALOPRAM OXALATE	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00216	ELETRIPTAN	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00216	ELETRIPTAN HYDROBROMIDE	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00218	MOXIFLOXACIN	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00218	MOXIFLOXACIN HYDROCHLORIDE	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00220	NELFINAVIR	Nelfinavir	QAGYKUNXZHXKMR-HKWSIXNMSA-N
DB00220	NELFINAVIR MESYLATE	Nelfinavir	QAGYKUNXZHXKMR-HKWSIXNMSA-N
DB00222	GLIMEPIRIDE	Glimepiride	WIGIZIANZCJQQY-RUCARUNLSA-N
DB00224	INDINAVIR	Indinavir	CBVCZFGXHXORBI-PXQQMZJSSA-N
DB00224	INDINAVIR SULFATE	Indinavir	CBVCZFGXHXORBI-PXQQMZJSSA-N
DB00227	LOVASTATIN	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00230	PREGABALIN	Pregabalin	AYXYPKUFHZROOJ-ZETCQYMHSA-N
DB00231	TEMAZEPAM	Temazepam	SEQDDYPDSLOBDC-UHFFFAOYSA-N
DB00233	AMINOSALICYLIC ACID	Aminosalicylic acid	WUBBRNOQWQTFEX-UHFFFAOYSA-N
DB00235	MILRINONE	Milrinone	PZRHRDRVRGEVNW-UHFFFAOYSA-N
DB00235	MILRINONE LACTATE	Milrinone	PZRHRDRVRGEVNW-UHFFFAOYSA-N
DB00238	NEVIRAPINE	Nevirapine	NQDJXKOVJZTUJA-UHFFFAOYSA-N
DB00239	OXICONAZOLE	Oxiconazole	QRJJEGAJXVEBNE-HKOYGPOVSA-N
DB00239	OXICONAZOLE NITRATE	Oxiconazole	QRJJEGAJXVEBNE-HKOYGPOVSA-N
DB00241	BUTALBITAL	Butalbital	UZVHFVZFNXBMQJ-UHFFFAOYSA-N
DB00242	CLADRIBINE	Cladribine	PTOAARAWEBMLNO-KVQBGUIXSA-N
DB00243	RANOLAZINE	Ranolazine	XKLMZUWKNUAPSZ-UHFFFAOYSA-N
DB00244	MESALAMINE	Mesalazine	KBOPZPXVLCULAV-UHFFFAOYSA-N
DB00245	BENZTROPINE	Benzatropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00245	BENZTROPINE MESYLATE	Benzatropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00246	ZIPRASIDONE	Ziprasidone	MVWVFYHBGMAFLY-UHFFFAOYSA-N
DB00246	ZIPRASIDONE HYDROCHLORIDE	Ziprasidone	MVWVFYHBGMAFLY-UHFFFAOYSA-N
DB00246	ZIPRASIDONE MESYLATE	Ziprasidone	MVWVFYHBGMAFLY-UHFFFAOYSA-N
DB00248	CABERGOLINE	Cabergoline	KORNTPPJEAJQIU-KJXAQDMKSA-N
DB00250	DAPSONE	Dapsone	MQJKPEGWNLWLTK-UHFFFAOYSA-N
DB00251	TERCONAZOLE	Terconazole	BLSQLHNBWJLIBQ-OZXSUGGESA-N
DB00252	PHENYTOIN	Phenytoin	CXOFVDLJLONNDW-UHFFFAOYSA-N
DB00252	PHENYTOIN SODIUM	Phenytoin	CXOFVDLJLONNDW-UHFFFAOYSA-N
DB00253	MEDRYSONE	Medrysone	GZENKSODFLBBHQ-ILSZZQPISA-N
DB00254	DOXYCYCLINE	Doxycycline	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00254	DOXYCYCLINE CALCIUM	Doxycycline	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00254	DOXYCYCLINE HYCLATE	Doxycycline	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00255	DIETHYLSTILBESTROL	Diethylstilbestrol	RGLYKWWBQGJZGM-ISLYRVAYSA-N
DB00257	CLOTRIMAZOLE	Clotrimazole	VNFPBHJOKIVQEB-UHFFFAOYSA-N
DB00258	ACETIC ACID	Calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00258	CALCIUM ACETATE	Calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00260	CYCLOSERINE	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00261	ANAGRELIDE	Anagrelide	OTBXOEAOVRKTNQ-UHFFFAOYSA-N
DB00261	ANAGRELIDE HYDROCHLORIDE	Anagrelide	OTBXOEAOVRKTNQ-UHFFFAOYSA-N
DB00262	CARMUSTINE	Carmustine	DLGOEMSEDOSKAD-UHFFFAOYSA-N
DB00263	SULFISOXAZOLE	Sulfisoxazole	NHUHCSRWZMLRLA-UHFFFAOYSA-N
DB00264	METOPROLOL	Metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00264	METOPROLOL SUCCINATE	Metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00264	METOPROLOL TARTRATE	Metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00265	CROTAMITON	Crotamiton	DNTGGZPQPQTDQF-XBXARRHUSA-N
DB00268	ROPINIROLE	Ropinirole	UHSKFQJFRQCDBE-UHFFFAOYSA-N
DB00268	ROPINIROLE HYDROCHLORIDE	Ropinirole	UHSKFQJFRQCDBE-UHFFFAOYSA-N
DB00270	ISRADIPINE	Isradipine	HMJIYCCIJYRONP-UHFFFAOYSA-N
DB00271	DIATRIZOATE MEGLUMINE	Diatrizoate	YVPYQUNUQOZFHG-UHFFFAOYSA-N
DB00271	DIATRIZOATE SODIUM	Diatrizoate	YVPYQUNUQOZFHG-UHFFFAOYSA-N
DB00271	DIATRIZOIC ACID	Diatrizoate	YVPYQUNUQOZFHG-UHFFFAOYSA-N
DB00273	TOPIRAMATE	Topiramate	KJADKKWYZYXHBB-XBWDGYHZSA-N
DB00275	OLMESARTAN	Olmesartan	VTRAEEWXHOVJFV-UHFFFAOYSA-N
DB00277	THEOPHYLLINE	Theophylline	ZFXYFBGIUFBOJW-UHFFFAOYSA-N
DB00278	ARGATROBAN	Argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N
DB00279	LIOTHYRONINE	Liothyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N
DB00279	LIOTHYRONINE SODIUM	Liothyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N
DB00280	DISOPYRAMIDE	Disopyramide	UVTNFZQICZKOEM-UHFFFAOYSA-N
DB00280	DISOPYRAMIDE PHOSPHATE	Disopyramide	UVTNFZQICZKOEM-UHFFFAOYSA-N
DB00281	LIDOCAINE	Lidocaine	NNJVILVZKWQKPM-UHFFFAOYSA-N
DB00282	PAMIDRONATE DISODIUM	Pamidronic acid	WRUUGTRCQOWXEG-UHFFFAOYSA-N
DB00282	PAMIDRONIC ACID	Pamidronic acid	WRUUGTRCQOWXEG-UHFFFAOYSA-N
DB00283	CLEMASTINE	Clemastine	YNNUSGIPVFPVBX-NHCUHLMSSA-N
DB00283	CLEMASTINE FUMARATE	Clemastine	YNNUSGIPVFPVBX-NHCUHLMSSA-N
DB00285	VENLAFAXINE	Venlafaxine	PNVNVHUZROJLTJ-UHFFFAOYSA-N
DB00285	VENLAFAXINE HYDROCHLORIDE	Venlafaxine	PNVNVHUZROJLTJ-UHFFFAOYSA-N
DB00287	TRAVOPROST	Travoprost	MKPLKVHSHYCHOC-AHTXBMBWSA-N
DB00288	AMCINONIDE	Amcinonide	ILKJAFIWWBXGDU-MOGDOJJUSA-N
DB00289	ATOMOXETINE	Atomoxetine	VHGCDTVCOLNTBX-QGZVFWFLSA-N
DB00289	ATOMOXETINE HYDROCHLORIDE	Atomoxetine	VHGCDTVCOLNTBX-QGZVFWFLSA-N
DB00290	BLEOMYCIN	Bleomycin	OYVAGSVQBOHSSS-WXFSZRTFSA-O
DB00290	BLEOMYCIN SULFATE	Bleomycin	OYVAGSVQBOHSSS-WXFSZRTFSA-O
DB00291	CHLORAMBUCIL	Chlorambucil	JCKYGMPEJWAADB-UHFFFAOYSA-N
DB00292	ETOMIDATE	Etomidate	NPUKDXXFDDZOKR-LLVKDONJSA-N
DB00294	ETONOGESTREL	Etonogestrel	GCKFUYQCUCGESZ-BPIQYHPVSA-N
DB00295	MORPHINE	Morphine	BQJCRHHNABKAKU-KBQPJGBKSA-N
DB00296	ROPIVACAINE	Ropivacaine	ZKMNUMMKYBVTFN-HNNXBMFYSA-N
DB00296	ROPIVACAINE HYDROCHLORIDE	Ropivacaine	ZKMNUMMKYBVTFN-HNNXBMFYSA-N
DB00297	BUPIVACAINE	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00297	BUPIVACAINE HYDROCHLORIDE	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00298	DAPIPRAZOLE	Dapiprazole	RFWZESUMWJKKRN-UHFFFAOYSA-N
DB00298	DAPIPRAZOLE HYDROCHLORIDE	Dapiprazole	RFWZESUMWJKKRN-UHFFFAOYSA-N
DB00299	PENCICLOVIR	Penciclovir	JNTOCHDNEULJHD-UHFFFAOYSA-N
DB00300	TENOFOVIR DISOPROXIL	Tenofovir disoproxil	JFVZFKDSXNQEJW-CQSZACIVSA-N
DB00300	TENOFOVIR DISOPROXIL FUMARATE	Tenofovir disoproxil	JFVZFKDSXNQEJW-CQSZACIVSA-N
DB00302	TRANEXAMIC ACID	Tranexamic acid	GYDJEQRTZSCIOI-LJGSYFOKSA-N
DB00303	ERTAPENEM	Ertapenem	JUZNIMUFDBIJCM-ANEDZVCMSA-N
DB00303	ERTAPENEM SODIUM	Ertapenem	JUZNIMUFDBIJCM-ANEDZVCMSA-N
DB00304	DESOGESTREL	Desogestrel	RPLCPCMSCLEKRS-BPIQYHPVSA-N
DB00305	MITOMYCIN	Mitomycin	NWIBSHFKIJFRCO-WUDYKRTCSA-N
DB00307	BEXAROTENE	Bexarotene	NAVMQTYZDKMPEU-UHFFFAOYSA-N
DB00308	IBUTILIDE	Ibutilide	ALOBUEHUHMBRLE-UHFFFAOYSA-N
DB00308	IBUTILIDE FUMARATE	Ibutilide	ALOBUEHUHMBRLE-UHFFFAOYSA-N
DB00310	CHLORTHALIDONE	Chlorthalidone	JIVPVXMEBJLZRO-UHFFFAOYSA-N
DB00312	PENTOBARBITAL	Pentobarbital	WEXRUCMBJFQVBZ-UHFFFAOYSA-N
DB00313	VALPROIC ACID	Valproic acid	NIJJYAXOARWZEE-UHFFFAOYSA-N
DB00314	CAPREOMYCIN	Capreomycin	VCOPTHOUUNAYKQ-WBTCAYNUSA-N
DB00314	CAPREOMYCIN SULFATE	Capreomycin	VCOPTHOUUNAYKQ-WBTCAYNUSA-N
DB00315	ZOLMITRIPTAN	Zolmitriptan	ULSDMUVEXKOYBU-ZDUSSCGKSA-N
DB00316	ACETAMINOPHEN	Acetaminophen	RZVAJINKPMORJF-UHFFFAOYSA-N
DB00317	GEFITINIB	Gefitinib	XGALLCVXEZPNRQ-UHFFFAOYSA-N
DB00318	CODEINE	Codeine	OROGSEYTTFOCAN-DNJOTXNNSA-N
DB00319	PIPERACILLIN	Piperacillin	IVBHGBMCVLDMKU-GXNBUGAJSA-N
DB00319	PIPERACILLIN SODIUM	Piperacillin	IVBHGBMCVLDMKU-GXNBUGAJSA-N
DB00320	DIHYDROERGOTAMINE	Dihydroergotamine	LUZRJRNZXALNLM-JGRZULCMSA-N
DB00320	DIHYDROERGOTAMINE MESYLATE	Dihydroergotamine	LUZRJRNZXALNLM-JGRZULCMSA-N
DB00321	AMITRIPTYLINE	Amitriptyline	KRMDCWKBEZIMAB-UHFFFAOYSA-N
DB00321	AMITRIPTYLINE HYDROCHLORIDE	Amitriptyline	KRMDCWKBEZIMAB-UHFFFAOYSA-N
DB00322	FLOXURIDINE	Floxuridine	ODKNJVUHOIMIIZ-RRKCRQDMSA-N
DB00323	TOLCAPONE	Tolcapone	MIQPIUSUKVNLNT-UHFFFAOYSA-N
DB00324	FLUOROMETHOLONE	Fluorometholone	FAOZLTXFLGPHNG-KNAQIMQKSA-N
DB00326	CALCIUM GLUCEPTATE	Calcium glucoheptonate	FATUQANACHZLRT-KMRXSBRUSA-L
DB00327	HYDROMORPHONE	Hydromorphone	WVLOADHCBXTIJK-YNHQPCIGSA-N
DB00327	HYDROMORPHONE HYDROCHLORIDE	Hydromorphone	WVLOADHCBXTIJK-YNHQPCIGSA-N
DB00328	INDOMETHACIN	Indomethacin	CGIGDMFJXJATDK-UHFFFAOYSA-N
DB00330	ETHAMBUTOL	Ethambutol	AEUTYOVWOVBAKS-UWVGGRQHSA-N
DB00331	METFORMIN	Metformin	XZWYZXLIPXDOLR-UHFFFAOYSA-N
DB00332	IPRATROPIUM	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00332	IPRATROPIUM BROMIDE	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00333	METHADONE	Methadone	USSIQXCVUWKGNF-UHFFFAOYSA-N
DB00333	METHADONE HYDROCHLORIDE	Methadone	USSIQXCVUWKGNF-UHFFFAOYSA-N
DB00334	OLANZAPINE	Olanzapine	KVWDHTXUZHCGIO-UHFFFAOYSA-N
DB00334	OLANZAPINE PAMOATE	Olanzapine	KVWDHTXUZHCGIO-UHFFFAOYSA-N
DB00335	ATENOLOL	Atenolol	METKIMKYRPQLGS-UHFFFAOYSA-N
DB00337	PIMECROLIMUS	Pimecrolimus	KASDHRXLYQOAKZ-XDSKOBMDSA-N
DB00338	ESOMEPRAZOLE	Omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00338	OMEPRAZOLE	Omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00339	PYRAZINAMIDE	Pyrazinamide	IPEHBUMCGVEMRF-UHFFFAOYSA-N
DB00341	CETIRIZINE	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00341	CETIRIZINE HYDROCHLORIDE	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00341	LEVOCETIRIZINE	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00341	LEVOCETIRIZINE DIHYDROCHLORIDE	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00343	DILTIAZEM	Diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00343	DILTIAZEM HYDROCHLORIDE	Diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00344	PROTRIPTYLINE	Protriptyline	BWPIARFWQZKAIA-UHFFFAOYSA-N
DB00344	PROTRIPTYLINE HYDROCHLORIDE	Protriptyline	BWPIARFWQZKAIA-UHFFFAOYSA-N
DB00346	ALFUZOSIN	Alfuzosin	WNMJYKCGWZFFKR-UHFFFAOYSA-N
DB00346	ALFUZOSIN HYDROCHLORIDE	Alfuzosin	WNMJYKCGWZFFKR-UHFFFAOYSA-N
DB00347	TRIMETHADIONE	Trimethadione	IRYJRGCIQBGHIV-UHFFFAOYSA-N
DB00348	NITISINONE	Nitisinone	OUBCNLGXQFSTLU-UHFFFAOYSA-N
DB00349	CLOBAZAM	Clobazam	CXOXHMZGEKVPMT-UHFFFAOYSA-N
DB00350	MINOXIDIL	Minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N
DB00351	MEGESTROL ACETATE	Megestrol acetate	RQZAXGRLVPAYTJ-GQFGMJRRSA-N
DB00352	THIOGUANINE	Tioguanine	WYWHKKSPHMUBEB-UHFFFAOYSA-N
DB00353	METHYLERGONOVINE	Methylergometrine	UNBRKDKAWYKMIV-QWQRMKEZSA-N
DB00353	METHYLERGONOVINE MALEATE	Methylergometrine	UNBRKDKAWYKMIV-QWQRMKEZSA-N
DB00355	AZTREONAM	Aztreonam	WZPBZJONDBGPKJ-VEHQQRBSSA-N
DB00356	CHLORZOXAZONE	Chlorzoxazone	TZFWDZFKRBELIQ-UHFFFAOYSA-N
DB00358	MEFLOQUINE	Mefloquine	XEEQGYMUWCZPDN-UHFFFAOYSA-N
DB00358	MEFLOQUINE HYDROCHLORIDE	Mefloquine	XEEQGYMUWCZPDN-UHFFFAOYSA-N
DB00359	SULFADIAZINE	Sulfadiazine	SEEPANYCNGTZFQ-UHFFFAOYSA-N
DB00360	SAPROPTERIN	Sapropterin	FNKQXYHWGSIFBK-RPDRRWSUSA-N
DB00360	SAPROPTERIN DIHYDROCHLORIDE	Sapropterin	FNKQXYHWGSIFBK-RPDRRWSUSA-N
DB00361	VINORELBINE	Vinorelbine	GBABOYUKABKIAF-IELIFDKJSA-N
