drugbank_id	molport_id	name	inchi_key
DB00126	MolPort-001-510-438	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	MolPort-001-792-501	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	MolPort-002-507-101	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	MolPort-003-937-345	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	MolPort-044-432-328	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00127	MolPort-001-801-284	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	MolPort-003-850-274	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	MolPort-039-140-318	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00128	MolPort-001-781-456	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	MolPort-001-792-017	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	MolPort-002-499-382	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	MolPort-003-930-224	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	MolPort-047-345-807	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00129	MolPort-003-958-892	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	MolPort-005-934-107	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	MolPort-006-111-147	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00130	MolPort-000-003-912	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	MolPort-001-786-509	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	MolPort-001-794-053	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	MolPort-042-682-386	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00131	MolPort-004-946-768	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	MolPort-005-940-335	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	MolPort-006-125-990	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00132	MolPort-003-937-817	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	MolPort-044-183-556	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	MolPort-044-183-610	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	MolPort-044-727-658	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00133	MolPort-000-158-483	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	MolPort-001-573-587	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	MolPort-003-939-270	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	MolPort-006-711-445	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	MolPort-042-682-384	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00134	MolPort-000-884-406	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	MolPort-000-928-154	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	MolPort-001-792-019	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135	MolPort-001-780-010	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	MolPort-001-792-016	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	MolPort-003-939-305	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	MolPort-042-682-388	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00136	MolPort-002-045-698	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	MolPort-003-984-885	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	MolPort-006-391-921	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	MolPort-046-416-961	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	MolPort-046-417-304	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	MolPort-046-590-013	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	MolPort-046-682-808	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	MolPort-046-773-761	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00137	MolPort-023-220-417	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00138	MolPort-001-756-930	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	MolPort-001-779-797	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	MolPort-003-698-935	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	MolPort-003-929-217	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	MolPort-023-279-035	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	MolPort-023-279-253	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00139	MolPort-000-871-623	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00140	MolPort-001-785-965	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	MolPort-003-666-643	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	MolPort-003-934-329	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00141	MolPort-002-506-942	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	MolPort-003-990-372	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	MolPort-003-990-389	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	MolPort-009-019-454	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	MolPort-023-221-632	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00142	MolPort-001-770-254	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	MolPort-001-779-720	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	MolPort-002-499-418	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	MolPort-042-682-389	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00143	MolPort-000-003-913	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00143	MolPort-005-935-487	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00143	MolPort-009-019-059	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00145	MolPort-000-871-607	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	MolPort-003-930-386	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	MolPort-046-933-328	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00146	MolPort-003-927-271	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	MolPort-005-933-654	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	MolPort-006-127-345	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	MolPort-006-666-210	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	MolPort-027-835-871	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	MolPort-044-728-827	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	MolPort-046-418-096	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	MolPort-046-682-801	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	MolPort-046-702-228	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	MolPort-046-773-760	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00147	MolPort-000-735-683	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00147	MolPort-001-792-196	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00147	MolPort-002-137-858	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148	MolPort-001-785-682	Creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	MolPort-001-780-225	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MolPort-001-792-018	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MolPort-001-792-375	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MolPort-042-682-397	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	MolPort-001-018-010	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MolPort-001-766-763	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MolPort-001-794-499	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	MolPort-000-762-004	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MolPort-001-573-586	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MolPort-001-792-383	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MolPort-003-929-576	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00153	MolPort-001-740-057	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	MolPort-001-793-930	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	MolPort-002-526-645	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	MolPort-019-997-831	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	MolPort-035-758-343	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	MolPort-039-139-840	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	MolPort-039-344-014	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	MolPort-044-195-029	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	MolPort-046-702-702	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	MolPort-046-773-768	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	MolPort-046-773-769	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00154	MolPort-003-933-184	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00154	MolPort-006-148-076	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00154	MolPort-027-641-365	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00155	MolPort-001-788-348	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	MolPort-003-928-964	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	MolPort-003-928-965	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	MolPort-019-998-571	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156	MolPort-001-780-280	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MolPort-003-925-483	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MolPort-003-925-484	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MolPort-003-939-608	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MolPort-003-939-609	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00157	MolPort-009-754-908	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00157	MolPort-035-758-515	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00157	MolPort-044-183-325	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00158	MolPort-001-684-168	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	MolPort-003-665-625	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	MolPort-003-847-482	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	MolPort-004-285-551	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	MolPort-005-932-387	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	MolPort-008-266-632	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	MolPort-023-220-147	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	MolPort-044-561-726	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159	MolPort-003-933-180	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00159	MolPort-044-727-657	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160	MolPort-000-871-636	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MolPort-001-573-589	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MolPort-001-792-137	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MolPort-003-925-460	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MolPort-042-682-390	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	MolPort-000-145-908	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MolPort-001-769-343	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MolPort-003-934-843	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MolPort-039-060-192	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	MolPort-001-785-962	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	MolPort-003-850-158	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00163	MolPort-000-735-907	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	MolPort-002-507-059	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	MolPort-003-665-940	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	MolPort-044-560-353	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	MolPort-046-773-770	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	MolPort-046-773-772	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	MolPort-046-773-774	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00165	MolPort-002-319-991	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166	MolPort-002-461-878	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	MolPort-002-520-478	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	MolPort-003-848-397	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	MolPort-023-220-633	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167	MolPort-001-780-215	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	MolPort-001-792-381	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	MolPort-003-925-479	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	MolPort-003-925-480	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	MolPort-006-736-499	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00168	MolPort-000-145-909	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00168	MolPort-001-792-024	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00169	MolPort-001-740-051	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	MolPort-001-785-972	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	MolPort-004-946-964	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	MolPort-006-396-371	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	MolPort-039-139-841	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	MolPort-046-773-762	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	MolPort-046-773-763	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	MolPort-047-117-428	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00170	MolPort-001-766-699	Menadione	MJVAVZPDRWSRRC-UHFFFAOYSA-N
DB00171	MolPort-002-533-479	ATP	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00172	MolPort-000-517-627	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MolPort-001-757-108	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MolPort-001-793-119	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	MolPort-001-785-186	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00173	MolPort-001-785-762	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00173	MolPort-004-759-679	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	MolPort-000-145-990	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MolPort-001-792-385	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MolPort-003-925-924	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175	MolPort-002-885-849	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	MolPort-003-849-962	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	MolPort-006-167-482	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	MolPort-006-395-743	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00175	MolPort-020-001-442	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00176	MolPort-003-666-870	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	MolPort-005-943-374	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	MolPort-044-175-494	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	MolPort-046-682-876	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00177	MolPort-002-507-854	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	MolPort-003-666-608	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	MolPort-006-823-917	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	MolPort-009-194-217	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	MolPort-019-991-657	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
