drugbank_id	hmdb_id	name	inchi_key
DB00131	HMDB0000045	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00132	HMDB0001388	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	HMDB0030964	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00133	HMDB0000187	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	HMDB0003406	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	HMDB0062263	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00134	HMDB0000696	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	HMDB0033951	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135	HMDB0000158	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00136	HMDB0001903	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00137	HMDB0002198	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00137	HMDB0002950	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00137	HMDB0003233	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00137	HMDB0003415	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00137	HMDB0003451	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00137	HMDB0112257	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00138	HMDB0000192	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00139	HMDB0000254	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00140	HMDB0000244	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00141	HMDB0062641	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00142	HMDB0000148	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	HMDB0003339	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	HMDB0060475	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00143	HMDB0000125	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00143	HMDB0062697	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00144	HMDB0014291	Phosphatidyl serine	UNJJBGNPUUVVFQ-ZJUUUORDSA-N
DB00145	HMDB0000123	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00146	HMDB0003550	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	HMDB0006721	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00147	HMDB0001545	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148	HMDB0000064	Creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	HMDB0000687	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	HMDB0013773	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	HMDB0062203	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	HMDB0000929	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	HMDB0013609	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	HMDB0030396	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	HMDB0000574	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	HMDB0003417	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00152	HMDB0000235	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00153	HMDB0000900	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00154	HMDB0002925	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00155	HMDB0000904	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156	HMDB0000167	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	HMDB0004041	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00157	HMDB0001487	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00158	HMDB0000121	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159	HMDB0001999	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160	HMDB0000161	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	HMDB0001310	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	HMDB0062251	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	HMDB0000883	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	HMDB0000305	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	HMDB0006216	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	HMDB0006217	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	HMDB0006221	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00163	HMDB0001893	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00165	HMDB0000239	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166	HMDB0001451	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	HMDB0014312	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167	HMDB0000172	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	HMDB0000557	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	HMDB0033923	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00168	HMDB0001894	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00169	HMDB0000876	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	HMDB0006719	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00170	HMDB0001892	Menadione	MJVAVZPDRWSRRC-UHFFFAOYSA-N
DB00171	HMDB0000538	ATP	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00172	HMDB0000162	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	HMDB0003411	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	HMDB0000034	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	HMDB0000168	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	HMDB0033780	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175	HMDB0005022	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00176	HMDB0014322	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00177	HMDB0014323	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00178	HMDB0014324	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00179	HMDB0014325	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00180	HMDB0014326	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00181	HMDB0014327	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00182	HMDB0012128	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	HMDB0014328	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	HMDB0015516	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00184	HMDB0001934	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00185	HMDB0014331	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00185	HMDB0061079	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00185	HMDB0061080	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00185	HMDB0061081	Cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00186	HMDB0014332	Lorazepam	DIWRORZWFLOCLC-UHFFFAOYSA-N
DB00187	HMDB0014333	Esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00188	HMDB0014334	Bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00189	HMDB0014335	Ethchlorvynol	ZEHYJZXQEQOSON-AATRIKPKSA-N
DB00190	HMDB0014336	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00191	HMDB0014337	Phentermine	DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00192	HMDB0014338	Indecainide	UCEWGESNIULAGX-UHFFFAOYSA-N
DB00193	HMDB0014339	Tramadol	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00194	HMDB0000050	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	HMDB0014340	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00195	HMDB0014341	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00196	HMDB0014342	Fluconazole	RFHAOTPXVQNOHP-UHFFFAOYSA-N
DB00198	HMDB0014343	Oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00200	HMDB0001039	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00200	HMDB0002111	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00200	HMDB0002308	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00201	HMDB0001847	Caffeine	RYYVLZVUVIJVGH-UHFFFAOYSA-N
DB00202	HMDB0014347	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00203	HMDB0005039	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00204	HMDB0014349	Dofetilide	IXTMWRCNAAVVAI-UHFFFAOYSA-N
DB00205	HMDB0014350	Pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
DB00206	HMDB0014351	Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00207	HMDB0014352	Azithromycin	MQTOSJVFKKJCRP-BICOPXKESA-N
DB00208	HMDB0014353	Ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00209	HMDB0014354	Trospium	OYYDSUSKLWTMMQ-JKHIJQBDSA-N
DB00210	HMDB0014355	Adapalene	LZCDAPDGXCYOEH-UHFFFAOYSA-N
DB00211	HMDB0014356	Midodrine	PTKSEFOSCHHMPD-UHFFFAOYSA-N
DB00212	HMDB0014357	Remikiren	UXIGZRQVLGFTOU-VQXQMPIVSA-N
DB00213	HMDB0005017	Pantoprazole	IQPSEEYGBUAQFF-UHFFFAOYSA-N
DB00214	HMDB0014359	Torasemide	NGBFQHCMQULJNZ-UHFFFAOYSA-N
DB00215	HMDB0005028	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	HMDB0005038	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00216	HMDB0014361	Eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00217	HMDB0014362	Bethanidine	NIVZHWNOUVJHKV-UHFFFAOYSA-N
DB00218	HMDB0014363	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00219	HMDB0014364	Oxyphenonium	GFRUPHOKLBPHTQ-UHFFFAOYSA-N
DB00220	HMDB0014365	Nelfinavir	QAGYKUNXZHXKMR-HKWSIXNMSA-N
DB00221	HMDB0014366	Isoetharine	HUYWAWARQUIQLE-UHFFFAOYSA-N
DB00222	HMDB0014367	Glimepiride	WIGIZIANZCJQQY-RUCARUNLSA-N
DB00223	HMDB0014368	Diflorasone	WXURHACBFYSXBI-XHIJKXOTSA-N
DB00224	HMDB0014369	Indinavir	CBVCZFGXHXORBI-PXQQMZJSSA-N
DB00225	HMDB0014370	Gadodiamide	HZHFFEYYPYZMNU-UHFFFAOYSA-K
DB00226	HMDB0014371	Guanadrel	HPBNRIOWIXYZFK-UHFFFAOYSA-N
DB00227	HMDB0014372	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00228	HMDB0014373	Enflurane	JPGQOUSTVILISH-UHFFFAOYSA-N
DB00229	HMDB0014374	Cefotiam	QYQDKDWGWDOFFU-IUODEOHRSA-N
DB00230	HMDB0014375	Pregabalin	AYXYPKUFHZROOJ-ZETCQYMHSA-N
DB00231	HMDB0014376	Temazepam	SEQDDYPDSLOBDC-UHFFFAOYSA-N
DB00232	HMDB0014377	Methyclothiazide	CESYKOGBSMNBPD-UHFFFAOYSA-N
DB00233	HMDB0014378	Aminosalicylic acid	WUBBRNOQWQTFEX-UHFFFAOYSA-N
DB00234	HMDB0014379	Reboxetine	CBQGYUDMJHNJBX-RTBURBONSA-N
DB00235	HMDB0014380	Milrinone	PZRHRDRVRGEVNW-UHFFFAOYSA-N
DB00236	HMDB0014381	Pipobroman	NJBFOOCLYDNZJN-UHFFFAOYSA-N
DB00237	HMDB0014382	Butabarbital	ZRIHAIZYIMGOAB-UHFFFAOYSA-N
DB00238	HMDB0014383	Nevirapine	NQDJXKOVJZTUJA-UHFFFAOYSA-N
DB00239	HMDB0014384	Oxiconazole	QRJJEGAJXVEBNE-HKOYGPOVSA-N
DB00240	HMDB0014385	Alclometasone	FJXOGVLKCZQRDN-PHCHRAKRSA-N
DB00241	HMDB0014386	Butalbital	UZVHFVZFNXBMQJ-UHFFFAOYSA-N
DB00242	HMDB0014387	Cladribine	PTOAARAWEBMLNO-KVQBGUIXSA-N
DB00243	HMDB0014388	Ranolazine	XKLMZUWKNUAPSZ-UHFFFAOYSA-N
DB00244	HMDB0014389	Mesalazine	KBOPZPXVLCULAV-UHFFFAOYSA-N
DB00245	HMDB0014390	Benzatropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00246	HMDB0014391	Ziprasidone	MVWVFYHBGMAFLY-UHFFFAOYSA-N
DB00247	HMDB0014392	Methysergide	KPJZHOPZRAFDTN-NQUBZZJWSA-N
DB00248	HMDB0014393	Cabergoline	KORNTPPJEAJQIU-KJXAQDMKSA-N
DB00249	HMDB0014394	Idoxuridine	XQFRJNBWHJMXHO-RRKCRQDMSA-N
DB00250	HMDB0014395	Dapsone	MQJKPEGWNLWLTK-UHFFFAOYSA-N
DB00251	HMDB0014396	Terconazole	BLSQLHNBWJLIBQ-OZXSUGGESA-N
DB00252	HMDB0014397	Phenytoin	CXOFVDLJLONNDW-UHFFFAOYSA-N
DB00253	HMDB0014398	Medrysone	GZENKSODFLBBHQ-ILSZZQPISA-N
DB00254	HMDB0014399	Doxycycline	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00255	HMDB0014400	Diethylstilbestrol	RGLYKWWBQGJZGM-ISLYRVAYSA-N
DB00256	HMDB0014401	Lymecycline	AHEVKYYGXVEWNO-UEPZRUIBSA-N
DB00257	HMDB0001922	Clotrimazole	VNFPBHJOKIVQEB-UHFFFAOYSA-N
DB00258	HMDB0000042	Calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00258	HMDB0000464	Calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00259	HMDB0014404	Sulfanilamide	FDDDEECHVMSUSB-UHFFFAOYSA-N
DB00260	HMDB0014405	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00261	HMDB0014406	Anagrelide	OTBXOEAOVRKTNQ-UHFFFAOYSA-N
DB00262	HMDB0014407	Carmustine	DLGOEMSEDOSKAD-UHFFFAOYSA-N
DB00263	HMDB0014408	Sulfisoxazole	NHUHCSRWZMLRLA-UHFFFAOYSA-N
DB00264	HMDB0001932	Metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00265	HMDB0014410	Crotamiton	DNTGGZPQPQTDQF-XBXARRHUSA-N
DB00266	HMDB0014411	Dicoumarol	DOBMPNYZJYQDGZ-UHFFFAOYSA-N
DB00267	HMDB0014412	Cefmenoxime	HJJDBAOLQAWBMH-YCRCPZNHSA-N
DB00268	HMDB0014413	Ropinirole	UHSKFQJFRQCDBE-UHFFFAOYSA-N
DB00269	HMDB0014414	Chlorotrianisene	BFPSDSIWYFKGBC-UHFFFAOYSA-N
DB00270	HMDB0014415	Isradipine	HMJIYCCIJYRONP-UHFFFAOYSA-N
DB00271	HMDB0014416	Diatrizoate	YVPYQUNUQOZFHG-UHFFFAOYSA-N
DB00272	HMDB0014417	Betazole	JXDFEQONERDKSS-UHFFFAOYSA-N
DB00273	HMDB0005034	Topiramate	KJADKKWYZYXHBB-XBWDGYHZSA-N
DB00274	HMDB0014419	Cefmetazole	SNBUBQHDYVFSQF-HIFRSBDPSA-N
DB00275	HMDB0014420	Olmesartan	VTRAEEWXHOVJFV-UHFFFAOYSA-N
DB00276	HMDB0014421	Amsacrine	XCPGHVQEEXUHNC-UHFFFAOYSA-N
DB00277	HMDB0001889	Theophylline	ZFXYFBGIUFBOJW-UHFFFAOYSA-N
DB00278	HMDB0014423	Argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N
DB00279	HMDB0000265	Liothyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N
DB00280	HMDB0014425	Disopyramide	UVTNFZQICZKOEM-UHFFFAOYSA-N
DB00281	HMDB0014426	Lidocaine	NNJVILVZKWQKPM-UHFFFAOYSA-N
DB00282	HMDB0014427	Pamidronic acid	WRUUGTRCQOWXEG-UHFFFAOYSA-N
DB00283	HMDB0014428	Clemastine	YNNUSGIPVFPVBX-NHCUHLMSSA-N
DB00285	HMDB0005016	Venlafaxine	PNVNVHUZROJLTJ-UHFFFAOYSA-N
DB00285	HMDB0061166	Venlafaxine	PNVNVHUZROJLTJ-UHFFFAOYSA-N
DB00287	HMDB0014432	Travoprost	MKPLKVHSHYCHOC-AHTXBMBWSA-N
DB00288	HMDB0014433	Amcinonide	ILKJAFIWWBXGDU-MOGDOJJUSA-N
DB00289	HMDB0014434	Atomoxetine	VHGCDTVCOLNTBX-QGZVFWFLSA-N
DB00290	HMDB0014435	Bleomycin	OYVAGSVQBOHSSS-WXFSZRTFSA-O
DB00291	HMDB0014436	Chlorambucil	JCKYGMPEJWAADB-UHFFFAOYSA-N
DB00292	HMDB0014437	Etomidate	NPUKDXXFDDZOKR-LLVKDONJSA-N
DB00293	HMDB0014438	Raltitrexed	IVTVGDXNLFLDRM-HNNXBMFYSA-N
DB00294	HMDB0014439	Etonogestrel	GCKFUYQCUCGESZ-BPIQYHPVSA-N
DB00295	HMDB0014440	Morphine	BQJCRHHNABKAKU-KBQPJGBKSA-N
DB00295	HMDB0040987	Morphine	BQJCRHHNABKAKU-KBQPJGBKSA-N
DB00296	HMDB0014441	Ropivacaine	ZKMNUMMKYBVTFN-HNNXBMFYSA-N
DB00297	HMDB0014442	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00297	HMDB0015137	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00298	HMDB0014443	Dapiprazole	RFWZESUMWJKKRN-UHFFFAOYSA-N
DB00299	HMDB0014444	Penciclovir	JNTOCHDNEULJHD-UHFFFAOYSA-N
DB00301	HMDB0014446	Flucloxacillin	UIOFUWFRIANQPC-JKIFEVAISA-N
DB00302	HMDB0014447	Tranexamic acid	GYDJEQRTZSCIOI-LJGSYFOKSA-N
DB00303	HMDB0014448	Ertapenem	JUZNIMUFDBIJCM-ANEDZVCMSA-N
DB00304	HMDB0014449	Desogestrel	RPLCPCMSCLEKRS-BPIQYHPVSA-N
DB00305	HMDB0014450	Mitomycin	NWIBSHFKIJFRCO-WUDYKRTCSA-N
DB00307	HMDB0014452	Bexarotene	NAVMQTYZDKMPEU-UHFFFAOYSA-N
DB00308	HMDB0014453	Ibutilide	ALOBUEHUHMBRLE-UHFFFAOYSA-N
DB00309	HMDB0014454	Vindesine	HHJUWIANJFBDHT-KOTLKJBCSA-N
DB00310	HMDB0014455	Chlorthalidone	JIVPVXMEBJLZRO-UHFFFAOYSA-N
DB00311	HMDB0014456	Ethoxzolamide	OUZWUKMCLIBBOG-UHFFFAOYSA-N
DB00312	HMDB0014457	Pentobarbital	WEXRUCMBJFQVBZ-UHFFFAOYSA-N
DB00313	HMDB0001877	Valproic acid	NIJJYAXOARWZEE-UHFFFAOYSA-N
DB00315	HMDB0014460	Zolmitriptan	ULSDMUVEXKOYBU-ZDUSSCGKSA-N
DB00316	HMDB0001859	Acetaminophen	RZVAJINKPMORJF-UHFFFAOYSA-N
DB00317	HMDB0014462	Gefitinib	XGALLCVXEZPNRQ-UHFFFAOYSA-N
DB00318	HMDB0004995	Codeine	OROGSEYTTFOCAN-DNJOTXNNSA-N
DB00319	HMDB0014464	Piperacillin	IVBHGBMCVLDMKU-GXNBUGAJSA-N
DB00320	HMDB0014465	Dihydroergotamine	LUZRJRNZXALNLM-JGRZULCMSA-N
DB00321	HMDB0014466	Amitriptyline	KRMDCWKBEZIMAB-UHFFFAOYSA-N
DB00322	HMDB0014467	Floxuridine	ODKNJVUHOIMIIZ-RRKCRQDMSA-N
DB00323	HMDB0014468	Tolcapone	MIQPIUSUKVNLNT-UHFFFAOYSA-N
DB00324	HMDB0014469	Fluorometholone	FAOZLTXFLGPHNG-KNAQIMQKSA-N
DB00325	HMDB0014470	Nitroprusside	ASPOIVQEUUCDQT-UHFFFAOYSA-N
DB00326	HMDB0000464	Calcium glucoheptonate	FATUQANACHZLRT-KMRXSBRUSA-L
DB00326	HMDB0240292	Calcium glucoheptonate	FATUQANACHZLRT-KMRXSBRUSA-L
DB00327	HMDB0014472	Hydromorphone	WVLOADHCBXTIJK-YNHQPCIGSA-N
DB00328	HMDB0014473	Indomethacin	CGIGDMFJXJATDK-UHFFFAOYSA-N
DB00330	HMDB0014474	Ethambutol	AEUTYOVWOVBAKS-UWVGGRQHSA-N
DB00331	HMDB0001921	Metformin	XZWYZXLIPXDOLR-UHFFFAOYSA-N
DB00332	HMDB0014476	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00333	HMDB0014477	Methadone	USSIQXCVUWKGNF-UHFFFAOYSA-N
DB00334	HMDB0005012	Olanzapine	KVWDHTXUZHCGIO-UHFFFAOYSA-N
DB00335	HMDB0001924	Atenolol	METKIMKYRPQLGS-UHFFFAOYSA-N
DB00336	HMDB0014480	Nitrofural	IAIWVQXQOWNYOU-FPYGCLRLSA-N
DB00337	HMDB0014481	Pimecrolimus	KASDHRXLYQOAKZ-XDSKOBMDSA-N
DB00338	HMDB0001913	Omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00338	HMDB0005009	Omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00338	HMDB0014874	Omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00339	HMDB0014483	Pyrazinamide	IPEHBUMCGVEMRF-UHFFFAOYSA-N
DB00340	HMDB0014484	Metixene	MJFJKKXQDNNUJF-UHFFFAOYSA-N
DB00341	HMDB0005032	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00341	HMDB0240226	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00342	HMDB0014486	Terfenadine	GUGOEEXESWIERI-UHFFFAOYSA-N
DB00343	HMDB0014487	Diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00344	HMDB0014488	Protriptyline	BWPIARFWQZKAIA-UHFFFAOYSA-N
DB00345	HMDB0001867	Aminohippuric acid	HSMNQINEKMPTIC-UHFFFAOYSA-N
DB00346	HMDB0014490	Alfuzosin	WNMJYKCGWZFFKR-UHFFFAOYSA-N
DB00347	HMDB0014491	Trimethadione	IRYJRGCIQBGHIV-UHFFFAOYSA-N
DB00348	HMDB0014492	Nitisinone	OUBCNLGXQFSTLU-UHFFFAOYSA-N
DB00349	HMDB0014493	Clobazam	CXOXHMZGEKVPMT-UHFFFAOYSA-N
DB00350	HMDB0014494	Minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N
DB00352	HMDB0014496	Tioguanine	WYWHKKSPHMUBEB-UHFFFAOYSA-N
DB00353	HMDB0014497	Methylergometrine	UNBRKDKAWYKMIV-QWQRMKEZSA-N
DB00354	HMDB0014498	Buclizine	MOYGZHXDRJNJEP-UHFFFAOYSA-N
