drugbank_id	drugcentral_id	name	inchi_key
DB00231	2585	Temazepam	SEQDDYPDSLOBDC-UHFFFAOYSA-N
DB00232	1759	Methyclothiazide	CESYKOGBSMNBPD-UHFFFAOYSA-N
DB00233	2050	Aminosalicylic acid	WUBBRNOQWQTFEX-UHFFFAOYSA-N
DB00234	2361	Reboxetine	CBQGYUDMJHNJBX-RTBURBONSA-N
DB00235	1809	Milrinone	PZRHRDRVRGEVNW-UHFFFAOYSA-N
DB00236	2192	Pipobroman	NJBFOOCLYDNZJN-UHFFFAOYSA-N
DB00237	439	Butabarbital	ZRIHAIZYIMGOAB-UHFFFAOYSA-N
DB00238	1904	Nevirapine	NQDJXKOVJZTUJA-UHFFFAOYSA-N
DB00239	3408	Oxiconazole	QRJJEGAJXVEBNE-HKOYGPOVSA-N
DB00241	441	Butalbital	UZVHFVZFNXBMQJ-UHFFFAOYSA-N
DB00242	667	Cladribine	PTOAARAWEBMLNO-KVQBGUIXSA-N
DB00243	2359	Ranolazine	XKLMZUWKNUAPSZ-UHFFFAOYSA-N
DB00244	1710	Mesalazine	KBOPZPXVLCULAV-UHFFFAOYSA-N
DB00245	333	Benzatropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00246	2865	Ziprasidone	MVWVFYHBGMAFLY-UHFFFAOYSA-N
DB00247	1775	Methysergide	KPJZHOPZRAFDTN-NQUBZZJWSA-N
DB00248	460	Cabergoline	KORNTPPJEAJQIU-KJXAQDMKSA-N
DB00249	1417	Idoxuridine	XQFRJNBWHJMXHO-RRKCRQDMSA-N
DB00250	782	Dapsone	MQJKPEGWNLWLTK-UHFFFAOYSA-N
DB00251	2599	Terconazole	BLSQLHNBWJLIBQ-OZXSUGGESA-N
DB00252	2152	Phenytoin	CXOFVDLJLONNDW-UHFFFAOYSA-N
DB00253	1662	Medrysone	GZENKSODFLBBHQ-ILSZZQPISA-N
DB00254	961	Doxycycline	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00255	875	Diethylstilbestrol	RGLYKWWBQGJZGM-ISLYRVAYSA-N
DB00256	1619	Lymecycline	AHEVKYYGXVEWNO-UEPZRUIBSA-N
DB00257	719	Clotrimazole	VNFPBHJOKIVQEB-UHFFFAOYSA-N
DB00258	4211	Calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00259	2521	Sulfanilamide	FDDDEECHVMSUSB-UHFFFAOYSA-N
DB00260	759	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00261	209	Anagrelide	OTBXOEAOVRKTNQ-UHFFFAOYSA-N
DB00262	512	Carmustine	DLGOEMSEDOSKAD-UHFFFAOYSA-N
DB00263	2529	Sulfisoxazole	NHUHCSRWZMLRLA-UHFFFAOYSA-N
DB00264	1786	Metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00265	744	Crotamiton	DNTGGZPQPQTDQF-XBXARRHUSA-N
DB00266	867	Dicoumarol	DOBMPNYZJYQDGZ-UHFFFAOYSA-N
DB00267	538	Cefmenoxime	HJJDBAOLQAWBMH-YCRCPZNHSA-N
DB00268	2402	Ropinirole	UHSKFQJFRQCDBE-UHFFFAOYSA-N
DB00269	610	Chlorotrianisene	BFPSDSIWYFKGBC-UHFFFAOYSA-N
DB00270	1511	Isradipine	HMJIYCCIJYRONP-UHFFFAOYSA-N
DB00271	851	Diatrizoate	YVPYQUNUQOZFHG-UHFFFAOYSA-N
DB00272	357	Betazole	JXDFEQONERDKSS-UHFFFAOYSA-N
DB00273	2706	Topiramate	KJADKKWYZYXHBB-XBWDGYHZSA-N
DB00274	539	Cefmetazole	SNBUBQHDYVFSQF-HIFRSBDPSA-N
DB00276	203	Amsacrine	XCPGHVQEEXUHNC-UHFFFAOYSA-N
DB00277	2620	Theophylline	ZFXYFBGIUFBOJW-UHFFFAOYSA-N
DB00278	239	Argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N
DB00279	1585	Liothyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N
DB00280	926	Disopyramide	UVTNFZQICZKOEM-UHFFFAOYSA-N
DB00281	1579	Lidocaine	NNJVILVZKWQKPM-UHFFFAOYSA-N
DB00282	2048	Pamidronic acid	WRUUGTRCQOWXEG-UHFFFAOYSA-N
DB00283	671	Clemastine	YNNUSGIPVFPVBX-NHCUHLMSSA-N
DB00285	2813	Venlafaxine	PNVNVHUZROJLTJ-UHFFFAOYSA-N
DB00287	2716	Travoprost	MKPLKVHSHYCHOC-AHTXBMBWSA-N
DB00288	150	Amcinonide	ILKJAFIWWBXGDU-MOGDOJJUSA-N
DB00289	256	Atomoxetine	VHGCDTVCOLNTBX-QGZVFWFLSA-N
DB00291	588	Chlorambucil	JCKYGMPEJWAADB-UHFFFAOYSA-N
DB00292	1109	Etomidate	NPUKDXXFDDZOKR-LLVKDONJSA-N
DB00293	2353	Raltitrexed	IVTVGDXNLFLDRM-HNNXBMFYSA-N
DB00294	1110	Etonogestrel	GCKFUYQCUCGESZ-BPIQYHPVSA-N
DB00295	1845	Morphine	BQJCRHHNABKAKU-KBQPJGBKSA-N
DB00296	2403	Ropivacaine	ZKMNUMMKYBVTFN-HNNXBMFYSA-N
DB00297	4	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00297	432	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00298	781	Dapiprazole	RFWZESUMWJKKRN-UHFFFAOYSA-N
DB00299	2079	Penciclovir	JNTOCHDNEULJHD-UHFFFAOYSA-N
DB00300	2593	Tenofovir disoproxil	JFVZFKDSXNQEJW-CQSZACIVSA-N
DB00301	1183	Flucloxacillin	UIOFUWFRIANQPC-JKIFEVAISA-N
DB00302	2713	Tranexamic acid	GYDJEQRTZSCIOI-LJGSYFOKSA-N
DB00303	1046	Ertapenem	JUZNIMUFDBIJCM-ANEDZVCMSA-N
DB00304	818	Desogestrel	RPLCPCMSCLEKRS-BPIQYHPVSA-N
DB00305	1819	Mitomycin	NWIBSHFKIJFRCO-WUDYKRTCSA-N
DB00306	2556	Talbutal	BJVVMKUXKQHWJK-UHFFFAOYSA-N
DB00307	361	Bexarotene	NAVMQTYZDKMPEU-UHFFFAOYSA-N
DB00308	1412	Ibutilide	ALOBUEHUHMBRLE-UHFFFAOYSA-N
DB00309	2826	Vindesine	HHJUWIANJFBDHT-KOTLKJBCSA-N
DB00310	625	Chlorthalidone	JIVPVXMEBJLZRO-UHFFFAOYSA-N
DB00311	1089	Ethoxzolamide	OUZWUKMCLIBBOG-UHFFFAOYSA-N
DB00312	2095	Pentobarbital	WEXRUCMBJFQVBZ-UHFFFAOYSA-N
DB00313	2803	Valproic acid	NIJJYAXOARWZEE-UHFFFAOYSA-N
DB00315	2869	Zolmitriptan	ULSDMUVEXKOYBU-ZDUSSCGKSA-N
DB00316	52	Acetaminophen	RZVAJINKPMORJF-UHFFFAOYSA-N
DB00317	1282	Gefitinib	XGALLCVXEZPNRQ-UHFFFAOYSA-N
DB00318	725	Codeine	OROGSEYTTFOCAN-DNJOTXNNSA-N
DB00319	2187	Piperacillin	IVBHGBMCVLDMKU-GXNBUGAJSA-N
DB00320	888	Dihydroergotamine	LUZRJRNZXALNLM-JGRZULCMSA-N
DB00321	180	Amitriptyline	KRMDCWKBEZIMAB-UHFFFAOYSA-N
DB00322	1184	Floxuridine	ODKNJVUHOIMIIZ-RRKCRQDMSA-N
DB00323	2697	Tolcapone	MIQPIUSUKVNLNT-UHFFFAOYSA-N
DB00324	1208	Fluorometholone	FAOZLTXFLGPHNG-KNAQIMQKSA-N
DB00327	1393	Hydromorphone	WVLOADHCBXTIJK-YNHQPCIGSA-N
DB00328	1440	Indomethacin	CGIGDMFJXJATDK-UHFFFAOYSA-N
DB00330	1073	Ethambutol	AEUTYOVWOVBAKS-UWVGGRQHSA-N
DB00331	1725	Metformin	XZWYZXLIPXDOLR-UHFFFAOYSA-N
DB00332	1475	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00333	1728	Methadone	USSIQXCVUWKGNF-UHFFFAOYSA-N
DB00333	4586	Methadone	USSIQXCVUWKGNF-UHFFFAOYSA-N
DB00334	1982	Olanzapine	KVWDHTXUZHCGIO-UHFFFAOYSA-N
DB00335	255	Atenolol	METKIMKYRPQLGS-UHFFFAOYSA-N
DB00335	4702	Atenolol	METKIMKYRPQLGS-UHFFFAOYSA-N
DB00336	1950	Nitrofural	IAIWVQXQOWNYOU-FPYGCLRLSA-N
DB00337	2168	Pimecrolimus	KASDHRXLYQOAKZ-XDSKOBMDSA-N
DB00338	1055	Omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00338	1990	Omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00339	2328	Pyrazinamide	IPEHBUMCGVEMRF-UHFFFAOYSA-N
DB00340	1780	Metixene	MJFJKKXQDNNUJF-UHFFFAOYSA-N
DB00341	1566	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00341	581	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00342	2600	Terfenadine	GUGOEEXESWIERI-UHFFFAOYSA-N
DB00343	897	Diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00344	2320	Protriptyline	BWPIARFWQZKAIA-UHFFFAOYSA-N
DB00345	165	Aminohippuric acid	HSMNQINEKMPTIC-UHFFFAOYSA-N
DB00346	115	Alfuzosin	WNMJYKCGWZFFKR-UHFFFAOYSA-N
DB00347	2751	Trimethadione	IRYJRGCIQBGHIV-UHFFFAOYSA-N
DB00348	1944	Nitisinone	OUBCNLGXQFSTLU-UHFFFAOYSA-N
DB00349	682	Clobazam	CXOXHMZGEKVPMT-UHFFFAOYSA-N
DB00350	1814	Minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N
DB00351	1667	Megestrol acetate	RQZAXGRLVPAYTJ-GQFGMJRRSA-N
DB00352	2632	Tioguanine	WYWHKKSPHMUBEB-UHFFFAOYSA-N
DB00353	1764	Methylergometrine	UNBRKDKAWYKMIV-QWQRMKEZSA-N
DB00354	416	Buclizine	MOYGZHXDRJNJEP-UHFFFAOYSA-N
DB00355	279	Aztreonam	WZPBZJONDBGPKJ-VEHQQRBSSA-N
DB00356	626	Chlorzoxazone	TZFWDZFKRBELIQ-UHFFFAOYSA-N
DB00357	164	Aminoglutethimide	ROBVIMPUHSLWNV-UHFFFAOYSA-N
DB00358	1665	Mefloquine	XEEQGYMUWCZPDN-UHFFFAOYSA-N
DB00359	2500	Sulfadiazine	SEEPANYCNGTZFQ-UHFFFAOYSA-N
DB00360	2612	Sapropterin	FNKQXYHWGSIFBK-RPDRRWSUSA-N
DB00361	2827	Vinorelbine	GBABOYUKABKIAF-IELIFDKJSA-N
DB00362	4357	Anidulafungin	JHVAMHSQVVQIOT-MFAJLEFUSA-N
DB00363	722	Clozapine	QZUDBNBUXVUHMW-UHFFFAOYSA-N
DB00365	1330	Grepafloxacin	AIJTTZAVMXIJGM-UHFFFAOYSA-N
DB00366	962	Doxylamine	HCFDWZZGGLSKEP-UHFFFAOYSA-N
DB00367	1572	Levonorgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N
DB00368	1960	Norepinephrine	SFLSHLFXELFNJZ-QMMMGPOBSA-N
DB00369	639	Cidofovir	VWFCHDSQECPREK-LURJTMIESA-N
DB00370	1816	Mirtazapine	RONZAEMNMFQXRA-UHFFFAOYSA-N
DB00371	1704	Meprobamate	NPPQSCRMBWNHMW-UHFFFAOYSA-N
DB00372	2630	Thiethylperazine	XCTYLCDETUVOIP-UHFFFAOYSA-N
DB00373	4061	Timolol	BLJRIMJGRPQVNF-JTQLQIEISA-N
DB00374	2720	Treprostinil	PAJMKGZZBBTTOY-ZFORQUDYSA-N
DB00376	2745	Trihexyphenidyl	HWHLPVGTWGOCJO-UHFFFAOYSA-N
DB00377	2046	Palonosetron	CPZBLNMUGSZIPR-NVXWUHKLSA-N
DB00378	975	Dydrogesterone	JGMOKGBVKVMRFX-HQZYFCCVSA-N
DB00379	1794	Mexiletine	VLPIATFUUWWMKC-UHFFFAOYSA-N
DB00380	4031	Dexrazoxane	BMKDZUISNHGIBY-ZETCQYMHSA-N
DB00380	839	Dexrazoxane	BMKDZUISNHGIBY-ZETCQYMHSA-N
DB00381	183	Amlodipine	HTIQEAQVCYTUBX-UHFFFAOYSA-N
DB00381	4099	Amlodipine	HTIQEAQVCYTUBX-UHFFFAOYSA-N
DB00382	2551	Tacrine	YLJREFDVOIBQDA-UHFFFAOYSA-N
DB00383	2026	Oxyphencyclimine	DUDKAZCAISNGQN-UHFFFAOYSA-N
DB00384	2728	Triamterene	FNYLWPVRPXGIIP-UHFFFAOYSA-N
DB00385	2805	Valrubicin	ZOCKGBMQLCSHFP-KQRAQHLDSA-N
DB00387	2276	Procyclidine	WYDUSKDSKCASEF-UHFFFAOYSA-N
DB00388	2146	Phenylephrine	SONNWYBIRXJNDC-VIFPVBQESA-N
DB00389	497	Carbimazole	CFOYWRHIYXMDOT-UHFFFAOYSA-N
DB00390	882	Digoxin	LTMHDMANZUZIPE-PUGKRICDSA-N
DB00391	1577	Sulpiride	BGRJTUBHPOOWDU-UHFFFAOYSA-N
DB00391	2537	Sulpiride	BGRJTUBHPOOWDU-UHFFFAOYSA-N
DB00392	1086	Profenamine	CDOZDBSBBXSXLB-UHFFFAOYSA-N
DB00393	1937	Nimodipine	UIAGMCDKSXEBJQ-UHFFFAOYSA-N
DB00394	294	Beclomethasone dipropionate	KUVIULQEHSCUHY-XYWKZLDCSA-N
DB00395	509	Carisoprodol	OFZCIYFFPZCNJE-UHFFFAOYSA-N
DB00396	2279	Progesterone	RJKFOVLPORLFTN-LEKSSAKUSA-N
DB00397	2149	Phenylpropanolamine	DLNKOYKMWOXYQA-CBAPKCEASA-N
DB00397	3389	Phenylpropanolamine	DLNKOYKMWOXYQA-CBAPKCEASA-N
DB00398	2459	Sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N
DB00399	2868	Zoledronic acid	XRASPMIURGNCCH-UHFFFAOYSA-N
DB00400	1331	Griseofulvin	DDUHZTYCFQRHIY-RBHXEPJQSA-N
DB00401	1942	Nisoldipine	VKQFCGNPDRICFG-UHFFFAOYSA-N
DB00402	1068	Eszopiclone	GBBSUAFBMRNDJC-INIZCTEOSA-N
DB00402	2873	Eszopiclone	GBBSUAFBMRNDJC-INIZCTEOSA-N
DB00403	579	Ceruletide	YRALAIOMGQZKOW-HYAOXDFASA-N
DB00404	136	Alprazolam	VREFGVBLTWBCJP-UHFFFAOYSA-N
DB00405	408	Dexbrompheniramine	ZDIGNSYAACHWNL-HNNXBMFYSA-N
DB00405	830	Dexbrompheniramine	ZDIGNSYAACHWNL-HNNXBMFYSA-N
DB00406	4138	Gentian violet cation	LGLFFNDHMLKUMI-UHFFFAOYSA-N
DB00408	1613	Loxapine	XJGVXQDUIWGIRW-UHFFFAOYSA-N
DB00409	2365	Remoxipride	GUJRSXAPGDDABA-NSHDSACASA-N
DB00410	1857	Mupirocin	MINDHVHHQZYEEK-HBBNESRFSA-N
DB00411	488	Carbamoylcholine	VPJXQGSRWJZDOB-UHFFFAOYSA-O
DB00412	2405	Rosiglitazone	YASAKCUCGLMORW-UHFFFAOYSA-N
DB00413	2233	Pramipexole	FASDKYOPVNHBLU-ZETCQYMHSA-N
DB00414	57	Acetohexamide	VGZSUPCWNCWDAN-UHFFFAOYSA-N
DB00415	198	Ampicillin	AVKUERGKIZMTKX-NJBDSQKTSA-N
DB00416	908	Metocurine iodide	DIGFQJFCDPKEPF-OIUSMDOTSA-L
DB00417	2083	Phenoxymethylpenicillin	BPLBGHOLXOTWMN-MBNYWOFBSA-N
DB00418	2428	Secobarbital	KQPKPCNLIDLUMF-UHFFFAOYSA-N
DB00419	1807	Miglustat	UQRORFVVSGFNRO-UTINFBMNSA-N
DB00420	2284	Promazine	ZGUGWUXLJSTTMA-UHFFFAOYSA-N
DB00421	2475	Spironolactone	LXMSZDCAJNLERA-ZHYRCANASA-N
DB00422	1767	Methylphenidate	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00422	836	Methylphenidate	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00423	1747	Methocarbamol	GNXFOGHNGIVQEH-UHFFFAOYSA-N
DB00424	1402	Hyoscyamine	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00424	260	Hyoscyamine	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00425	2870	Zolpidem	ZAFYATHCZYHLPB-UHFFFAOYSA-N
DB00426	1128	Famciclovir	GGXKWVWZWMLJEH-UHFFFAOYSA-N
DB00427	2763	Triprolidine	CBEQULMOCCWAQT-WOJGMQOQSA-N
DB00428	2483	Streptozocin	ZSJLQEPLLKMAKR-GKHCUFPYSA-N
DB00429	2771	Carboprost tromethamine	UMMADZJLZAPZAW-OVXHCKHTSA-N
DB00429	502	Carboprost tromethamine	UMMADZJLZAPZAW-OVXHCKHTSA-N
DB00430	552	Cefpiramide	PWAUCHMQEXVFJR-PMAPCBKXSA-N
DB00431	1583	Lindane	JLYXXMFPNIAWKQ-GNIYUCBRSA-N
DB00432	2743	Trifluridine	VSQQQLOSPVPRAZ-RRKCRQDMSA-N
DB00433	2274	Prochlorperazine	WIKYUJGCLQQFNW-UHFFFAOYSA-N
DB00434	765	Cyproheptadine	JJCFRYNCJDLXIK-UHFFFAOYSA-N
DB00435	1948	Nitric Oxide	MWUXSHHQAYIFBG-UHFFFAOYSA-N
