drugbank_id	selleck_id	name	inchi_key
DB00273	Topiramate	Topiramate	KJADKKWYZYXHBB-XBWDGYHZSA-N
DB00278	argatroban	Argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N
DB00281	Lidocaine	Lidocaine	NNJVILVZKWQKPM-UHFFFAOYSA-N
DB00282	Pamidronate-Disodium	Pamidronic acid	WRUUGTRCQOWXEG-UHFFFAOYSA-N
DB00282	pamidronic-acid	Pamidronic acid	WRUUGTRCQOWXEG-UHFFFAOYSA-N
DB00283	Clemastine-Fumarate	Clemastine	YNNUSGIPVFPVBX-NHCUHLMSSA-N
DB00285	Venlafaxine-hydrochloride	Venlafaxine	PNVNVHUZROJLTJ-UHFFFAOYSA-N
DB00289	atomoxetine-hydrochloride	Atomoxetine	VHGCDTVCOLNTBX-QGZVFWFLSA-N
DB00290	Bleomycin-sulfate	Bleomycin	OYVAGSVQBOHSSS-WXFSZRTFSA-O
DB00292	Etomidate	Etomidate	NPUKDXXFDDZOKR-LLVKDONJSA-N
DB00293	Raltitrexed	Raltitrexed	IVTVGDXNLFLDRM-HNNXBMFYSA-N
DB00296	ropivacaine-hcl	Ropivacaine	ZKMNUMMKYBVTFN-HNNXBMFYSA-N
DB00297	Bupivacaine-hydrochloride(Marcain)	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00297	lvobupivacaine-hcl	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00299	penciclovir	Penciclovir	JNTOCHDNEULJHD-UHFFFAOYSA-N
DB00300	Tenofovir-Disoproxil-Fumarate	Tenofovir disoproxil	JFVZFKDSXNQEJW-CQSZACIVSA-N
DB00302	tranexamic-acid-transamin	Tranexamic acid	GYDJEQRTZSCIOI-LJGSYFOKSA-N
DB00307	bexarotene	Bexarotene	NAVMQTYZDKMPEU-UHFFFAOYSA-N
DB00308	ibutilide-fumarate	Ibutilide	ALOBUEHUHMBRLE-UHFFFAOYSA-N
DB00310	chlorthalidone-chlortalidone	Chlorthalidone	JIVPVXMEBJLZRO-UHFFFAOYSA-N
DB00315	Zolmitriptan(Zomig)	Zolmitriptan	ULSDMUVEXKOYBU-ZDUSSCGKSA-N
DB00317	Gefitinib	Gefitinib	XGALLCVXEZPNRQ-UHFFFAOYSA-N
DB00321	amitriptyline-hydrochloride	Amitriptyline	KRMDCWKBEZIMAB-UHFFFAOYSA-N
DB00322	Floxuridine	Floxuridine	ODKNJVUHOIMIIZ-RRKCRQDMSA-N
DB00323	tolcapone	Tolcapone	MIQPIUSUKVNLNT-UHFFFAOYSA-N
DB00328	Indomethacin(Indocid)	Indomethacin	CGIGDMFJXJATDK-UHFFFAOYSA-N
DB00332	Ipratropium-bromide	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00334	Olanzapine(Zyprexa)	Olanzapine	KVWDHTXUZHCGIO-UHFFFAOYSA-N
DB00336	Nitrofurazone(ACTIN-N)	Nitrofural	IAIWVQXQOWNYOU-FPYGCLRLSA-N
DB00337	Pimecrolimus	Pimecrolimus	KASDHRXLYQOAKZ-XDSKOBMDSA-N
DB00338	Omeprazole	Omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00339	Pyrazinamide(Pyrazinoic-acid-amide)	Pyrazinamide	IPEHBUMCGVEMRF-UHFFFAOYSA-N
DB00341	Cetirizine-di-hcl	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00343	Diltiazem-HCl(Tiazac)	Diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00345	4-aminohippuric-acid	Aminohippuric acid	HSMNQINEKMPTIC-UHFFFAOYSA-N
DB00346	Alfuzosin-hydrochloride	Alfuzosin	WNMJYKCGWZFFKR-UHFFFAOYSA-N
DB00350	Minoxidil	Minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N
DB00351	Megestrol-Acetate	Megestrol acetate	RQZAXGRLVPAYTJ-GQFGMJRRSA-N
DB00352	Thioguanine	Tioguanine	WYWHKKSPHMUBEB-UHFFFAOYSA-N
DB00354	buclizine-hcl	Buclizine	MOYGZHXDRJNJEP-UHFFFAOYSA-N
DB00355	Aztreonam(Azactam)	Aztreonam	WZPBZJONDBGPKJ-VEHQQRBSSA-N
DB00356	chlorzoxazone	Chlorzoxazone	TZFWDZFKRBELIQ-UHFFFAOYSA-N
DB00357	Aminoglutethimide(Cytadren)	Aminoglutethimide	ROBVIMPUHSLWNV-UHFFFAOYSA-N
DB00359	Sulfadiazine	Sulfadiazine	SEEPANYCNGTZFQ-UHFFFAOYSA-N
DB00361	vinorelbine-navelbine	Vinorelbine	GBABOYUKABKIAF-IELIFDKJSA-N
DB00363	Clozapine(Clozaril)	Clozapine	QZUDBNBUXVUHMW-UHFFFAOYSA-N
DB00367	Levonorgestrel(Levonelle)	Levonorgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N
DB00368	noradrenaline-bitartrate-monohydrate-levophed	Norepinephrine	SFLSHLFXELFNJZ-QMMMGPOBSA-N
DB00369	Cidofovir	Cidofovir	VWFCHDSQECPREK-LURJTMIESA-N
DB00370	mirtazapine-remeron-avanza	Mirtazapine	RONZAEMNMFQXRA-UHFFFAOYSA-N
DB00373	timolol-maleate	Timolol	BLJRIMJGRPQVNF-JTQLQIEISA-N
DB00377	palonosetron-hcl	Palonosetron	CPZBLNMUGSZIPR-NVXWUHKLSA-N
DB00380	Dexrazoxane-Hydrochloride	Dexrazoxane	BMKDZUISNHGIBY-ZETCQYMHSA-N
DB00381	Amlodipine(Norvasc)	Amlodipine	HTIQEAQVCYTUBX-UHFFFAOYSA-N
DB00384	triamterene	Triamterene	FNYLWPVRPXGIIP-UHFFFAOYSA-N
DB00388	Phenylephrine-hydrochloride	Phenylephrine	SONNWYBIRXJNDC-VIFPVBQESA-N
DB00389	carbimazole	Carbimazole	CFOYWRHIYXMDOT-UHFFFAOYSA-N
DB00391	levosulpiride-levogastrol	Sulpiride	BGRJTUBHPOOWDU-UHFFFAOYSA-N
DB00393	Nimodipine(Nimotop)	Nimodipine	UIAGMCDKSXEBJQ-UHFFFAOYSA-N
DB00394	beclomethasone-dipropionate	Beclomethasone dipropionate	KUVIULQEHSCUHY-XYWKZLDCSA-N
DB00396	Progesterone(Prometrium)	Progesterone	RJKFOVLPORLFTN-LEKSSAKUSA-N
DB00398	Sorafenib-Tosylate	Sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N
DB00399	Zoledronic-Acid	Zoledronic acid	XRASPMIURGNCCH-UHFFFAOYSA-N
DB00400	griseofulvin	Griseofulvin	DDUHZTYCFQRHIY-RBHXEPJQSA-N
DB00405	brompheniramine	Dexbrompheniramine	ZDIGNSYAACHWNL-HNNXBMFYSA-N
DB00406	Crystal-violet	Gentian violet cation	LGLFFNDHMLKUMI-UHFFFAOYSA-N
DB00412	Rosiglitazone-Avandia	Rosiglitazone	YASAKCUCGLMORW-UHFFFAOYSA-N
DB00412	Rosiglitazone-maleate	Rosiglitazone	YASAKCUCGLMORW-UHFFFAOYSA-N
DB00412	rosiglitazone-hydrochloride	Rosiglitazone	YASAKCUCGLMORW-UHFFFAOYSA-N
DB00413	Pramipexole-Mirapex	Pramipexole	FASDKYOPVNHBLU-ZETCQYMHSA-N
DB00413	Pramipexole-dihydrochloride-monohydrate	Pramipexole	FASDKYOPVNHBLU-ZETCQYMHSA-N
DB00415	ampicillin-sodium	Ampicillin	AVKUERGKIZMTKX-NJBDSQKTSA-N
DB00415	ampicillin-trihydrate	Ampicillin	AVKUERGKIZMTKX-NJBDSQKTSA-N
DB00421	spironolactone	Spironolactone	LXMSZDCAJNLERA-ZHYRCANASA-N
DB00423	Methocarbamol(Robaxin)	Methocarbamol	GNXFOGHNGIVQEH-UHFFFAOYSA-N
DB00424	Atropine-sulfate-monohydrate	Hyoscyamine	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00424	hyoscyamine-daturine	Hyoscyamine	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00426	Famciclovir(Famvir)	Famciclovir	GGXKWVWZWMLJEH-UHFFFAOYSA-N
DB00428	Streptozotocin	Streptozocin	ZSJLQEPLLKMAKR-GKHCUFPYSA-N
DB00429	trometamol	Carboprost tromethamine	UMMADZJLZAPZAW-OVXHCKHTSA-N
DB00432	Trifluridine(Viroptic)	Trifluridine	VSQQQLOSPVPRAZ-RRKCRQDMSA-N
DB00434	cyproheptadine-hydrochloride-periactin	Cyproheptadine	JJCFRYNCJDLXIK-UHFFFAOYSA-N
DB00437	Allopurinol(Zyloprim)	Allopurinol	OFCNXPDARWKPPY-UHFFFAOYSA-N
DB00437	Allopurinol-Sodium(Aloprim)	Allopurinol	OFCNXPDARWKPPY-UHFFFAOYSA-N
DB00440	trimethoprim	Trimethoprim	IEDVJHCEMCRBQM-UHFFFAOYSA-N
DB00441	Gemcitabine(Gemzar)	Gemcitabine	SDUQYLNIPVEERB-QPPQHZFASA-N
DB00442	Entecavir	Entecavir	QDGZDCVAUDNJFG-FXQIFTODSA-N
DB00443	Betamethasone-(Celestone)	Betamethasone	UREBDLICKHMUKA-DVTGEIKXSA-N
DB00443	Dexamethasone	Betamethasone	UREBDLICKHMUKA-DVTGEIKXSA-N
DB00444	Teniposide(Vumon)	Teniposide	NRUKOCRGYNPUPR-QBPJDGROSA-N
DB00446	Chloramphenicol(Chloromycetin)	Chloramphenicol	WIIZWVCIJKGZOK-RKDXNWHRSA-N
DB00448	Lansoprazole	Lansoprazole	MJIHNNLFOKEZEW-UHFFFAOYSA-N
DB00448	dexlansoprazole	Lansoprazole	MJIHNNLFOKEZEW-UHFFFAOYSA-N
DB00451	l-thyroxine	Levothyroxine	XUIIKFGFIJCVMT-LBPRGKRZSA-N
DB00452	Neomycin-sulfate	Framycetin	PGBHMTALBVVCIT-VCIWKGPPSA-N
DB00455	Loratadine	Loratadine	JCCNYMKQOSZNPW-UHFFFAOYSA-N
DB00457	Prazosin-hydrochloride	Prazosin	IENZQIKPVFGBNW-UHFFFAOYSA-N
DB00459	Acitretin	Acitretin	IHUNBGSDBOWDMA-AQFIFDHZSA-N
DB00460	Verteporfin(Visudyne)	Verteporfin	YTZALCGQUPRCGW-MXVXOLGGSA-N
DB00461	nabumetone	Nabumetone	BLXXJMDCKKHMKV-UHFFFAOYSA-N
DB00462	Methscopolamine-bromide(Pamine)	Methscopolamine bromide	CXYRUNPLKGGUJF-JIRGPDKYSA-M
DB00465	Ketorolac-Tromethamine(Toradol)	Ketorolac	OZWKMVRBQXNZKK-UHFFFAOYSA-N
DB00467	Enoxacin(Penetrex)	Enoxacin	IDYZIJYBMGIQMJ-UHFFFAOYSA-N
DB00469	Tenoxicam(Mobiflex)	Tenoxicam	LZNWYQJJBLGYLT-UHFFFAOYSA-N
DB00476	duloxetine-hcl-cymbalta	Duloxetine	ZEUITGRIYCTCEM-KRWDZBQOSA-N
DB00478	rimantadine-flumadine	Rimantadine	UBCHPRBFMUDMNC-UHFFFAOYSA-N
DB00479	amikacin-sulfate	Amikacin	LKCWBDHBTVXHDL-RMDFUYIESA-N
DB00480	Lenalidomide	Lenalidomide	GOTYRUGSSMKFNF-UHFFFAOYSA-N
DB00481	Evista	Raloxifene	GZUITABIAKMVPG-UHFFFAOYSA-N
DB00482	Celecoxib	Celecoxib	RZEKVGVHFLEQIL-UHFFFAOYSA-N
DB00483	Gallamine-triethiodide(Flaxedil)	Gallamine triethiodide	REEUVFCVXKWOFE-UHFFFAOYSA-K
DB00485	dicloxacillin-sodium	Dicloxacillin	YFAGHNZHGGCZAX-JKIFEVAISA-N
DB00487	pefloxacin-mesylate	Pefloxacin	FHFYDNQZQSQIAI-UHFFFAOYSA-N
DB00487	pefloxacin-mesylate-dihydrate	Pefloxacin	FHFYDNQZQSQIAI-UHFFFAOYSA-N
DB00488	Altretamine	Altretamine	UUVWYPNAQBNQJQ-UHFFFAOYSA-N
DB00489	Sotalol-hydrochloride(Betapace)	Sotalol	ZBMZVLHSJCTVON-UHFFFAOYSA-N
DB00491	miglitol-glyset	Miglitol	IBAQFPQHRJAVAV-ULAWRXDQSA-N
DB00492	fosinopril-sodium-monopril	Fosinopril	BIDNLKIUORFRQP-XYGFDPSESA-N
DB00494	entacapone	Entacapone	JRURYQJSLYLRLN-BJMVGYQFSA-N
DB00495	zidovudine-retrovir	Zidovudine	HBOMLICNUCNMMY-XLPZGREQSA-N
DB00496	darifenacin-hydrobromide	Darifenacin	HXGBXQDTNZMWGS-RUZDIDTESA-N
DB00498	Phenindione(Rectadione)	Phenindione	NFBAXHOPROOJAW-UHFFFAOYSA-N
DB00499	Flutamide(Eulexin)	Flutamide	MKXKFYHWDHIYRV-UHFFFAOYSA-N
DB00501	Cimetidine(Tagamet)	Cimetidine	AQIXAKUUQRKLND-UHFFFAOYSA-N
DB00502	Haloperidol(Haldol)	Haloperidol	LNEPOXFFQSENCJ-UHFFFAOYSA-N
DB00503	Ritonavir	Ritonavir	NCDNCNXCDXHOMX-XGKFQTDJSA-N
DB00507	Nitazoxanide(Alinia)	Nitazoxanide	YQNQNVDNTFHQSW-UHFFFAOYSA-N
DB00509	l-thyroxine	Dextrothyroxine	XUIIKFGFIJCVMT-GFCCVEGCSA-N
DB00512	vancomycin-hydrochloride-vancocin	Vancomycin	MYPYJXKWCTUITO-LYRMYLQWSA-N
DB00513	Aminocaproic-acid(Amicar)	Aminocaproic acid	SLXKOJJOQWFEFD-UHFFFAOYSA-N
DB00518	Albendazole(Albenza)	Albendazole	HXHWSAZORRCQMX-UHFFFAOYSA-N
DB00520	caspofungin-acetate	Caspofungin	JYIKNQVWKBUSNH-OGZDCFRISA-N
DB00523	Isotretinoin	Alitretinoin	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00523	Tretinoin(Aberela)	Alitretinoin	SHGAZHPCJJPHSC-ZVCIMWCZSA-N
DB00524	Metolazone(Zaroxolyn)	Metolazone	AQCHWTWZEMGIFD-UHFFFAOYSA-N
DB00525	tolnaftate	Tolnaftate	FUSNMLFNXJSCDI-UHFFFAOYSA-N
DB00526	Eloxatin	Oxaliplatin	ZROHGHOFXNOHSO-BNTLRKBRSA-L
DB00527	dibucaine-cinchocaine-hcl	Cinchocaine	PUFQVTATUTYEAL-UHFFFAOYSA-N
DB00530	Erlotinib-Hydrochloride	Erlotinib	AAKJLRGGTJKAMG-UHFFFAOYSA-N
DB00531	Clafen	Cyclophosphamide	CMSMOCZEIVJLDB-UHFFFAOYSA-N
DB00533	rofecoxib-vioxx	Rofecoxib	RZJQGNCSTQAWON-UHFFFAOYSA-N
DB00535	Cefdinir(Omnicef)	Cefdinir	RTXOFQZKPXMALH-GHXIOONMSA-N
DB00537	ciprofloxacin-cipro	Ciprofloxacin	MYSWGUAQZAJSOK-UHFFFAOYSA-N
DB00539	Toremifene-Citrate(Fareston)	Toremifene	XFCLJVABOIYOMF-QPLCGJKRSA-N
DB00541	Vinblastine	Vincristine	OGWKCGZFUXNPDA-CFWMRBGOSA-N
DB00541	Vincristine-Sulfate	Vincristine	OGWKCGZFUXNPDA-CFWMRBGOSA-N
DB00542	Benazepril-hydrochloride	Benazepril	XPCFTKFZXHTYIP-PMACEKPBSA-N
DB00544	Adrucil(Fluorouracil)	Fluorouracil	GHASVSINZRGABV-UHFFFAOYSA-N
DB00545	Pyridostigmine-Bromide(Mestinon)	Pyridostigmine	RVOLLAQWKVFTGE-UHFFFAOYSA-N
DB00549	Zafirlukast(Accolate)	Zafirlukast	YEEZWCHGZNKEEK-UHFFFAOYSA-N
DB00550	Propylthiouracil	Propylthiouracil	KNAHARQHSZJURB-UHFFFAOYSA-N
DB00553	Methoxsalen(Oxsoralen)	Methoxsalen	QXKHYNVANLEOEG-UHFFFAOYSA-N
DB00554	Piroxicam(Feldene)	Piroxicam	QYSPLQLAKJAUJT-UHFFFAOYSA-N
DB00555	lamotrigine	Lamotrigine	PYZRQGJRPPTADH-UHFFFAOYSA-N
DB00557	hydroxyzine-2hcl	Hydroxyzine	ZQDWXGKKHFNSQK-UHFFFAOYSA-N
DB00558	zanamivir-relenza	Zanamivir	ARAIBEBZBOPLMB-UFGQHTETSA-N
DB00559	bosentan-hydrate	Bosentan	GJPICJJJRGTNOD-UHFFFAOYSA-N
DB00560	Tigecycline	Tigecycline	FPZLLRFZJZRHSY-HJYUBDRYSA-N
DB00561	doxapram-hcl	Doxapram	XFDJYSQDBULQSI-UHFFFAOYSA-N
DB00563	Abitrexate	Methotrexate	FBOZXECLQNJBKD-ZDUSSCGKSA-N
DB00564	Carbamazepine(Carbatrol)	Carbamazepine	FFGPTBGBLSHEPO-UHFFFAOYSA-N
DB00565	atracurium-besylate	Cisatracurium	YXSLJKQTIDHPOT-LJCJQEJUSA-N
DB00565	cisatracurium-besylate-nimbex	Cisatracurium	YXSLJKQTIDHPOT-LJCJQEJUSA-N
DB00571	propranolol-hcl	Propranolol	AQHHHDLHHXJYJD-UHFFFAOYSA-N
DB00572	Atropine-sulfate-monohydrate	Atropine	RKUNBYITZUJHSG-SPUOUPEWSA-N
DB00572	hyoscyamine-daturine	Atropine	RKUNBYITZUJHSG-SPUOUPEWSA-N
DB00573	fenoprofen-calcium	Fenoprofen	RDJGLLICXDHJDY-UHFFFAOYSA-N
DB00575	Clonidine-hydrochloride(Catapres)	Clonidine	GJSURZIOUXUGAL-UHFFFAOYSA-N
DB00576	Sulfamethizole(Proklar)	Sulfamethizole	VACCAVUAMIDAGB-UHFFFAOYSA-N
DB00577	valaciclovir-hcl	Valaciclovir	HDOVUKNUBWVHOX-QMMMGPOBSA-N
DB00578	carbenicillin-disodium	Carbenicillin	FPPNZSSZRUTDAP-UWFZAAFLSA-N
DB00580	valdecoxib	Valdecoxib	LNPDTQAFDNKSHK-UHFFFAOYSA-N
DB00582	Voriconazole	Voriconazole	BCEHBSKCWLPMDN-MGPLVRAMSA-N
DB00583	L-carnitine(Levocarnitine)	Levocarnitine	PHIQHXFUZVPYII-ZCFIWIBFSA-N
DB00584	Enalapril-maleate(Vasotec)	Enalapril	GBXSMTUPTTWBMN-XIRDDKMYSA-N
DB00585	Nizatidine(Axid)	Nizatidine	SGXXNSQHWDMGGP-UHFFFAOYSA-N
DB00588	fluticasone-propionate-Flonase-Veramyst	Fluticasone propionate	WMWTYOKRWGGJOA-CENSZEJFSA-N
DB00590	Doxazosin-mesylate	Doxazosin	RUZYUOTYCVRMRZ-UHFFFAOYSA-N
DB00591	Fluocinolone-acetonide(Flucort-N)	Fluocinolone acetonide	FEBLZLNTKCEFIT-VSXGLTOVSA-N
DB00594	Amiloride-hydrochloride(Midamor)	Amiloride	XSDQTOBWRPYKKA-UHFFFAOYSA-N
DB00594	amilorida	Amiloride	XSDQTOBWRPYKKA-UHFFFAOYSA-N
DB00595	oxytetracycline-dihydrate	Oxytetracycline	IWVCMVBTMGNXQD-PXOLEDIWSA-N
DB00600	Monobenzone(Benoquin)	Monobenzone	VYQNWZOUAUKGHI-UHFFFAOYSA-N
DB00601	Linezolid(Zyvox)	Linezolid	TYZROVQLWOKYKF-ZDUSSCGKSA-N
DB00602	Ivermectin	Ivermectin	SPBDXSGPUHCETR-CVSKBELMSA-N
DB00603	Medroxyprogesterone-acetate	Medroxyprogesterone acetate	PSGAAPLEWMOORI-PEINSRQWSA-N
DB00605	Sulindac(Clinoril)	Sulindac	MLKXDPUZXIRXEP-MFOYZWKCSA-N
DB00607	nafcillin-sodium	Nafcillin	GPXLMGHLHQJAGZ-JTDSTZFVSA-N
DB00608	chloroquine-phosphate	Chloroquine	WHTVZRBIWZFKQO-UHFFFAOYSA-N
DB00609	Ethionamide	Ethionamide	AEOCXXJPGCBFJA-UHFFFAOYSA-N
DB00612	Bisoprolol-Fumarate	Bisoprolol	VHYCDWMUTMEGQY-UHFFFAOYSA-N
DB00615	Rifabutin(Mycobutin)	Rifabutin	ATEBXHFBFRCZMA-VXTBVIBXSA-N
DB00619	Imatinib(STI571)	Imatinib	KTUFNOKKBVMGRW-UHFFFAOYSA-N
DB00619	Imatinib-Mesylate	Imatinib	KTUFNOKKBVMGRW-UHFFFAOYSA-N
DB00620	Triamcinolone(Aristocort)	Triamcinolone	GFNANZIMVAIWHM-OBYCQNJPSA-N
DB00627	Niacin(Nicotinic-acid)	Niacin	PVNIIMVLHYAWGP-UHFFFAOYSA-N
DB00629	guanabenz-wy-8678-acetate	Guanabenz	WDZVGELJXXEGPV-YIXHJXPBSA-N
DB00630	Alendronate-Sodium(Fosamax)	Alendronic acid	OGSPWJRAVKPPFI-UHFFFAOYSA-N
