drugbank_id	name	inchi_key
DB00165	pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166	lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167	isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00168	aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00169	cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00170	menadione	MJVAVZPDRWSRRC-UHFFFAOYSA-N
DB00171	atp	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00172	proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175	pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00176	fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00177	valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00178	ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00179	masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00180	flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00181	baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00182	amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00183	pentagastrin	NEYNJQRKHLUJRU-DZUOILHNSA-N
DB00184	nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00185	cevimeline	WUTYZMFRCNBCHQ-LHIURRSHSA-N
DB00186	lorazepam	DIWRORZWFLOCLC-UHFFFAOYSA-N
DB00187	esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00188	bortezomib	GXJABQQUPOEUTA-RDJZCZTQSA-N
DB00189	ethchlorvynol	ZEHYJZXQEQOSON-AATRIKPKSA-N
DB00190	carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00191	phentermine	DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00192	indecainide	UCEWGESNIULAGX-UHFFFAOYSA-N
DB00193	tramadol	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00194	vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00195	betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00196	fluconazole	RFHAOTPXVQNOHP-UHFFFAOYSA-N
DB00197	troglitazone	GXPHKUHSUJUWKP-UHFFFAOYSA-N
DB00198	oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00199	erythromycin	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00200	hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00201	caffeine	RYYVLZVUVIJVGH-UHFFFAOYSA-N
DB00202	succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00203	sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00204	dofetilide	IXTMWRCNAAVVAI-UHFFFAOYSA-N
DB00205	pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
DB00206	reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00207	azithromycin	MQTOSJVFKKJCRP-BICOPXKESA-N
DB00208	ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00209	trospium	OYYDSUSKLWTMMQ-JKHIJQBDSA-N
DB00210	adapalene	LZCDAPDGXCYOEH-UHFFFAOYSA-N
DB00211	midodrine	PTKSEFOSCHHMPD-UHFFFAOYSA-N
DB00212	remikiren	UXIGZRQVLGFTOU-VQXQMPIVSA-N
DB00213	pantoprazole	IQPSEEYGBUAQFF-UHFFFAOYSA-N
DB00214	torasemide	NGBFQHCMQULJNZ-UHFFFAOYSA-N
DB00215	citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00216	eletriptan	PWVXXGRKLHYWKM-LJQANCHMSA-N
DB00217	bethanidine	NIVZHWNOUVJHKV-UHFFFAOYSA-N
DB00218	moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00219	oxyphenonium	GFRUPHOKLBPHTQ-UHFFFAOYSA-N
DB00220	nelfinavir	QAGYKUNXZHXKMR-HKWSIXNMSA-N
DB00221	isoetharine	HUYWAWARQUIQLE-UHFFFAOYSA-N
DB00222	glimepiride	WIGIZIANZCJQQY-RUCARUNLSA-N
DB00223	diflorasone	WXURHACBFYSXBI-XHIJKXOTSA-N
DB00224	indinavir	CBVCZFGXHXORBI-PXQQMZJSSA-N
DB00225	gadodiamide	HZHFFEYYPYZMNU-UHFFFAOYSA-K
DB00226	guanadrel	HPBNRIOWIXYZFK-UHFFFAOYSA-N
DB00227	lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00228	enflurane	JPGQOUSTVILISH-UHFFFAOYSA-N
DB00229	cefotiam	QYQDKDWGWDOFFU-IUODEOHRSA-N
DB00230	pregabalin	AYXYPKUFHZROOJ-ZETCQYMHSA-N
DB00231	temazepam	SEQDDYPDSLOBDC-UHFFFAOYSA-N
DB00232	methyclothiazide	CESYKOGBSMNBPD-UHFFFAOYSA-N
DB00233	aminosalicylic acid	WUBBRNOQWQTFEX-UHFFFAOYSA-N
DB00234	reboxetine	CBQGYUDMJHNJBX-RTBURBONSA-N
DB00235	milrinone	PZRHRDRVRGEVNW-UHFFFAOYSA-N
DB00236	pipobroman	NJBFOOCLYDNZJN-UHFFFAOYSA-N
DB00237	butabarbital	ZRIHAIZYIMGOAB-UHFFFAOYSA-N
DB00238	nevirapine	NQDJXKOVJZTUJA-UHFFFAOYSA-N
DB00239	oxiconazole	QRJJEGAJXVEBNE-HKOYGPOVSA-N
DB00240	alclometasone	FJXOGVLKCZQRDN-PHCHRAKRSA-N
DB00241	butalbital	UZVHFVZFNXBMQJ-UHFFFAOYSA-N
DB00242	cladribine	PTOAARAWEBMLNO-KVQBGUIXSA-N
DB00243	ranolazine	XKLMZUWKNUAPSZ-UHFFFAOYSA-N
DB00244	mesalazine	KBOPZPXVLCULAV-UHFFFAOYSA-N
DB00245	benzatropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00246	ziprasidone	MVWVFYHBGMAFLY-UHFFFAOYSA-N
DB00247	methysergide	KPJZHOPZRAFDTN-NQUBZZJWSA-N
DB00248	cabergoline	KORNTPPJEAJQIU-KJXAQDMKSA-N
DB00249	idoxuridine	XQFRJNBWHJMXHO-RRKCRQDMSA-N
DB00250	dapsone	MQJKPEGWNLWLTK-UHFFFAOYSA-N
DB00251	terconazole	BLSQLHNBWJLIBQ-OZXSUGGESA-N
DB00252	phenytoin	CXOFVDLJLONNDW-UHFFFAOYSA-N
DB00253	medrysone	GZENKSODFLBBHQ-ILSZZQPISA-N
DB00254	doxycycline	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00255	diethylstilbestrol	RGLYKWWBQGJZGM-ISLYRVAYSA-N
DB00256	lymecycline	AHEVKYYGXVEWNO-UEPZRUIBSA-N
DB00257	clotrimazole	VNFPBHJOKIVQEB-UHFFFAOYSA-N
DB00258	calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00259	sulfanilamide	FDDDEECHVMSUSB-UHFFFAOYSA-N
DB00260	cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00261	anagrelide	OTBXOEAOVRKTNQ-UHFFFAOYSA-N
DB00262	carmustine	DLGOEMSEDOSKAD-UHFFFAOYSA-N
DB00263	sulfisoxazole	NHUHCSRWZMLRLA-UHFFFAOYSA-N
DB00264	metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00265	crotamiton	DNTGGZPQPQTDQF-XBXARRHUSA-N
DB00266	dicoumarol	DOBMPNYZJYQDGZ-UHFFFAOYSA-N
DB00267	cefmenoxime	HJJDBAOLQAWBMH-YCRCPZNHSA-N
DB00268	ropinirole	UHSKFQJFRQCDBE-UHFFFAOYSA-N
DB00269	chlorotrianisene	BFPSDSIWYFKGBC-UHFFFAOYSA-N
DB00270	isradipine	HMJIYCCIJYRONP-UHFFFAOYSA-N
DB00271	diatrizoate	YVPYQUNUQOZFHG-UHFFFAOYSA-N
DB00272	betazole	JXDFEQONERDKSS-UHFFFAOYSA-N
DB00273	topiramate	KJADKKWYZYXHBB-XBWDGYHZSA-N
DB00274	cefmetazole	SNBUBQHDYVFSQF-HIFRSBDPSA-N
DB00275	olmesartan	VTRAEEWXHOVJFV-UHFFFAOYSA-N
DB00276	amsacrine	XCPGHVQEEXUHNC-UHFFFAOYSA-N
DB00277	theophylline	ZFXYFBGIUFBOJW-UHFFFAOYSA-N
DB00278	argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N
DB00279	liothyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N
DB00280	disopyramide	UVTNFZQICZKOEM-UHFFFAOYSA-N
DB00281	lidocaine	NNJVILVZKWQKPM-UHFFFAOYSA-N
DB00282	pamidronic acid	WRUUGTRCQOWXEG-UHFFFAOYSA-N
DB00283	clemastine	YNNUSGIPVFPVBX-NHCUHLMSSA-N
DB00284	acarbose	CEMXHAPUFJOOSV-XGWNLRGSSA-N
DB00285	venlafaxine	PNVNVHUZROJLTJ-UHFFFAOYSA-N
DB00287	travoprost	MKPLKVHSHYCHOC-AHTXBMBWSA-N
DB00288	amcinonide	ILKJAFIWWBXGDU-MOGDOJJUSA-N
DB00289	atomoxetine	VHGCDTVCOLNTBX-QGZVFWFLSA-N
DB00290	bleomycin	OYVAGSVQBOHSSS-WXFSZRTFSA-O
DB00291	chlorambucil	JCKYGMPEJWAADB-UHFFFAOYSA-N
DB00292	etomidate	NPUKDXXFDDZOKR-LLVKDONJSA-N
DB00293	raltitrexed	IVTVGDXNLFLDRM-HNNXBMFYSA-N
DB00294	etonogestrel	GCKFUYQCUCGESZ-BPIQYHPVSA-N
DB00295	morphine	BQJCRHHNABKAKU-KBQPJGBKSA-N
DB00296	ropivacaine	ZKMNUMMKYBVTFN-HNNXBMFYSA-N
DB00297	bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00298	dapiprazole	RFWZESUMWJKKRN-UHFFFAOYSA-N
DB00299	penciclovir	JNTOCHDNEULJHD-UHFFFAOYSA-N
DB00300	tenofovir disoproxil	JFVZFKDSXNQEJW-CQSZACIVSA-N
DB00301	flucloxacillin	UIOFUWFRIANQPC-JKIFEVAISA-N
DB00302	tranexamic acid	GYDJEQRTZSCIOI-LJGSYFOKSA-N
DB00303	ertapenem	JUZNIMUFDBIJCM-ANEDZVCMSA-N
DB00304	desogestrel	RPLCPCMSCLEKRS-BPIQYHPVSA-N
DB00305	mitomycin	NWIBSHFKIJFRCO-WUDYKRTCSA-N
DB00306	talbutal	BJVVMKUXKQHWJK-UHFFFAOYSA-N
DB00307	bexarotene	NAVMQTYZDKMPEU-UHFFFAOYSA-N
DB00308	ibutilide	ALOBUEHUHMBRLE-UHFFFAOYSA-N
DB00309	vindesine	HHJUWIANJFBDHT-KOTLKJBCSA-N
DB00310	chlorthalidone	JIVPVXMEBJLZRO-UHFFFAOYSA-N
DB00311	ethoxzolamide	OUZWUKMCLIBBOG-UHFFFAOYSA-N
DB00312	pentobarbital	WEXRUCMBJFQVBZ-UHFFFAOYSA-N
DB00313	valproic acid	NIJJYAXOARWZEE-UHFFFAOYSA-N
DB00314	capreomycin	VCOPTHOUUNAYKQ-WBTCAYNUSA-N
DB00315	zolmitriptan	ULSDMUVEXKOYBU-ZDUSSCGKSA-N
DB00316	acetaminophen	RZVAJINKPMORJF-UHFFFAOYSA-N
DB00317	gefitinib	XGALLCVXEZPNRQ-UHFFFAOYSA-N
DB00318	codeine	OROGSEYTTFOCAN-DNJOTXNNSA-N
DB00319	piperacillin	IVBHGBMCVLDMKU-GXNBUGAJSA-N
DB00320	dihydroergotamine	LUZRJRNZXALNLM-JGRZULCMSA-N
DB00321	amitriptyline	KRMDCWKBEZIMAB-UHFFFAOYSA-N
DB00322	floxuridine	ODKNJVUHOIMIIZ-RRKCRQDMSA-N
DB00323	tolcapone	MIQPIUSUKVNLNT-UHFFFAOYSA-N
DB00324	fluorometholone	FAOZLTXFLGPHNG-KNAQIMQKSA-N
DB00325	nitroprusside	ASPOIVQEUUCDQT-UHFFFAOYSA-N
DB00326	calcium glucoheptonate	FATUQANACHZLRT-KMRXSBRUSA-L
DB00327	hydromorphone	WVLOADHCBXTIJK-YNHQPCIGSA-N
DB00328	indomethacin	CGIGDMFJXJATDK-UHFFFAOYSA-N
DB00330	ethambutol	AEUTYOVWOVBAKS-UWVGGRQHSA-N
DB00331	metformin	XZWYZXLIPXDOLR-UHFFFAOYSA-N
DB00332	ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00333	methadone	USSIQXCVUWKGNF-UHFFFAOYSA-N
DB00334	olanzapine	KVWDHTXUZHCGIO-UHFFFAOYSA-N
DB00335	atenolol	METKIMKYRPQLGS-UHFFFAOYSA-N
DB00336	nitrofural	IAIWVQXQOWNYOU-FPYGCLRLSA-N
DB00337	pimecrolimus	KASDHRXLYQOAKZ-XDSKOBMDSA-N
DB00338	omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00339	pyrazinamide	IPEHBUMCGVEMRF-UHFFFAOYSA-N
DB00340	metixene	MJFJKKXQDNNUJF-UHFFFAOYSA-N
DB00341	cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00342	terfenadine	GUGOEEXESWIERI-UHFFFAOYSA-N
DB00343	diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00344	protriptyline	BWPIARFWQZKAIA-UHFFFAOYSA-N
DB00345	aminohippuric acid	HSMNQINEKMPTIC-UHFFFAOYSA-N
DB00346	alfuzosin	WNMJYKCGWZFFKR-UHFFFAOYSA-N
DB00347	trimethadione	IRYJRGCIQBGHIV-UHFFFAOYSA-N
DB00348	nitisinone	OUBCNLGXQFSTLU-UHFFFAOYSA-N
DB00349	clobazam	CXOXHMZGEKVPMT-UHFFFAOYSA-N
DB00350	minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N
DB00351	megestrol acetate	RQZAXGRLVPAYTJ-GQFGMJRRSA-N
DB00352	tioguanine	WYWHKKSPHMUBEB-UHFFFAOYSA-N
DB00353	methylergometrine	UNBRKDKAWYKMIV-QWQRMKEZSA-N
DB00354	buclizine	MOYGZHXDRJNJEP-UHFFFAOYSA-N
DB00355	aztreonam	WZPBZJONDBGPKJ-VEHQQRBSSA-N
DB00356	chlorzoxazone	TZFWDZFKRBELIQ-UHFFFAOYSA-N
DB00357	aminoglutethimide	ROBVIMPUHSLWNV-UHFFFAOYSA-N
DB00358	mefloquine	XEEQGYMUWCZPDN-UHFFFAOYSA-N
DB00359	sulfadiazine	SEEPANYCNGTZFQ-UHFFFAOYSA-N
DB00360	sapropterin	FNKQXYHWGSIFBK-RPDRRWSUSA-N
DB00361	vinorelbine	GBABOYUKABKIAF-IELIFDKJSA-N
DB00362	anidulafungin	JHVAMHSQVVQIOT-MFAJLEFUSA-N
DB00363	clozapine	QZUDBNBUXVUHMW-UHFFFAOYSA-N
DB00364	sucralfate	IPLJAZDIICJQEL-JTJNLBSYSA-A
DB00365	grepafloxacin	AIJTTZAVMXIJGM-UHFFFAOYSA-N
DB00366	doxylamine	HCFDWZZGGLSKEP-UHFFFAOYSA-N
DB00367	levonorgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N
DB00368	norepinephrine	SFLSHLFXELFNJZ-QMMMGPOBSA-N
DB00369	cidofovir	VWFCHDSQECPREK-LURJTMIESA-N
DB00370	mirtazapine	RONZAEMNMFQXRA-UHFFFAOYSA-N
DB00371	meprobamate	NPPQSCRMBWNHMW-UHFFFAOYSA-N
DB00372	thiethylperazine	XCTYLCDETUVOIP-UHFFFAOYSA-N
DB00373	timolol	BLJRIMJGRPQVNF-JTQLQIEISA-N
DB00374	treprostinil	PAJMKGZZBBTTOY-ZFORQUDYSA-N
DB00376	trihexyphenidyl	HWHLPVGTWGOCJO-UHFFFAOYSA-N
DB00377	palonosetron	CPZBLNMUGSZIPR-NVXWUHKLSA-N
DB00378	dydrogesterone	JGMOKGBVKVMRFX-HQZYFCCVSA-N
DB00379	mexiletine	VLPIATFUUWWMKC-UHFFFAOYSA-N
DB00380	dexrazoxane	BMKDZUISNHGIBY-ZETCQYMHSA-N
DB00381	amlodipine	HTIQEAQVCYTUBX-UHFFFAOYSA-N
DB00382	tacrine	YLJREFDVOIBQDA-UHFFFAOYSA-N
DB00383	oxyphencyclimine	DUDKAZCAISNGQN-UHFFFAOYSA-N
DB00384	triamterene	FNYLWPVRPXGIIP-UHFFFAOYSA-N
DB00385	valrubicin	ZOCKGBMQLCSHFP-KQRAQHLDSA-N
DB00387	procyclidine	WYDUSKDSKCASEF-UHFFFAOYSA-N
DB00388	phenylephrine	SONNWYBIRXJNDC-VIFPVBQESA-N
DB00389	carbimazole	CFOYWRHIYXMDOT-UHFFFAOYSA-N
DB00390	digoxin	LTMHDMANZUZIPE-PUGKRICDSA-N
DB00391	sulpiride	BGRJTUBHPOOWDU-UHFFFAOYSA-N
DB00392	profenamine	CDOZDBSBBXSXLB-UHFFFAOYSA-N
DB00393	nimodipine	UIAGMCDKSXEBJQ-UHFFFAOYSA-N
DB00394	beclomethasone dipropionate	KUVIULQEHSCUHY-XYWKZLDCSA-N
DB00395	carisoprodol	OFZCIYFFPZCNJE-UHFFFAOYSA-N
DB00396	progesterone	RJKFOVLPORLFTN-LEKSSAKUSA-N
DB00397	phenylpropanolamine	DLNKOYKMWOXYQA-CBAPKCEASA-N
DB00398	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N
DB00399	zoledronic acid	XRASPMIURGNCCH-UHFFFAOYSA-N
DB00400	griseofulvin	DDUHZTYCFQRHIY-RBHXEPJQSA-N
DB00401	nisoldipine	VKQFCGNPDRICFG-UHFFFAOYSA-N
DB00402	eszopiclone	GBBSUAFBMRNDJC-INIZCTEOSA-N
DB00403	ceruletide	YRALAIOMGQZKOW-HYAOXDFASA-N
DB00404	alprazolam	VREFGVBLTWBCJP-UHFFFAOYSA-N
DB00405	dexbrompheniramine	ZDIGNSYAACHWNL-HNNXBMFYSA-N
DB00406	gentian violet cation	LGLFFNDHMLKUMI-UHFFFAOYSA-N
DB00408	loxapine	XJGVXQDUIWGIRW-UHFFFAOYSA-N
DB00409	remoxipride	GUJRSXAPGDDABA-NSHDSACASA-N
DB00410	mupirocin	MINDHVHHQZYEEK-HBBNESRFSA-N
DB00411	carbamoylcholine	VPJXQGSRWJZDOB-UHFFFAOYSA-O
DB00412	rosiglitazone	YASAKCUCGLMORW-UHFFFAOYSA-N
DB00413	pramipexole	FASDKYOPVNHBLU-ZETCQYMHSA-N
DB00414	acetohexamide	VGZSUPCWNCWDAN-UHFFFAOYSA-N
DB00415	ampicillin	AVKUERGKIZMTKX-NJBDSQKTSA-N
DB00416	metocurine iodide	DIGFQJFCDPKEPF-OIUSMDOTSA-L
DB00417	phenoxymethylpenicillin	BPLBGHOLXOTWMN-MBNYWOFBSA-N
DB00418	secobarbital	KQPKPCNLIDLUMF-UHFFFAOYSA-N
DB00419	miglustat	UQRORFVVSGFNRO-UTINFBMNSA-N
DB00420	promazine	ZGUGWUXLJSTTMA-UHFFFAOYSA-N
DB00421	spironolactone	LXMSZDCAJNLERA-ZHYRCANASA-N
DB00422	methylphenidate	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00423	methocarbamol	GNXFOGHNGIVQEH-UHFFFAOYSA-N
DB00424	hyoscyamine	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00425	zolpidem	ZAFYATHCZYHLPB-UHFFFAOYSA-N
DB00426	famciclovir	GGXKWVWZWMLJEH-UHFFFAOYSA-N
DB00427	triprolidine	CBEQULMOCCWAQT-WOJGMQOQSA-N
DB00428	streptozocin	ZSJLQEPLLKMAKR-GKHCUFPYSA-N
DB00429	carboprost tromethamine	UMMADZJLZAPZAW-OVXHCKHTSA-N
DB00430	cefpiramide	PWAUCHMQEXVFJR-PMAPCBKXSA-N
DB00431	lindane	JLYXXMFPNIAWKQ-GNIYUCBRSA-N
DB00432	trifluridine	VSQQQLOSPVPRAZ-RRKCRQDMSA-N
DB00433	prochlorperazine	WIKYUJGCLQQFNW-UHFFFAOYSA-N
DB00434	cyproheptadine	JJCFRYNCJDLXIK-UHFFFAOYSA-N
DB00435	nitric oxide	MWUXSHHQAYIFBG-UHFFFAOYSA-N
DB00436	bendroflumethiazide	HDWIHXWEUNVBIY-UHFFFAOYSA-N
DB00437	allopurinol	OFCNXPDARWKPPY-UHFFFAOYSA-N
DB00438	ceftazidime	ORFOPKXBNMVMKC-DWVKKRMSSA-N
DB00439	cerivastatin	SEERZIQQUAZTOL-ANMDKAQQSA-N
DB00440	trimethoprim	IEDVJHCEMCRBQM-UHFFFAOYSA-N
DB00441	gemcitabine	SDUQYLNIPVEERB-QPPQHZFASA-N
DB00442	entecavir	QDGZDCVAUDNJFG-FXQIFTODSA-N
DB00443	betamethasone	UREBDLICKHMUKA-DVTGEIKXSA-N
DB00444	teniposide	NRUKOCRGYNPUPR-QBPJDGROSA-N
DB00445	epirubicin	AOJJSUZBOXZQNB-VTZDEGQISA-N
DB00446	chloramphenicol	WIIZWVCIJKGZOK-RKDXNWHRSA-N
DB00447	loracarbef	JAPHQRWPEGVNBT-UTUOFQBUSA-N
DB00448	lansoprazole	MJIHNNLFOKEZEW-UHFFFAOYSA-N
DB00449	dipivefrin	OCUJLLGVOUDECM-UHFFFAOYSA-N
DB00450	droperidol	RMEDXOLNCUSCGS-UHFFFAOYSA-N
DB00451	levothyroxine	XUIIKFGFIJCVMT-LBPRGKRZSA-N
DB00452	framycetin	PGBHMTALBVVCIT-VCIWKGPPSA-N
DB00453	clomocycline	GJGDLRSSCNAKGL-KMVLDZISSA-N
DB00454	meperidine	XADCESSVHJOZHK-UHFFFAOYSA-N
DB00455	loratadine	JCCNYMKQOSZNPW-UHFFFAOYSA-N
DB00456	cefalotin	XIURVHNZVLADCM-IUODEOHRSA-N
DB00457	prazosin	IENZQIKPVFGBNW-UHFFFAOYSA-N
DB00458	imipramine	BCGWQEUPMDMJNV-UHFFFAOYSA-N
DB00459	acitretin	IHUNBGSDBOWDMA-AQFIFDHZSA-N
DB00460	verteporfin	YTZALCGQUPRCGW-MXVXOLGGSA-N
DB00461	nabumetone	BLXXJMDCKKHMKV-UHFFFAOYSA-N
DB00462	methscopolamine bromide	CXYRUNPLKGGUJF-JIRGPDKYSA-M
DB00463	metharbital	FWJKNZONDWOGMI-UHFFFAOYSA-N
DB00464	sodium tetradecyl sulfate	FVEFRICMTUKAML-UHFFFAOYSA-M
DB00465	ketorolac	OZWKMVRBQXNZKK-UHFFFAOYSA-N
DB00466	picrotoxin	VJKUPQSHOVKBCO-ZTYBEOBUSA-N
DB00467	enoxacin	IDYZIJYBMGIQMJ-UHFFFAOYSA-N
