drugbank_id	kegg_ligand_id	name	inchi_key
DB00143	C02471	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00145	C00037	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00146	C01561	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00147	C00250	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148	C00300	Creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	C00123	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	C01570	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	C16439	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	C00078	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	C00525	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	C00806	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	C00097	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	C00736	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	C00793	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00152	C00378	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00153	C05441	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00154	C03242	Dihomo-gamma-linolenic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N
DB00155	C00327	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156	C00188	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	C00820	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	C05519	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	C12317	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00157	C00004	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00158	C00504	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159	C06428	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160	C00041	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	C00133	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	C01401	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	C00183	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	C06417	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	C16436	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	C00473	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	C00899	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	C16682	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	C17276	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00163	C02477	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00165	C00314	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166	C00725	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	C16241	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167	C00407	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	C06418	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	C16434	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00168	C11045	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00169	C05443	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00170	C05377	Menadione	MJVAVZPDRWSRRC-UHFFFAOYSA-N
DB00171	C00002	ATP	ZKHQWZAMYRWXGA-KQYNXXCUSA-N
DB00172	C00148	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	C00763	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	C16435	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	C00147	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	C00152	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	C01905	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	C16438	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00175	C01844	Pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
DB00176	C07571	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00179	C10719	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00180	C07005	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00182	C07514	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00182	C07884	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00184	C00745	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	C16150	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	C16386	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00187	C06980	Esmolol	AQNDDEOPVVGCPG-UHFFFAOYSA-N
DB00189	C07833	Ethchlorvynol	ZEHYJZXQEQOSON-AATRIKPKSA-N
DB00190	C06870	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00191	C07438	Phentermine	DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00193	C07153	Tramadol	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00194	C00212	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00195	C06849	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00198	C08092	Oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00198	C08093	Oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00199	C01912	Erythromycin	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00200	C00001	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00200	C01328	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00201	C07481	Caffeine	RYYVLZVUVIJVGH-UHFFFAOYSA-N
DB00202	C07546	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00203	C07259	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00204	C07751	Dofetilide	IXTMWRCNAAVVAI-UHFFFAOYSA-N
DB00205	C07391	Pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
DB00206	C06539	Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00207	C06838	Azithromycin	MQTOSJVFKKJCRP-BICOPXKESA-N
DB00208	C07140	Ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00211	C07890	Midodrine	PTKSEFOSCHHMPD-UHFFFAOYSA-N
DB00212	C07465	Remikiren	UXIGZRQVLGFTOU-VQXQMPIVSA-N
DB00213	C11806	Pantoprazole	IQPSEEYGBUAQFF-UHFFFAOYSA-N
DB00215	C07572	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00218	C07663	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00218	C08054	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00220	C07257	Nelfinavir	QAGYKUNXZHXKMR-HKWSIXNMSA-N
DB00220	C08091	Nelfinavir	QAGYKUNXZHXKMR-HKWSIXNMSA-N
DB00221	C07053	Isoetharine	HUYWAWARQUIQLE-UHFFFAOYSA-N
DB00222	C07669	Glimepiride	WIGIZIANZCJQQY-RUCARUNLSA-N
DB00223	C14479	Diflorasone	WXURHACBFYSXBI-XHIJKXOTSA-N
DB00224	C07051	Indinavir	CBVCZFGXHXORBI-PXQQMZJSSA-N
DB00224	C08089	Indinavir	CBVCZFGXHXORBI-PXQQMZJSSA-N
DB00225	C13106	Gadodiamide	HZHFFEYYPYZMNU-UHFFFAOYSA-K
DB00226	C07035	Guanadrel	HPBNRIOWIXYZFK-UHFFFAOYSA-N
DB00227	C07074	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00228	C07516	Enflurane	JPGQOUSTVILISH-UHFFFAOYSA-N
DB00231	C07125	Temazepam	SEQDDYPDSLOBDC-UHFFFAOYSA-N
DB00232	C07765	Methyclothiazide	CESYKOGBSMNBPD-UHFFFAOYSA-N
DB00233	C02518	Aminosalicylic acid	WUBBRNOQWQTFEX-UHFFFAOYSA-N
DB00235	C07224	Milrinone	PZRHRDRVRGEVNW-UHFFFAOYSA-N
DB00235	C13595	Milrinone	PZRHRDRVRGEVNW-UHFFFAOYSA-N
DB00236	C07362	Pipobroman	NJBFOOCLYDNZJN-UHFFFAOYSA-N
DB00237	C07827	Butabarbital	ZRIHAIZYIMGOAB-UHFFFAOYSA-N
DB00238	C07263	Nevirapine	NQDJXKOVJZTUJA-UHFFFAOYSA-N
DB00239	C08074	Oxiconazole	QRJJEGAJXVEBNE-HKOYGPOVSA-N
DB00239	C08075	Oxiconazole	QRJJEGAJXVEBNE-HKOYGPOVSA-N
DB00245	C06846	Benzatropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00246	C07568	Ziprasidone	MVWVFYHBGMAFLY-UHFFFAOYSA-N
DB00247	C07199	Methysergide	KPJZHOPZRAFDTN-NQUBZZJWSA-N
DB00248	C08187	Cabergoline	KORNTPPJEAJQIU-KJXAQDMKSA-N
DB00250	C07666	Dapsone	MQJKPEGWNLWLTK-UHFFFAOYSA-N
DB00251	C08080	Terconazole	BLSQLHNBWJLIBQ-OZXSUGGESA-N
DB00252	C07443	Phenytoin	CXOFVDLJLONNDW-UHFFFAOYSA-N
DB00253	C14643	Medrysone	GZENKSODFLBBHQ-ILSZZQPISA-N
DB00254	C06973	Doxycycline	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00255	C07620	Diethylstilbestrol	RGLYKWWBQGJZGM-ISLYRVAYSA-N
DB00257	C06922	Clotrimazole	VNFPBHJOKIVQEB-UHFFFAOYSA-N
DB00258	C00033	Calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00258	C00076	Calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00259	C07458	Sulfanilamide	FDDDEECHVMSUSB-UHFFFAOYSA-N
DB00260	C06682	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00260	C08057	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00262	C06873	Carmustine	DLGOEMSEDOSKAD-UHFFFAOYSA-N
DB00263	C07318	Sulfisoxazole	NHUHCSRWZMLRLA-UHFFFAOYSA-N
DB00264	C07202	Metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00266	C00796	Dicoumarol	DOBMPNYZJYQDGZ-UHFFFAOYSA-N
DB00268	C07564	Ropinirole	UHSKFQJFRQCDBE-UHFFFAOYSA-N
DB00271	C13429	Diatrizoate	YVPYQUNUQOZFHG-UHFFFAOYSA-N
DB00273	C07502	Topiramate	KJADKKWYZYXHBB-XBWDGYHZSA-N
DB00274	C08103	Cefmetazole	SNBUBQHDYVFSQF-HIFRSBDPSA-N
DB00274	C08104	Cefmetazole	SNBUBQHDYVFSQF-HIFRSBDPSA-N
DB00276	C01553	Amsacrine	XCPGHVQEEXUHNC-UHFFFAOYSA-N
DB00277	C07130	Theophylline	ZFXYFBGIUFBOJW-UHFFFAOYSA-N
DB00278	C04931	Argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N
DB00279	C02465	Liothyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N
DB00280	C06965	Disopyramide	UVTNFZQICZKOEM-UHFFFAOYSA-N
DB00280	C07740	Disopyramide	UVTNFZQICZKOEM-UHFFFAOYSA-N
DB00281	C07073	Lidocaine	NNJVILVZKWQKPM-UHFFFAOYSA-N
DB00282	C07395	Pamidronic acid	WRUUGTRCQOWXEG-UHFFFAOYSA-N
DB00283	C06913	Clemastine	YNNUSGIPVFPVBX-NHCUHLMSSA-N
DB00285	C07187	Venlafaxine	PNVNVHUZROJLTJ-UHFFFAOYSA-N
DB00290	C06854	Bleomycin	OYVAGSVQBOHSSS-WXFSZRTFSA-O
DB00291	C06900	Chlorambucil	JCKYGMPEJWAADB-UHFFFAOYSA-N
DB00292	C07522	Etomidate	NPUKDXXFDDZOKR-LLVKDONJSA-N
DB00293	C11372	Raltitrexed	IVTVGDXNLFLDRM-HNNXBMFYSA-N
DB00295	C01516	Morphine	BQJCRHHNABKAKU-KBQPJGBKSA-N
DB00296	C07532	Ropivacaine	ZKMNUMMKYBVTFN-HNNXBMFYSA-N
DB00297	C07529	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00297	C07887	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00299	C07417	Penciclovir	JNTOCHDNEULJHD-UHFFFAOYSA-N
DB00301	C11748	Flucloxacillin	UIOFUWFRIANQPC-JKIFEVAISA-N
DB00302	C12535	Tranexamic acid	GYDJEQRTZSCIOI-LJGSYFOKSA-N
DB00304	C07629	Desogestrel	RPLCPCMSCLEKRS-BPIQYHPVSA-N
DB00305	C06681	Mitomycin	NWIBSHFKIJFRCO-WUDYKRTCSA-N
DB00308	C07753	Ibutilide	ALOBUEHUHMBRLE-UHFFFAOYSA-N
DB00312	C07422	Pentobarbital	WEXRUCMBJFQVBZ-UHFFFAOYSA-N
DB00313	C07185	Valproic acid	NIJJYAXOARWZEE-UHFFFAOYSA-N
DB00315	C07218	Zolmitriptan	ULSDMUVEXKOYBU-ZDUSSCGKSA-N
DB00316	C06804	Acetaminophen	RZVAJINKPMORJF-UHFFFAOYSA-N
DB00318	C06174	Codeine	OROGSEYTTFOCAN-DNJOTXNNSA-N
DB00319	C07361	Piperacillin	IVBHGBMCVLDMKU-GXNBUGAJSA-N
DB00319	C14034	Piperacillin	IVBHGBMCVLDMKU-GXNBUGAJSA-N
DB00320	C07798	Dihydroergotamine	LUZRJRNZXALNLM-JGRZULCMSA-N
DB00321	C06824	Amitriptyline	KRMDCWKBEZIMAB-UHFFFAOYSA-N
DB00322	C11736	Floxuridine	ODKNJVUHOIMIIZ-RRKCRQDMSA-N
DB00323	C07949	Tolcapone	MIQPIUSUKVNLNT-UHFFFAOYSA-N
DB00325	C07695	Nitroprusside	ASPOIVQEUUCDQT-UHFFFAOYSA-N
DB00326	C00076	Calcium glucoheptonate	FATUQANACHZLRT-KMRXSBRUSA-L
DB00327	C07042	Hydromorphone	WVLOADHCBXTIJK-YNHQPCIGSA-N
DB00328	C01926	Indomethacin	CGIGDMFJXJATDK-UHFFFAOYSA-N
DB00330	C06984	Ethambutol	AEUTYOVWOVBAKS-UWVGGRQHSA-N
DB00331	C07151	Metformin	XZWYZXLIPXDOLR-UHFFFAOYSA-N
DB00332	C07052	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00333	C07163	Methadone	USSIQXCVUWKGNF-UHFFFAOYSA-N
DB00334	C07322	Olanzapine	KVWDHTXUZHCGIO-UHFFFAOYSA-N
DB00336	C08042	Nitrofural	IAIWVQXQOWNYOU-FPYGCLRLSA-N
DB00338	C07324	Omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00339	C01956	Pyrazinamide	IPEHBUMCGVEMRF-UHFFFAOYSA-N
DB00341	C07778	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00342	C07463	Terfenadine	GUGOEEXESWIERI-UHFFFAOYSA-N
DB00343	C06958	Diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00344	C07408	Protriptyline	BWPIARFWQZKAIA-UHFFFAOYSA-N
DB00351	C08151	Megestrol acetate	RQZAXGRLVPAYTJ-GQFGMJRRSA-N
DB00352	C07648	Tioguanine	WYWHKKSPHMUBEB-UHFFFAOYSA-N
DB00354	C07777	Buclizine	MOYGZHXDRJNJEP-UHFFFAOYSA-N
DB00356	C07931	Chlorzoxazone	TZFWDZFKRBELIQ-UHFFFAOYSA-N
DB00357	C07617	Aminoglutethimide	ROBVIMPUHSLWNV-UHFFFAOYSA-N
DB00358	C07633	Mefloquine	XEEQGYMUWCZPDN-UHFFFAOYSA-N
DB00359	C07658	Sulfadiazine	SEEPANYCNGTZFQ-UHFFFAOYSA-N
DB00360	C00272	Sapropterin	FNKQXYHWGSIFBK-RPDRRWSUSA-N
DB00363	C06924	Clozapine	QZUDBNBUXVUHMW-UHFFFAOYSA-N
DB00364	C00001	Sucralfate	IPLJAZDIICJQEL-JTJNLBSYSA-A
DB00364	C01328	Sucralfate	IPLJAZDIICJQEL-JTJNLBSYSA-A
DB00365	C11368	Grepafloxacin	AIJTTZAVMXIJGM-UHFFFAOYSA-N
DB00366	C19414	Doxylamine	HCFDWZZGGLSKEP-UHFFFAOYSA-N
DB00367	C08149	Levonorgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N
DB00367	C08153	Levonorgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N
DB00368	C00547	Norepinephrine	SFLSHLFXELFNJZ-QMMMGPOBSA-N
DB00369	C06909	Cidofovir	VWFCHDSQECPREK-LURJTMIESA-N
DB00370	C07570	Mirtazapine	RONZAEMNMFQXRA-UHFFFAOYSA-N
DB00372	C07132	Thiethylperazine	XCTYLCDETUVOIP-UHFFFAOYSA-N
DB00373	C07141	Timolol	BLJRIMJGRPQVNF-JTQLQIEISA-N
DB00376	C07171	Trihexyphenidyl	HWHLPVGTWGOCJO-UHFFFAOYSA-N
DB00379	C07220	Mexiletine	VLPIATFUUWWMKC-UHFFFAOYSA-N
DB00381	C06825	Amlodipine	HTIQEAQVCYTUBX-UHFFFAOYSA-N
DB00382	C01453	Tacrine	YLJREFDVOIBQDA-UHFFFAOYSA-N
DB00383	C07851	Oxyphencyclimine	DUDKAZCAISNGQN-UHFFFAOYSA-N
DB00387	C07378	Procyclidine	WYDUSKDSKCASEF-UHFFFAOYSA-N
DB00388	C07441	Phenylephrine	SONNWYBIRXJNDC-VIFPVBQESA-N
DB00389	C07615	Carbimazole	CFOYWRHIYXMDOT-UHFFFAOYSA-N
DB00390	C06956	Digoxin	LTMHDMANZUZIPE-PUGKRICDSA-N
DB00393	C07267	Nimodipine	UIAGMCDKSXEBJQ-UHFFFAOYSA-N
DB00394	C07813	Beclomethasone dipropionate	KUVIULQEHSCUHY-XYWKZLDCSA-N
DB00395	C07927	Carisoprodol	OFZCIYFFPZCNJE-UHFFFAOYSA-N
DB00396	C00410	Progesterone	RJKFOVLPORLFTN-LEKSSAKUSA-N
DB00397	C02343	Phenylpropanolamine	DLNKOYKMWOXYQA-CBAPKCEASA-N
DB00397	C07911	Phenylpropanolamine	DLNKOYKMWOXYQA-CBAPKCEASA-N
DB00397	C08300	Phenylpropanolamine	DLNKOYKMWOXYQA-CBAPKCEASA-N
DB00397	C16719	Phenylpropanolamine	DLNKOYKMWOXYQA-CBAPKCEASA-N
DB00400	C06686	Griseofulvin	DDUHZTYCFQRHIY-RBHXEPJQSA-N
DB00401	C07699	Nisoldipine	VKQFCGNPDRICFG-UHFFFAOYSA-N
DB00404	C06817	Alprazolam	VREFGVBLTWBCJP-UHFFFAOYSA-N
DB00405	C06857	Dexbrompheniramine	ZDIGNSYAACHWNL-HNNXBMFYSA-N
DB00408	C07104	Loxapine	XJGVXQDUIWGIRW-UHFFFAOYSA-N
DB00410	C11758	Mupirocin	MINDHVHHQZYEEK-HBBNESRFSA-N
DB00414	C06806	Acetohexamide	VGZSUPCWNCWDAN-UHFFFAOYSA-N
DB00415	C06574	Ampicillin	AVKUERGKIZMTKX-NJBDSQKTSA-N
DB00415	C13652	Ampicillin	AVKUERGKIZMTKX-NJBDSQKTSA-N
DB00416	C00708	Metocurine iodide	DIGFQJFCDPKEPF-OIUSMDOTSA-L
DB00416	C05590	Metocurine iodide	DIGFQJFCDPKEPF-OIUSMDOTSA-L
DB00416	C07919	Metocurine iodide	DIGFQJFCDPKEPF-OIUSMDOTSA-L
DB00417	C08126	Phenoxymethylpenicillin	BPLBGHOLXOTWMN-MBNYWOFBSA-N
DB00420	C07379	Promazine	ZGUGWUXLJSTTMA-UHFFFAOYSA-N
DB00421	C07310	Spironolactone	LXMSZDCAJNLERA-ZHYRCANASA-N
DB00422	C07196	Methylphenidate	DUGOZIWVEXMGBE-UHFFFAOYSA-N
DB00424	C01479	Hyoscyamine	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00424	C02046	Hyoscyamine	RKUNBYITZUJHSG-FXUDXRNXSA-N
DB00425	C07219	Zolpidem	ZAFYATHCZYHLPB-UHFFFAOYSA-N
DB00428	C07313	Streptozocin	ZSJLQEPLLKMAKR-GKHCUFPYSA-N
DB00429	C06872	Carboprost tromethamine	UMMADZJLZAPZAW-OVXHCKHTSA-N
DB00429	C07182	Carboprost tromethamine	UMMADZJLZAPZAW-OVXHCKHTSA-N
DB00430	C13376	Cefpiramide	PWAUCHMQEXVFJR-PMAPCBKXSA-N
DB00431	C06988	Lindane	JLYXXMFPNIAWKQ-GNIYUCBRSA-N
DB00431	C07075	Lindane	JLYXXMFPNIAWKQ-GNIYUCBRSA-N
DB00431	C15214	Lindane	JLYXXMFPNIAWKQ-GNIYUCBRSA-N
DB00431	C18738	Lindane	JLYXXMFPNIAWKQ-GNIYUCBRSA-N
DB00433	C07403	Prochlorperazine	WIKYUJGCLQQFNW-UHFFFAOYSA-N
DB00433	C13524	Prochlorperazine	WIKYUJGCLQQFNW-UHFFFAOYSA-N
DB00434	C06935	Cyproheptadine	JJCFRYNCJDLXIK-UHFFFAOYSA-N
DB00435	C00533	Nitric Oxide	MWUXSHHQAYIFBG-UHFFFAOYSA-N
DB00436	C07758	Bendroflumethiazide	HDWIHXWEUNVBIY-UHFFFAOYSA-N
DB00438	C06889	Ceftazidime	ORFOPKXBNMVMKC-DWVKKRMSSA-N
DB00439	C07966	Cerivastatin	SEERZIQQUAZTOL-ANMDKAQQSA-N
DB00440	C01965	Trimethoprim	IEDVJHCEMCRBQM-UHFFFAOYSA-N
DB00441	C07650	Gemcitabine	SDUQYLNIPVEERB-QPPQHZFASA-N
DB00443	C15643	Betamethasone	UREBDLICKHMUKA-DVTGEIKXSA-N
DB00444	C11153	Teniposide	NRUKOCRGYNPUPR-QBPJDGROSA-N
DB00445	C01661	Epirubicin	AOJJSUZBOXZQNB-VTZDEGQISA-N
DB00445	C11230	Epirubicin	AOJJSUZBOXZQNB-VTZDEGQISA-N
