drugbank_id	mcule_id	name	inchi_key
DB00126	MCULE-1000777876	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	MCULE-2354296394	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00127	MCULE-4079516211	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	MCULE-4500869266	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00128	MCULE-3710241722	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	MCULE-6700641640	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	MCULE-7899824165	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	MCULE-8102700760	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	MCULE-9328817309	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00129	MCULE-1970642620	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	MCULE-2602820298	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	MCULE-3029872280	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00130	MCULE-1418655814	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	MCULE-7870225738	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	MCULE-8718820108	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00131	MCULE-3551661109	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	MCULE-7703149050	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	MCULE-9880664480	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00132	MCULE-8042162865	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00133	MCULE-3271603208	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	MCULE-5604658333	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	MCULE-6118038121	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	MCULE-6460387318	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	MCULE-8560981570	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00134	MCULE-3383932641	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	MCULE-5626142345	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	MCULE-7228063662	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	MCULE-9944164883	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135	MCULE-1694199256	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	MCULE-2932088896	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	MCULE-6003337645	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	MCULE-7719741497	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	MCULE-8059108702	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00138	MCULE-1862736447	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	MCULE-2293704247	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	MCULE-5527321865	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	MCULE-8581541377	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00139	MCULE-5889111640	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00140	MCULE-3504953648	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	MCULE-5620064525	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	MCULE-6002277168	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00141	MCULE-1412635151	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	MCULE-5498302807	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00142	MCULE-4203507491	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	MCULE-7782530856	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	MCULE-9447720868	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00143	MCULE-3140368073	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00143	MCULE-3371744018	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00143	MCULE-9257720320	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00145	MCULE-2415764032	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00147	MCULE-3872885941	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00147	MCULE-8283890626	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148	MCULE-3625061513	Creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	MCULE-3041792060	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MCULE-4930237913	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MCULE-7657212416	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	MCULE-8280206722	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	MCULE-3721322622	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MCULE-4102614655	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MCULE-5675773208	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MCULE-8004234494	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	MCULE-9808999085	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	MCULE-1666411258	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MCULE-1896679526	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MCULE-6337217524	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	MCULE-9147562606	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00152	MCULE-2198445125	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00153	MCULE-6975405195	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	MCULE-7087103660	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00155	MCULE-4737953293	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	MCULE-7003128917	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	MCULE-9892421890	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156	MCULE-1563595722	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MCULE-5505393195	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MCULE-9284411012	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	MCULE-9531951265	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00158	MCULE-1208976029	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	MCULE-3509109723	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00160	MCULE-3571488623	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MCULE-4751903561	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MCULE-4916719758	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MCULE-7791919887	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	MCULE-9756365751	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	MCULE-2507309072	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MCULE-9143825935	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	MCULE-9199801639	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	MCULE-4951251283	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00162	MCULE-6524977881	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00163	MCULE-3684036705	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	MCULE-4241435740	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	MCULE-4717974470	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00165	MCULE-7725975962	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166	MCULE-1034910084	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	MCULE-3939318333	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	MCULE-4196115946	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	MCULE-5119858094	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167	MCULE-2215911951	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	MCULE-9861955295	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00168	MCULE-6825805537	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00168	MCULE-7062406084	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00168	MCULE-7154634176	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00168	MCULE-7493691716	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00168	MCULE-8056607902	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00168	MCULE-9164230758	Aspartame	IAOZJIPTCAWIRG-QWRGUYRKSA-N
DB00169	MCULE-2976841469	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00169	MCULE-4351239417	Cholecalciferol	QYSXJUFSXHHAJI-YRZJJWOYSA-N
DB00170	MCULE-2487773379	Menadione	MJVAVZPDRWSRRC-UHFFFAOYSA-N
DB00172	MCULE-1020921088	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MCULE-2229401513	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MCULE-5856142508	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MCULE-7748032436	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00172	MCULE-8415049837	Proline	ONIBWKKTOPOVIA-BYPYZUCNSA-N
DB00173	MCULE-6556342774	Adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N
DB00174	MCULE-1395307434	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MCULE-1868046141	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MCULE-5685974579	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00174	MCULE-6923060287	Asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N
DB00176	MCULE-4841680762	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00176	MCULE-9050806258	Fluvoxamine	CJOFXWAVKWHTFT-XSFVSMFZSA-N
DB00177	MCULE-3932863573	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	MCULE-6728882368	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	MCULE-7169523127	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00177	MCULE-8348485974	Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N
DB00178	MCULE-5032313085	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	MCULE-5248389623	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	MCULE-5386328912	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00178	MCULE-8858912367	Ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
DB00179	MCULE-7119316381	Masoprocol	HCZKYJDFEPMADG-TXEJJXNPSA-N
DB00180	MCULE-3573201137	Flunisolide	XSFJVAJPIHIPKU-XWCQMRHXSA-N
DB00181	MCULE-2275748923	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	MCULE-4066377889	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	MCULE-5448996279	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	MCULE-8004972280	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00181	MCULE-8553382917	Baclofen	KPYSYYIEGFHWSV-UHFFFAOYSA-N
DB00182	MCULE-4193952437	Amphetamine	KWTSXDURSIMDCE-UHFFFAOYSA-N
DB00184	MCULE-5830857858	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00184	MCULE-8728421654	Nicotine	SNICXCGAKADSCV-JTQLQIEISA-N
DB00190	MCULE-3361662842	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00190	MCULE-3726796258	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00190	MCULE-7324993238	Carbidopa	TZFNLOMSOLWIDK-JTQLQIEISA-N
DB00191	MCULE-1315767006	Phentermine	DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00191	MCULE-5902765996	Phentermine	DHHVAGZRUROJKS-UHFFFAOYSA-N
DB00193	MCULE-1882520267	Tramadol	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00193	MCULE-8198453745	Tramadol	TVYLLZQTGLZFBW-ZBFHGGJFSA-N
DB00194	MCULE-2748108750	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	MCULE-4219451083	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	MCULE-4739150481	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	MCULE-5682876196	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	MCULE-5882466362	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	MCULE-6268373280	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	MCULE-7071766082	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	MCULE-7671875172	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	MCULE-7821885333	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00194	MCULE-9546992456	Vidarabine	OIRDTQYFTABQOQ-UHTZMRCNSA-N
DB00195	MCULE-2260668292	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00195	MCULE-9803896732	Betaxolol	NWIUTZDMDHAVTP-UHFFFAOYSA-N
DB00196	MCULE-8641424658	Fluconazole	RFHAOTPXVQNOHP-UHFFFAOYSA-N
DB00198	MCULE-1441617774	Oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00198	MCULE-3939535663	Oseltamivir	VSZGPKBBMSAYNT-RRFJBIMHSA-N
DB00199	MCULE-2023073206	Erythromycin	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00199	MCULE-4566208867	Erythromycin	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00200	MCULE-2058909258	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00200	MCULE-9788063146	Hydroxocobalamin	YOZNUFWCRFCGIH-WZHZPDAFSA-K
DB00201	MCULE-3362813910	Caffeine	RYYVLZVUVIJVGH-UHFFFAOYSA-N
DB00202	MCULE-2070369236	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00202	MCULE-7641058357	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00202	MCULE-8848846426	Succinylcholine	AXOIZCJOOAYSMI-UHFFFAOYSA-N
DB00203	MCULE-2481702478	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00203	MCULE-7780487665	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00206	MCULE-1769487414	Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00206	MCULE-9131256292	Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00206	MCULE-9361278292	Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00206	MCULE-9946449258	Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00207	MCULE-8817893418	Azithromycin	MQTOSJVFKKJCRP-BICOPXKESA-N
DB00208	MCULE-3408481955	Ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00208	MCULE-3971692083	Ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00210	MCULE-5017789384	Adapalene	LZCDAPDGXCYOEH-UHFFFAOYSA-N
DB00211	MCULE-7047456030	Midodrine	PTKSEFOSCHHMPD-UHFFFAOYSA-N
DB00211	MCULE-8615039451	Midodrine	PTKSEFOSCHHMPD-UHFFFAOYSA-N
DB00213	MCULE-8988409059	Pantoprazole	IQPSEEYGBUAQFF-UHFFFAOYSA-N
DB00214	MCULE-2734924315	Torasemide	NGBFQHCMQULJNZ-UHFFFAOYSA-N
DB00215	MCULE-1202550254	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	MCULE-2438768682	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	MCULE-3600224873	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	MCULE-5882770916	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	MCULE-8566721168	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	MCULE-9546560466	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00219	MCULE-1491988845	Oxyphenonium	GFRUPHOKLBPHTQ-UHFFFAOYSA-N
DB00219	MCULE-3000590480	Oxyphenonium	GFRUPHOKLBPHTQ-UHFFFAOYSA-N
DB00223	MCULE-2421243179	Diflorasone	WXURHACBFYSXBI-XHIJKXOTSA-N
DB00223	MCULE-4528693607	Diflorasone	WXURHACBFYSXBI-XHIJKXOTSA-N
DB00223	MCULE-4580442571	Diflorasone	WXURHACBFYSXBI-XHIJKXOTSA-N
DB00225	MCULE-4909487075	Gadodiamide	HZHFFEYYPYZMNU-UHFFFAOYSA-K
DB00226	MCULE-3794032460	Guanadrel	HPBNRIOWIXYZFK-UHFFFAOYSA-N
DB00226	MCULE-8298839317	Guanadrel	HPBNRIOWIXYZFK-UHFFFAOYSA-N
DB00226	MCULE-9395120491	Guanadrel	HPBNRIOWIXYZFK-UHFFFAOYSA-N
DB00227	MCULE-4325649241	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00227	MCULE-4740518260	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00227	MCULE-7087866108	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00228	MCULE-1252663082	Enflurane	JPGQOUSTVILISH-UHFFFAOYSA-N
DB00228	MCULE-8703579240	Enflurane	JPGQOUSTVILISH-UHFFFAOYSA-N
DB00230	MCULE-3978936660	Pregabalin	AYXYPKUFHZROOJ-ZETCQYMHSA-N
DB00230	MCULE-4620415947	Pregabalin	AYXYPKUFHZROOJ-ZETCQYMHSA-N
DB00232	MCULE-4894694501	Methyclothiazide	CESYKOGBSMNBPD-UHFFFAOYSA-N
DB00233	MCULE-4841633599	Aminosalicylic acid	WUBBRNOQWQTFEX-UHFFFAOYSA-N
DB00235	MCULE-8377851655	Milrinone	PZRHRDRVRGEVNW-UHFFFAOYSA-N
DB00238	MCULE-8608154492	Nevirapine	NQDJXKOVJZTUJA-UHFFFAOYSA-N
DB00241	MCULE-4854044905	Butalbital	UZVHFVZFNXBMQJ-UHFFFAOYSA-N
DB00243	MCULE-8182023610	Ranolazine	XKLMZUWKNUAPSZ-UHFFFAOYSA-N
DB00244	MCULE-5752745805	Mesalazine	KBOPZPXVLCULAV-UHFFFAOYSA-N
DB00245	MCULE-1020352947	Benzatropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00245	MCULE-4736181346	Benzatropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00245	MCULE-5276546081	Benzatropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00245	MCULE-6992114754	Benzatropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00249	MCULE-1956539577	Idoxuridine	XQFRJNBWHJMXHO-RRKCRQDMSA-N
DB00249	MCULE-3556782579	Idoxuridine	XQFRJNBWHJMXHO-RRKCRQDMSA-N
DB00249	MCULE-5585466189	Idoxuridine	XQFRJNBWHJMXHO-RRKCRQDMSA-N
DB00250	MCULE-7294380437	Dapsone	MQJKPEGWNLWLTK-UHFFFAOYSA-N
DB00252	MCULE-2376673346	Phenytoin	CXOFVDLJLONNDW-UHFFFAOYSA-N
DB00253	MCULE-4690967590	Medrysone	GZENKSODFLBBHQ-ILSZZQPISA-N
DB00254	MCULE-1429067456	Doxycycline	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00254	MCULE-2281788666	Doxycycline	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00254	MCULE-4368118692	Doxycycline	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00254	MCULE-8555113623	Doxycycline	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00254	MCULE-9451678404	Doxycycline	JBIWCJUYHHGXTC-AKNGSSGZSA-N
DB00255	MCULE-1184803692	Diethylstilbestrol	RGLYKWWBQGJZGM-ISLYRVAYSA-N
DB00255	MCULE-3156396266	Diethylstilbestrol	RGLYKWWBQGJZGM-ISLYRVAYSA-N
DB00257	MCULE-6862012558	Clotrimazole	VNFPBHJOKIVQEB-UHFFFAOYSA-N
DB00258	MCULE-5396813937	Calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00258	MCULE-8295936189	Calcium acetate	VSGNNIFQASZAOI-UHFFFAOYSA-L
DB00259	MCULE-8746683155	Sulfanilamide	FDDDEECHVMSUSB-UHFFFAOYSA-N
DB00260	MCULE-3159218372	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00260	MCULE-4212827696	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00260	MCULE-4286940154	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00260	MCULE-6014142329	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00262	MCULE-3131772074	Carmustine	DLGOEMSEDOSKAD-UHFFFAOYSA-N
DB00263	MCULE-3522661051	Sulfisoxazole	NHUHCSRWZMLRLA-UHFFFAOYSA-N
DB00264	MCULE-1360440430	Metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00264	MCULE-4106696689	Metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00264	MCULE-4595264440	Metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00264	MCULE-7999715986	Metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00265	MCULE-5608418902	Crotamiton	DNTGGZPQPQTDQF-XBXARRHUSA-N
DB00266	MCULE-8095183287	Dicoumarol	DOBMPNYZJYQDGZ-UHFFFAOYSA-N
DB00267	MCULE-9017914180	Cefmenoxime	HJJDBAOLQAWBMH-YCRCPZNHSA-N
DB00268	MCULE-1333778454	Ropinirole	UHSKFQJFRQCDBE-UHFFFAOYSA-N
DB00268	MCULE-8190476072	Ropinirole	UHSKFQJFRQCDBE-UHFFFAOYSA-N
DB00271	MCULE-8322644190	Diatrizoate	YVPYQUNUQOZFHG-UHFFFAOYSA-N
DB00271	MCULE-8826505259	Diatrizoate	YVPYQUNUQOZFHG-UHFFFAOYSA-N
DB00272	MCULE-6411210232	Betazole	JXDFEQONERDKSS-UHFFFAOYSA-N
DB00273	MCULE-1098341749	Topiramate	KJADKKWYZYXHBB-XBWDGYHZSA-N
DB00273	MCULE-9403222429	Topiramate	KJADKKWYZYXHBB-XBWDGYHZSA-N
DB00273	MCULE-9769107958	Topiramate	KJADKKWYZYXHBB-XBWDGYHZSA-N
DB00274	MCULE-3476651387	Cefmetazole	SNBUBQHDYVFSQF-HIFRSBDPSA-N
DB00274	MCULE-6846138311	Cefmetazole	SNBUBQHDYVFSQF-HIFRSBDPSA-N
DB00275	MCULE-9101392328	Olmesartan	VTRAEEWXHOVJFV-UHFFFAOYSA-N
DB00277	MCULE-8236489917	Theophylline	ZFXYFBGIUFBOJW-UHFFFAOYSA-N
DB00279	MCULE-2542095055	Liothyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N
