drugbank_id	comptox_id	name	inchi_key
DB00115	DTXSID7044346	Cyanocobalamin	RMRCNWBMXRMIRW-WZHZPDAFSA-L
DB00115	DTXSID80167408	Cyanocobalamin	RMRCNWBMXRMIRW-WZHZPDAFSA-L
DB00115	DTXSID80216046	Cyanocobalamin	RMRCNWBMXRMIRW-WZHZPDAFSA-L
DB00116	DTXSID70897520	Tetrahydrofolic acid	MSTNYGQPCMXVAQ-KIYNQFGBSA-N
DB00117	DTXSID70413027	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	DTXSID70889344	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00117	DTXSID9023126	Histidine	HNDVDQJCIGZPNO-YFKPBYRVSA-N
DB00118	DTXSID20110014	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	DTXSID40169160	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	DTXSID40240387	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	DTXSID40436187	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	DTXSID5032020	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00118	DTXSID6032019	Ademetionine	MEFKEPWMEQBLKI-AIRLBKTGSA-N
DB00119	DTXSID2021650	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	DTXSID50205604	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	DTXSID60431412	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00119	DTXSID60436366	Pyruvic acid	LCTONWCANYUPML-UHFFFAOYSA-N
DB00120	DTXSID00585261	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	DTXSID10435586	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	DTXSID20583946	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	DTXSID4025876	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	DTXSID4040763	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	DTXSID40514737	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	DTXSID40583968	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	DTXSID60443651	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	DTXSID60514739	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	DTXSID60583945	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	DTXSID70514740	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	DTXSID80514736	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	DTXSID9023463	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00120	DTXSID90584445	Phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N
DB00121	DTXSID30415688	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00121	DTXSID7022679	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N
DB00122	DTXSID10241624	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00122	DTXSID8043789	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N
DB00123	DTXSID30584449	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	DTXSID4074986	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00123	DTXSID6023232	L-Lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N
DB00125	DTXSID10745551	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	DTXSID40883354	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	DTXSID50238230	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	DTXSID6041056	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00125	DTXSID8022618	Arginine	ODKSFYDXXFIFQN-BYPYZUCNSA-N
DB00126	DTXSID4074982	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	DTXSID5020106	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	DTXSID6026537	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00126	DTXSID7048112	Ascorbic acid	CIWBSHSKHKDKBQ-JLAZNSOCSA-N
DB00127	DTXSID0059792	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	DTXSID10632856	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	DTXSID20610069	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	DTXSID30703032	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	DTXSID70884016	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	DTXSID90171995	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00127	DTXSID9058781	Spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N
DB00128	DTXSID00437812	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	DTXSID00677377	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	DTXSID2045650	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	DTXSID30487204	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	DTXSID30859003	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	DTXSID40583963	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	DTXSID50503915	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	DTXSID50746143	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	DTXSID60583940	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	DTXSID7022621	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	DTXSID70487203	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	DTXSID70584443	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	DTXSID80583962	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00128	DTXSID90487205	Aspartic acid	CKLJMWTZIZZHCS-REOHCLBHSA-N
DB00129	DTXSID00883219	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00129	DTXSID30883368	Ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N
DB00130	DTXSID00574155	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	DTXSID1023100	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	DTXSID1044304	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	DTXSID20472740	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	DTXSID30745659	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	DTXSID40583882	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00130	DTXSID6046345	L-Glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N
DB00131	DTXSID5022560	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00131	DTXSID90349354	Adenosine phosphate	UDMBCSSLTHHNCD-KQYNXXCUSA-N
DB00132	DTXSID20857932	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	DTXSID7025506	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00132	DTXSID7075058	alpha-Linolenic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N
DB00133	DTXSID10585272	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	DTXSID40583867	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	DTXSID60883230	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	DTXSID70859325	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	DTXSID9041021	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	DTXSID90481021	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00133	DTXSID90745716	Serine	MTCFGRXMJLQNBG-REOHCLBHSA-N
DB00134	DTXSID00583944	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	DTXSID30237908	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	DTXSID30574087	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	DTXSID30745710	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	DTXSID5040548	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	DTXSID9020821	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	DTXSID90574088	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00134	DTXSID90883369	Methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N
DB00135	DTXSID00437458	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID1023730	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID10473726	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID10480571	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID20478520	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID30480573	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID30583957	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID30584444	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID50480570	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID50883441	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID70439560	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID70480572	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID70583936	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID80437754	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID80584050	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00135	DTXSID90480574	Tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N
DB00136	DTXSID00746294	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	DTXSID5022722	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	DTXSID60860465	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	DTXSID80873390	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00136	DTXSID90515335	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB00137	DTXSID8046749	Lutein	KBPHJBAIARWVSC-RGZFRNHPSA-N
DB00138	DTXSID2046418	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	DTXSID80745846	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00138	DTXSID90208952	Cystine	LEVWYRKDKASIDU-IMJSIDKUSA-N
DB00139	DTXSID10437808	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00139	DTXSID10514628	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00139	DTXSID10584023	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00139	DTXSID20583921	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00139	DTXSID4036772	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00139	DTXSID50584022	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00139	DTXSID6023602	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00139	DTXSID70514629	Succinic acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N
DB00140	DTXSID60230381	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	DTXSID8021777	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00140	DTXSID80240225	Riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
DB00141	DTXSID0048711	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	DTXSID10856111	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	DTXSID3045855	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	DTXSID40708770	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00141	DTXSID50628697	N-Acetylglucosamine	MBLBDJOUHNCFQT-LXGUWJNJSA-N
DB00142	DTXSID0046987	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	DTXSID00718658	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	DTXSID1048675	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	DTXSID10745490	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	DTXSID20583941	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	DTXSID20718716	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	DTXSID30482294	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	DTXSID5020659	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	DTXSID60583965	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	DTXSID80449110	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00142	DTXSID90482295	Glutamic acid	WHUUTDBJXJRKMK-VKHMYHEASA-N
DB00143	DTXSID40661992	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00143	DTXSID6023101	Glutathione	RWSXRVCMGQZWBV-WDSKDSINSA-N
DB00145	DTXSID10514663	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	DTXSID30223265	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	DTXSID30514665	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	DTXSID30583553	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	DTXSID30583952	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	DTXSID60204567	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	DTXSID70455265	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	DTXSID70514664	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	DTXSID80462167	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00145	DTXSID9020667	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N
DB00146	DTXSID0022721	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	DTXSID20735347	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	DTXSID20747283	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00146	DTXSID30274318	Calcifediol	JWUBBDSIWDLEOM-DTOXIADCSA-N
DB00147	DTXSID0058774	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00147	DTXSID4046020	Pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
DB00148	DTXSID1040451	Creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N
DB00149	DTXSID00583883	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID20436382	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID20514735	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID20583966	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID30454138	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID30745770	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID40439512	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID40584036	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID60436381	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID60438103	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID6046347	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID60514734	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID60584053	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID90180663	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID9023203	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00149	DTXSID90581595	Leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N
DB00150	DTXSID0021418	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	DTXSID0046989	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	DTXSID30198429	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	DTXSID40584319	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	DTXSID5021419	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	DTXSID50480575	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00150	DTXSID60858549	Tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N
DB00151	DTXSID30746121	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	DTXSID40745847	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	DTXSID5046988	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	DTXSID60893798	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	DTXSID8022876	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00151	DTXSID80747406	Cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N
DB00152	DTXSID50220251	Thiamine	JZRWCGZRTZMZEH-UHFFFAOYSA-N
DB00153	DTXSID5020233	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00153	DTXSID80746313	Ergocalciferol	MECHNRXZTMCUDQ-RKHKHRCZSA-N
DB00155	DTXSID80883373	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00155	DTXSID90348463	Citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N
DB00156	DTXSID10183151	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	DTXSID2046412	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	DTXSID40179542	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	DTXSID40423239	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	DTXSID40584435	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	DTXSID70859087	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00156	DTXSID70893087	Threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N
DB00157	DTXSID00585241	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00157	DTXSID30889320	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00157	DTXSID50585236	NADH	BOPGDPNILDQYTO-NNYOXOHSSA-N
DB00158	DTXSID0022519	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	DTXSID10224098	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	DTXSID40747821	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	DTXSID70747819	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00158	DTXSID80747820	Folic acid	OVBPIULPVIDEAO-LBPRGKRZSA-N
DB00159	DTXSID9041023	Icosapent	JAZBEHYOTPTENJ-JLNKQSITSA-N
DB00160	DTXSID10480394	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID10583874	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID20873899	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID30190185	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID3045649	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID30480396	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID30583937	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID40473350	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID50480393	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID50583939	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID50583959	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID6031255	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID60458962	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID60583849	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID70444235	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID70480390	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID70480395	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID70584029	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID80583881	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID90433343	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID90480392	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID90583938	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00160	DTXSID90583958	Alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N
DB00161	DTXSID0046064	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	DTXSID00479090	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	DTXSID20436827	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	DTXSID40453298	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	DTXSID40473411	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	DTXSID40514732	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	DTXSID40883233	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	DTXSID50585291	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	DTXSID80514731	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00161	DTXSID90478996	Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N
DB00162	DTXSID3023556	Vitamin A	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
DB00163	DTXSID0026339	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	DTXSID00873170	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	DTXSID60873171	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00163	DTXSID8021355	Vitamin E	GVJHHUAWPYXKBD-IEOSBIPESA-N
DB00165	DTXSID10574085	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00165	DTXSID4023541	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00165	DTXSID50574084	Pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
DB00166	DTXSID20152651	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	DTXSID30841468	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	DTXSID40828169	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	DTXSID7025508	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00166	DTXSID80675992	Lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N
DB00167	DTXSID1046346	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	DTXSID1047441	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	DTXSID2046882	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	DTXSID20585187	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	DTXSID3046530	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
DB00167	DTXSID50443307	Isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N
