drugbank_id	lincs_id	name	inchi_key
DB00199	LSM-3416	Erythromycin	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00199	LSM-6532	Erythromycin	ULGZDMOVFRHVEP-RWJQBGPGSA-N
DB00201	LSM-2026	Caffeine	RYYVLZVUVIJVGH-UHFFFAOYSA-N
DB00203	LSM-3797	Sildenafil	BNRNXUUZRGQAQC-UHFFFAOYSA-N
DB00204	LSM-5925	Dofetilide	IXTMWRCNAAVVAI-UHFFFAOYSA-N
DB00205	LSM-3967	Pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
DB00206	LSM-1758	Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00206	LSM-2816	Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00206	LSM-4162	Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00206	LSM-5557	Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
DB00207	LSM-5821	Azithromycin	MQTOSJVFKKJCRP-BICOPXKESA-N
DB00208	LSM-1986	Ticlopidine	PHWBOXQYWZNQIN-UHFFFAOYSA-N
DB00210	LSM-37048	Adapalene	LZCDAPDGXCYOEH-UHFFFAOYSA-N
DB00211	LSM-1815	Midodrine	PTKSEFOSCHHMPD-UHFFFAOYSA-N
DB00213	LSM-1390	Pantoprazole	IQPSEEYGBUAQFF-UHFFFAOYSA-N
DB00214	LSM-2662	Torasemide	NGBFQHCMQULJNZ-UHFFFAOYSA-N
DB00215	LSM-1585	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00215	LSM-3569	Citalopram	WSEQXVZVJXJVFP-UHFFFAOYSA-N
DB00218	LSM-5746	Moxifloxacin	FABPRXSRWADJSP-MEDUHNTESA-N
DB00219	LSM-4974	Oxyphenonium	GFRUPHOKLBPHTQ-UHFFFAOYSA-N
DB00220	LSM-5702	Nelfinavir	QAGYKUNXZHXKMR-HKWSIXNMSA-N
DB00220	LSM-5819	Nelfinavir	QAGYKUNXZHXKMR-HKWSIXNMSA-N
DB00221	LSM-4374	Isoetharine	HUYWAWARQUIQLE-UHFFFAOYSA-N
DB00222	LSM-2760	Glimepiride	WIGIZIANZCJQQY-RUCARUNLSA-N
DB00222	LSM-44957	Glimepiride	WIGIZIANZCJQQY-RUCARUNLSA-N
DB00223	LSM-1241	Diflorasone	WXURHACBFYSXBI-XHIJKXOTSA-N
DB00223	LSM-3369	Diflorasone	WXURHACBFYSXBI-XHIJKXOTSA-N
DB00223	LSM-5872	Diflorasone	WXURHACBFYSXBI-XHIJKXOTSA-N
DB00224	LSM-5471	Indinavir	CBVCZFGXHXORBI-PXQQMZJSSA-N
DB00226	LSM-43257	Guanadrel	HPBNRIOWIXYZFK-UHFFFAOYSA-N
DB00227	LSM-2189	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00227	LSM-5348	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00227	LSM-6486	Lovastatin	PCZOHLXUXFIOCF-BXMDZJJMSA-N
DB00229	LSM-2022	Cefotiam	QYQDKDWGWDOFFU-IUODEOHRSA-N
DB00229	LSM-5376	Cefotiam	QYQDKDWGWDOFFU-IUODEOHRSA-N
DB00231	LSM-45470	Temazepam	SEQDDYPDSLOBDC-UHFFFAOYSA-N
DB00233	LSM-5862	Aminosalicylic acid	WUBBRNOQWQTFEX-UHFFFAOYSA-N
DB00234	LSM-1561	Reboxetine	CBQGYUDMJHNJBX-RTBURBONSA-N
DB00234	LSM-37047	Reboxetine	CBQGYUDMJHNJBX-RTBURBONSA-N
DB00234	LSM-5462	Reboxetine	CBQGYUDMJHNJBX-RTBURBONSA-N
DB00235	LSM-3493	Milrinone	PZRHRDRVRGEVNW-UHFFFAOYSA-N
DB00238	LSM-5336	Nevirapine	NQDJXKOVJZTUJA-UHFFFAOYSA-N
DB00239	LSM-5389	Oxiconazole	QRJJEGAJXVEBNE-HKOYGPOVSA-N
DB00241	LSM-5793	Butalbital	UZVHFVZFNXBMQJ-UHFFFAOYSA-N
DB00242	LSM-21600	Cladribine	PTOAARAWEBMLNO-KVQBGUIXSA-N
DB00242	LSM-5976	Cladribine	PTOAARAWEBMLNO-KVQBGUIXSA-N
DB00243	LSM-1952	Ranolazine	XKLMZUWKNUAPSZ-UHFFFAOYSA-N
DB00244	LSM-5427	Mesalazine	KBOPZPXVLCULAV-UHFFFAOYSA-N
DB00245	LSM-5012	Benzatropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00245	LSM-5764	Benzatropine	GIJXKZJWITVLHI-PMOLBWCYSA-N
DB00246	LSM-5433	Ziprasidone	MVWVFYHBGMAFLY-UHFFFAOYSA-N
DB00247	LSM-1964	Methysergide	KPJZHOPZRAFDTN-NQUBZZJWSA-N
DB00247	LSM-2786	Methysergide	KPJZHOPZRAFDTN-NQUBZZJWSA-N
DB00248	LSM-1692	Cabergoline	KORNTPPJEAJQIU-KJXAQDMKSA-N
DB00248	LSM-3939	Cabergoline	KORNTPPJEAJQIU-KJXAQDMKSA-N
DB00249	LSM-45784	Idoxuridine	XQFRJNBWHJMXHO-RRKCRQDMSA-N
DB00249	LSM-5836	Idoxuridine	XQFRJNBWHJMXHO-RRKCRQDMSA-N
DB00249	LSM-6409	Idoxuridine	XQFRJNBWHJMXHO-RRKCRQDMSA-N
DB00250	LSM-5714	Dapsone	MQJKPEGWNLWLTK-UHFFFAOYSA-N
DB00251	LSM-3923	Terconazole	BLSQLHNBWJLIBQ-OZXSUGGESA-N
DB00251	LSM-6538	Terconazole	BLSQLHNBWJLIBQ-OZXSUGGESA-N
DB00252	LSM-5663	Phenytoin	CXOFVDLJLONNDW-UHFFFAOYSA-N
DB00253	LSM-1378	Medrysone	GZENKSODFLBBHQ-ILSZZQPISA-N
DB00253	LSM-3259	Medrysone	GZENKSODFLBBHQ-ILSZZQPISA-N
DB00253	LSM-5315	Medrysone	GZENKSODFLBBHQ-ILSZZQPISA-N
DB00255	LSM-3001	Diethylstilbestrol	RGLYKWWBQGJZGM-ISLYRVAYSA-N
DB00255	LSM-42960	Diethylstilbestrol	RGLYKWWBQGJZGM-ISLYRVAYSA-N
DB00257	LSM-5341	Clotrimazole	VNFPBHJOKIVQEB-UHFFFAOYSA-N
DB00259	LSM-6524	Sulfanilamide	FDDDEECHVMSUSB-UHFFFAOYSA-N
DB00260	LSM-5639	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00260	LSM-5932	Cycloserine	DYDCUQKUCUHJBH-UWTATZPHSA-N
DB00261	LSM-3380	Anagrelide	OTBXOEAOVRKTNQ-UHFFFAOYSA-N
DB00262	LSM-6584	Carmustine	DLGOEMSEDOSKAD-UHFFFAOYSA-N
DB00263	LSM-3120	Sulfisoxazole	NHUHCSRWZMLRLA-UHFFFAOYSA-N
DB00264	LSM-1259	Metoprolol	IUBSYMUCCVWXPE-UHFFFAOYSA-N
DB00265	LSM-3274	Crotamiton	DNTGGZPQPQTDQF-XBXARRHUSA-N
DB00265	LSM-42989	Crotamiton	DNTGGZPQPQTDQF-XBXARRHUSA-N
DB00266	LSM-45761	Dicoumarol	DOBMPNYZJYQDGZ-UHFFFAOYSA-N
DB00268	LSM-2351	Ropinirole	UHSKFQJFRQCDBE-UHFFFAOYSA-N
DB00269	LSM-5411	Chlorotrianisene	BFPSDSIWYFKGBC-UHFFFAOYSA-N
DB00270	LSM-1897	Isradipine	HMJIYCCIJYRONP-UHFFFAOYSA-N
DB00272	LSM-5366	Betazole	JXDFEQONERDKSS-UHFFFAOYSA-N
DB00273	LSM-5435	Topiramate	KJADKKWYZYXHBB-XBWDGYHZSA-N
DB00274	LSM-5594	Cefmetazole	SNBUBQHDYVFSQF-HIFRSBDPSA-N
DB00275	LSM-5893	Olmesartan	VTRAEEWXHOVJFV-UHFFFAOYSA-N
DB00276	LSM-45972	Amsacrine	XCPGHVQEEXUHNC-UHFFFAOYSA-N
DB00277	LSM-6010	Theophylline	ZFXYFBGIUFBOJW-UHFFFAOYSA-N
DB00278	LSM-45272	Argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N
DB00278	LSM-5061	Argatroban	KXNPVXPOPUZYGB-IOVMHBDKSA-N
DB00279	LSM-1780	Liothyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N
DB00279	LSM-3991	Liothyronine	AUYYCJSJGJYCDS-LBPRGKRZSA-N
DB00280	LSM-1439	Disopyramide	UVTNFZQICZKOEM-UHFFFAOYSA-N
DB00281	LSM-3165	Lidocaine	NNJVILVZKWQKPM-UHFFFAOYSA-N
DB00283	LSM-2655	Clemastine	YNNUSGIPVFPVBX-NHCUHLMSSA-N
DB00285	LSM-1616	Venlafaxine	PNVNVHUZROJLTJ-UHFFFAOYSA-N
DB00287	LSM-45593	Travoprost	MKPLKVHSHYCHOC-AHTXBMBWSA-N
DB00288	LSM-1487	Amcinonide	ILKJAFIWWBXGDU-MOGDOJJUSA-N
DB00288	LSM-4981	Amcinonide	ILKJAFIWWBXGDU-MOGDOJJUSA-N
DB00288	LSM-5564	Amcinonide	ILKJAFIWWBXGDU-MOGDOJJUSA-N
DB00289	LSM-2452	Atomoxetine	VHGCDTVCOLNTBX-QGZVFWFLSA-N
DB00291	LSM-2645	Chlorambucil	JCKYGMPEJWAADB-UHFFFAOYSA-N
DB00292	LSM-1640	Etomidate	NPUKDXXFDDZOKR-LLVKDONJSA-N
DB00292	LSM-37126	Etomidate	NPUKDXXFDDZOKR-LLVKDONJSA-N
DB00292	LSM-6599	Etomidate	NPUKDXXFDDZOKR-LLVKDONJSA-N
DB00293	LSM-5952	Raltitrexed	IVTVGDXNLFLDRM-HNNXBMFYSA-N
DB00296	LSM-5619	Ropivacaine	ZKMNUMMKYBVTFN-HNNXBMFYSA-N
DB00297	LSM-4301	Bupivacaine	LEBVLXFERQHONN-UHFFFAOYSA-N
DB00299	LSM-5587	Penciclovir	JNTOCHDNEULJHD-UHFFFAOYSA-N
DB00301	LSM-1327	Flucloxacillin	UIOFUWFRIANQPC-JKIFEVAISA-N
DB00301	LSM-5094	Flucloxacillin	UIOFUWFRIANQPC-JKIFEVAISA-N
DB00302	LSM-5332	Tranexamic acid	GYDJEQRTZSCIOI-LJGSYFOKSA-N
DB00305	LSM-1590	Mitomycin	NWIBSHFKIJFRCO-WUDYKRTCSA-N
DB00305	LSM-5621	Mitomycin	NWIBSHFKIJFRCO-WUDYKRTCSA-N
DB00305	LSM-6310	Mitomycin	NWIBSHFKIJFRCO-WUDYKRTCSA-N
DB00307	LSM-45378	Bexarotene	NAVMQTYZDKMPEU-UHFFFAOYSA-N
DB00308	LSM-43264	Ibutilide	ALOBUEHUHMBRLE-UHFFFAOYSA-N
DB00309	LSM-5693	Vindesine	HHJUWIANJFBDHT-KOTLKJBCSA-N
DB00310	LSM-1417	Chlorthalidone	JIVPVXMEBJLZRO-UHFFFAOYSA-N
DB00311	LSM-18787	Ethoxzolamide	OUZWUKMCLIBBOG-UHFFFAOYSA-N
DB00312	LSM-1566	Pentobarbital	WEXRUCMBJFQVBZ-UHFFFAOYSA-N
DB00313	LSM-4620	Valproic acid	NIJJYAXOARWZEE-UHFFFAOYSA-N
DB00315	LSM-3208	Zolmitriptan	ULSDMUVEXKOYBU-ZDUSSCGKSA-N
DB00316	LSM-5533	Acetaminophen	RZVAJINKPMORJF-UHFFFAOYSA-N
DB00317	LSM-1098	Gefitinib	XGALLCVXEZPNRQ-UHFFFAOYSA-N
DB00319	LSM-5516	Piperacillin	IVBHGBMCVLDMKU-GXNBUGAJSA-N
DB00319	LSM-5924	Piperacillin	IVBHGBMCVLDMKU-GXNBUGAJSA-N
DB00320	LSM-1639	Dihydroergotamine	LUZRJRNZXALNLM-JGRZULCMSA-N
DB00320	LSM-3619	Dihydroergotamine	LUZRJRNZXALNLM-JGRZULCMSA-N
DB00320	LSM-44964	Dihydroergotamine	LUZRJRNZXALNLM-JGRZULCMSA-N
DB00321	LSM-3190	Amitriptyline	KRMDCWKBEZIMAB-UHFFFAOYSA-N
DB00322	LSM-45624	Floxuridine	ODKNJVUHOIMIIZ-RRKCRQDMSA-N
DB00322	LSM-5157	Floxuridine	ODKNJVUHOIMIIZ-RRKCRQDMSA-N
DB00322	LSM-5588	Floxuridine	ODKNJVUHOIMIIZ-RRKCRQDMSA-N
DB00323	LSM-5282	Tolcapone	MIQPIUSUKVNLNT-UHFFFAOYSA-N
DB00324	LSM-1325	Fluorometholone	FAOZLTXFLGPHNG-KNAQIMQKSA-N
DB00324	LSM-25624	Fluorometholone	FAOZLTXFLGPHNG-KNAQIMQKSA-N
DB00324	LSM-5306	Fluorometholone	FAOZLTXFLGPHNG-KNAQIMQKSA-N
DB00328	LSM-3275	Indomethacin	CGIGDMFJXJATDK-UHFFFAOYSA-N
DB00330	LSM-5137	Ethambutol	AEUTYOVWOVBAKS-UWVGGRQHSA-N
DB00330	LSM-5649	Ethambutol	AEUTYOVWOVBAKS-UWVGGRQHSA-N
DB00331	LSM-4730	Metformin	XZWYZXLIPXDOLR-UHFFFAOYSA-N
DB00332	LSM-1268	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00332	LSM-1281	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00332	LSM-1497	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00332	LSM-45290	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00332	LSM-46035	Ipratropium	OEXHQOGQTVQTAT-BHIXFJMTSA-N
DB00334	LSM-5359	Olanzapine	KVWDHTXUZHCGIO-UHFFFAOYSA-N
DB00335	LSM-4355	Atenolol	METKIMKYRPQLGS-UHFFFAOYSA-N
DB00335	LSM-5562	Atenolol	METKIMKYRPQLGS-UHFFFAOYSA-N
DB00335	LSM-5757	Atenolol	METKIMKYRPQLGS-UHFFFAOYSA-N
DB00336	LSM-3779	Nitrofural	IAIWVQXQOWNYOU-FPYGCLRLSA-N
DB00337	LSM-45937	Pimecrolimus	KASDHRXLYQOAKZ-XDSKOBMDSA-N
DB00338	LSM-1651	Omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00338	LSM-44961	Omeprazole	SUBDBMMJDZJVOS-UHFFFAOYSA-N
DB00339	LSM-5425	Pyrazinamide	IPEHBUMCGVEMRF-UHFFFAOYSA-N
DB00340	LSM-1467	Metixene	MJFJKKXQDNNUJF-UHFFFAOYSA-N
DB00341	LSM-1544	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00341	LSM-5412	Cetirizine	ZKLPARSLTMPFCP-UHFFFAOYSA-N
DB00342	LSM-1273	Terfenadine	GUGOEEXESWIERI-UHFFFAOYSA-N
DB00343	LSM-1744	Diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00343	LSM-2523	Diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00343	LSM-3819	Diltiazem	HSUGRBWQSSZJOP-RTWAWAEBSA-N
DB00344	LSM-2936	Protriptyline	BWPIARFWQZKAIA-UHFFFAOYSA-N
DB00345	LSM-5739	Aminohippuric acid	HSMNQINEKMPTIC-UHFFFAOYSA-N
DB00346	LSM-1291	Alfuzosin	WNMJYKCGWZFFKR-UHFFFAOYSA-N
DB00347	LSM-5345	Trimethadione	IRYJRGCIQBGHIV-UHFFFAOYSA-N
DB00350	LSM-2134	Minoxidil	ZFMITUMMTDLWHR-UHFFFAOYSA-N
DB00351	LSM-1486	Megestrol acetate	RQZAXGRLVPAYTJ-GQFGMJRRSA-N
DB00351	LSM-2441	Megestrol acetate	RQZAXGRLVPAYTJ-GQFGMJRRSA-N
DB00351	LSM-5299	Megestrol acetate	RQZAXGRLVPAYTJ-GQFGMJRRSA-N
DB00351	LSM-5699	Megestrol acetate	RQZAXGRLVPAYTJ-GQFGMJRRSA-N
DB00352	LSM-6723	Tioguanine	WYWHKKSPHMUBEB-UHFFFAOYSA-N
DB00353	LSM-1695	Methylergometrine	UNBRKDKAWYKMIV-QWQRMKEZSA-N
DB00353	LSM-2758	Methylergometrine	UNBRKDKAWYKMIV-QWQRMKEZSA-N
DB00355	LSM-5301	Aztreonam	WZPBZJONDBGPKJ-VEHQQRBSSA-N
DB00356	LSM-6011	Chlorzoxazone	TZFWDZFKRBELIQ-UHFFFAOYSA-N
DB00357	LSM-1409	Aminoglutethimide	ROBVIMPUHSLWNV-UHFFFAOYSA-N
DB00358	LSM-5180	Mefloquine	XEEQGYMUWCZPDN-UHFFFAOYSA-N
DB00358	LSM-5525	Mefloquine	XEEQGYMUWCZPDN-UHFFFAOYSA-N
DB00359	LSM-5457	Sulfadiazine	SEEPANYCNGTZFQ-UHFFFAOYSA-N
DB00360	LSM-5120	Sapropterin	FNKQXYHWGSIFBK-RPDRRWSUSA-N
DB00361	LSM-5284	Vinorelbine	GBABOYUKABKIAF-IELIFDKJSA-N
DB00361	LSM-6007	Vinorelbine	GBABOYUKABKIAF-IELIFDKJSA-N
DB00361	LSM-6302	Vinorelbine	GBABOYUKABKIAF-IELIFDKJSA-N
DB00362	LSM-45534	Anidulafungin	JHVAMHSQVVQIOT-MFAJLEFUSA-N
DB00363	LSM-2823	Clozapine	QZUDBNBUXVUHMW-UHFFFAOYSA-N
DB00366	LSM-1563	Doxylamine	HCFDWZZGGLSKEP-UHFFFAOYSA-N
DB00367	LSM-1612	Levonorgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N
DB00367	LSM-2768	Levonorgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N
DB00367	LSM-45699	Levonorgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N
DB00367	LSM-5824	Levonorgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N
DB00367	LSM-5955	Levonorgestrel	WWYNJERNGUHSAO-XUDSTZEESA-N
DB00368	LSM-37072	Norepinephrine	SFLSHLFXELFNJZ-QMMMGPOBSA-N
DB00368	LSM-5181	Norepinephrine	SFLSHLFXELFNJZ-QMMMGPOBSA-N
DB00370	LSM-1706	Mirtazapine	RONZAEMNMFQXRA-UHFFFAOYSA-N
DB00370	LSM-5894	Mirtazapine	RONZAEMNMFQXRA-UHFFFAOYSA-N
DB00372	LSM-3556	Thiethylperazine	XCTYLCDETUVOIP-UHFFFAOYSA-N
DB00373	LSM-15524	Timolol	BLJRIMJGRPQVNF-JTQLQIEISA-N
DB00373	LSM-2176	Timolol	BLJRIMJGRPQVNF-JTQLQIEISA-N
DB00373	LSM-4397	Timolol	BLJRIMJGRPQVNF-JTQLQIEISA-N
DB00374	LSM-45331	Treprostinil	PAJMKGZZBBTTOY-ZFORQUDYSA-N
DB00376	LSM-5060	Trihexyphenidyl	HWHLPVGTWGOCJO-UHFFFAOYSA-N
DB00377	LSM-5266	Palonosetron	CPZBLNMUGSZIPR-NVXWUHKLSA-N
DB00378	LSM-3538	Dydrogesterone	JGMOKGBVKVMRFX-HQZYFCCVSA-N
DB00378	LSM-5289	Dydrogesterone	JGMOKGBVKVMRFX-HQZYFCCVSA-N
DB00379	LSM-1700	Mexiletine	VLPIATFUUWWMKC-UHFFFAOYSA-N
DB00380	LSM-5248	Dexrazoxane	BMKDZUISNHGIBY-ZETCQYMHSA-N
DB00381	LSM-1388	Amlodipine	HTIQEAQVCYTUBX-UHFFFAOYSA-N
DB00382	LSM-5871	Tacrine	YLJREFDVOIBQDA-UHFFFAOYSA-N
DB00384	LSM-4060	Triamterene	FNYLWPVRPXGIIP-UHFFFAOYSA-N
DB00385	LSM-45887	Valrubicin	ZOCKGBMQLCSHFP-KQRAQHLDSA-N
DB00387	LSM-4396	Procyclidine	WYDUSKDSKCASEF-UHFFFAOYSA-N
DB00388	LSM-15380	Phenylephrine	SONNWYBIRXJNDC-VIFPVBQESA-N
DB00389	LSM-5930	Carbimazole	CFOYWRHIYXMDOT-UHFFFAOYSA-N
DB00390	LSM-1930	Digoxin	LTMHDMANZUZIPE-PUGKRICDSA-N
DB00390	LSM-2511	Digoxin	LTMHDMANZUZIPE-PUGKRICDSA-N
DB00390	LSM-5141	Digoxin	LTMHDMANZUZIPE-PUGKRICDSA-N
DB00390	LSM-5523	Digoxin	LTMHDMANZUZIPE-PUGKRICDSA-N
DB00391	LSM-5080	Sulpiride	BGRJTUBHPOOWDU-UHFFFAOYSA-N
DB00391	LSM-5624	Sulpiride	BGRJTUBHPOOWDU-UHFFFAOYSA-N
DB00392	LSM-1342	Profenamine	CDOZDBSBBXSXLB-UHFFFAOYSA-N
DB00393	LSM-1659	Nimodipine	UIAGMCDKSXEBJQ-UHFFFAOYSA-N
DB00394	LSM-4209	Beclomethasone dipropionate	KUVIULQEHSCUHY-XYWKZLDCSA-N
DB00394	LSM-45855	Beclomethasone dipropionate	KUVIULQEHSCUHY-XYWKZLDCSA-N
